timestamp,time_estimate,safe_time_estimate,valid
244825494,0.0,0.0,0
245829856,0.0,0.0,0
246848245,0.0,0.0,0
247851507,0.0,0.0,0
248874272,0.0,0.0,0
249893131,0.0,0.0,0
250938856,0.0,0.0,0
251978130,0.0,0.0,0
253033595,0.0,0.0,0
254045567,0.0,0.0,0
255050231,0.0,0.0,0
256068253,0.0,0.0,0
257075977,0.0,0.0,0
258091825,0.0,0.0,0
259101767,0.0,0.0,0
260135555,0.0,0.0,0
261152272,0.0,0.0,0
262175969,0.0,0.0,0
263182105,0.0,0.0,0
264192610,0.0,0.0,0
265196720,0.0,0.0,0
266246708,0.0,0.0,0
267275949,0.0,0.0,0
268292164,0.0,0.0,0
269295573,0.0,0.0,0
270322145,0.0,0.0,0
271339388,0.0,0.0,0
272354842,0.0,0.0,0
273374283,0.0,0.0,0
274389652,0.0,0.0,0
275406063,0.0,0.0,0
276430286,0.0,0.0,0
277442271,0.0,0.0,0
278452709,0.0,0.0,0
279481490,0.0,0.0,0
280483219,0.0,0.0,0
281514121,0.0,0.0,0
282526970,0.0,0.0,0
283537866,0.0,0.0,0
284544672,0.0,0.0,0
285560931,0.0,0.0,0
286573567,0.0,0.0,0
287603977,0.0,0.0,0
288616098,0.0,0.0,0
289626748,0.0,0.0,0
290642157,0.0,0.0,0
291649214,0.0,0.0,0
292678869,0.0,0.0,0
293683089,0.0,0.0,0
294739305,0.0,0.0,0
295754442,0.0,0.0,0
296758726,0.0,0.0,0
297768622,0.0,0.0,0
