timestamp,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,rotational_movement,close_to_ground_or_skipped_check,at_rest
244146821,0,1,1,1,1,1,1,0,0,0,1,1
244862763,0,1,1,1,1,1,1,0,0,0,1,0
245864346,0,1,1,1,1,1,1,0,0,0,1,0
246332403,0,1,1,1,0,0,1,0,0,0,1,0
246802403,0,1,1,1,1,0,1,0,0,0,1,0
246920601,0,1,0,0,1,0,1,0,0,0,1,0
246930580,0,0,0,0,1,0,1,0,0,0,1,0
247812563,0,0,0,0,0,0,0,1,0,0,1,0
248818363,0,0,0,0,0,0,0,1,0,0,1,0
249821629,0,0,0,0,0,0,0,0,0,0,1,0
250828198,0,0,0,0,0,0,0,0,0,0,1,0
251832624,0,0,0,0,0,0,0,0,0,0,1,0
252845695,0,0,0,0,0,0,0,0,0,0,1,0
253852561,0,0,0,0,0,0,0,0,0,0,1,0
254857406,0,0,0,0,0,0,0,0,0,0,1,0
255866116,0,0,0,0,0,0,0,0,0,0,1,0
256867236,0,0,0,0,0,0,0,0,0,0,1,0
257876289,0,0,0,0,0,0,0,0,0,0,1,0
258882114,0,0,0,0,0,0,0,0,0,0,1,0
259888438,0,0,0,0,0,0,0,0,0,0,1,0
260889320,0,0,0,0,0,0,0,0,0,0,1,0
261889534,0,0,0,0,0,0,0,0,0,0,1,0
262900588,0,0,0,0,0,0,0,0,0,1,1,0
263908470,0,0,0,0,0,0,0,0,0,0,1,0
264911582,0,0,0,0,0,0,0,0,0,0,1,0
265913210,0,0,0,0,0,0,0,0,0,0,1,0
266922776,0,0,0,0,0,0,0,0,0,1,1,0
267925090,0,0,0,0,0,0,0,0,0,0,1,0
268939007,0,0,0,0,0,0,0,0,0,0,1,0
269953129,0,0,0,0,0,0,0,0,0,0,1,0
270953951,0,0,0,0,0,0,0,0,0,0,1,0
271961563,0,0,0,0,0,0,0,0,0,1,1,0
272966898,0,0,0,0,0,0,0,0,0,0,1,0
273975111,0,0,0,0,0,0,0,0,0,0,1,0
274983369,0,0,0,0,0,0,0,0,0,0,1,0
275993825,0,0,0,0,0,0,0,0,0,0,1,0
277003193,0,0,0,0,0,0,0,0,0,1,1,0
278017334,0,0,0,0,0,0,0,0,0,1,1,0
279020045,0,0,0,0,0,0,0,0,0,0,1,0
280033860,0,0,0,0,0,0,0,0,0,0,1,0
281041575,0,0,0,0,0,0,0,0,0,0,1,0
282041890,0,0,0,0,0,0,0,0,1,1,1,0
283049973,0,0,0,0,0,0,0,0,0,1,1,0
284054189,0,0,0,0,0,0,0,0,0,0,1,0
285055752,0,0,0,0,0,0,0,0,0,0,1,0
286060254,0,0,0,0,0,0,0,0,0,0,1,0
287064915,0,0,0,0,0,0,0,0,0,1,1,0
288077039,0,0,0,0,0,0,0,0,0,0,1,0
289086766,0,0,0,0,0,0,0,0,0,0,1,0
290088444,0,0,0,0,0,0,0,0,0,0,1,0
291092467,0,0,0,0,0,0,0,0,0,0,1,0
292095119,0,0,0,0,0,0,0,0,0,0,1,0
293098436,0,0,0,0,0,0,0,0,0,0,1,0
293541635,0,0,0,0,1,1,0,0,0,0,1,0
294542183,0,0,0,0,1,1,1,0,0,0,1,0
294939809,0,1,0,0,1,1,1,0,0,0,1,0
295118262,0,1,1,0,1,1,1,0,0,0,1,0
295291429,0,1,1,1,1,1,1,0,0,0,1,0
296295697,0,1,1,1,1,1,1,0,0,0,1,0
297301010,0,1,1,1,1,1,1,0,0,0,1,0
