timestamp,process_load,system_load,ram_usage,platform[0],platform[1],platform[2],platform[3],platform[4]
244407474,0.44,0.19310002,0.15471777,80,79,83,73,88
244907842,0.68,0.19322072,0.15475851,80,79,83,73,88
245407560,0.54,0.1933409,0.15474425,80,79,83,73,88
245907547,0.5,0.19342472,0.15477532,80,79,83,73,88
246407635,0.54,0.19355446,0.15478908,80,79,83,73,88
246907582,0.52,0.19367845,0.15477023,80,79,83,73,88
247407644,0.52,0.19380091,0.15475444,80,79,83,73,88
247907572,0.5,0.19388732,0.15478244,80,79,83,73,88
248407657,0.52,0.19395663,0.15473612,80,79,83,73,88
248907247,0.54,0.19406828,0.15477532,80,79,83,73,88
249407763,0.52,0.19418997,0.15475036,80,79,83,73,88
249907604,0.54,0.19430786,0.15477583,80,79,83,73,88
250407628,0.52,0.19439653,0.15474528,80,79,83,73,88
250907505,0.54,0.19449513,0.15477431,80,79,83,73,88
251407666,0.52,0.19459532,0.15478092,80,79,83,73,88
251907367,0.54,0.19472197,0.15479161,80,79,83,73,88
252407339,0.5,0.1948511,0.15475088,80,79,83,73,88
252907693,0.6,0.19500096,0.15481758,80,79,83,73,88
253407606,0.52,0.19515955,0.1547967,80,79,83,73,88
253907443,0.62,0.1953378,0.15474425,80,79,83,73,88
254407867,0.56,0.19546445,0.15479925,80,79,83,73,88
254907597,0.62,0.19560479,0.15478908,80,79,83,73,88
255407580,0.58,0.19577101,0.1547855,80,79,83,73,88
255906727,0.58,0.19592541,0.15507829,80,79,83,73,88
256406907,0.54,0.19623409,0.1619392,80,79,83,73,88
256907883,0.52,0.1963679,0.1619774,80,79,83,73,88
257407780,0.58,0.19648501,0.16193055,80,79,83,73,88
257907363,0.58,0.19664083,0.16195041,80,79,83,73,88
258408100,0.56,0.19680703,0.16200133,80,79,83,73,88
258907471,0.48,0.19692488,0.16202831,80,79,83,73,88
259407597,0.58,0.19707496,0.16198911,80,79,83,73,88
259907411,0.58,0.19721943,0.1619728,80,79,83,73,88
260407694,0.56,0.1973733,0.16198401,80,79,83,73,88
260907579,0.56,0.19749695,0.16200133,80,79,83,73,88
261407539,0.56,0.19762804,0.16195549,80,79,83,73,88
261907771,0.56,0.19777726,0.16193971,80,79,83,73,88
262407613,0.54,0.19790633,0.16198656,80,79,83,73,88
262907650,0.56,0.1980545,0.16204613,80,79,83,73,88
263407418,0.56,0.19820702,0.16195498,80,79,83,73,88
263907633,0.62,0.19839805,0.16197129,80,79,83,73,88
264407720,0.54,0.19853568,0.16200998,80,79,83,73,88
264907787,0.58,0.19872434,0.16206191,80,79,83,73,88
265407829,0.6,0.19888704,0.16194837,80,79,83,73,88
265907638,0.54,0.19902292,0.16192749,80,79,83,73,88
266407771,0.54,0.19913214,0.16198146,80,79,83,73,88
266907834,0.6,0.19928925,0.16207567,80,79,83,73,88
267407478,0.54,0.19942844,0.16199012,80,79,83,73,88
267907349,0.52,0.19956324,0.16205123,80,79,83,73,88
268407278,0.54,0.19974555,0.16204308,80,79,83,73,88
268907712,0.52,0.19989553,0.1620609,80,79,83,73,88
269407523,0.54,0.20000862,0.16200896,80,79,83,73,88
269907752,0.58,0.20013845,0.16202016,80,79,83,73,88
270407607,0.56,0.20030305,0.1620115,80,79,83,73,88
270907848,0.6,0.20045564,0.16210826,80,79,83,73,88
271407439,0.54,0.20060953,0.16202576,80,79,83,73,88
271907873,0.54,0.2007581,0.16205631,80,79,83,73,88
272407211,0.52,0.20083521,0.1620329,80,79,83,73,88
272907561,0.54,0.20098284,0.16211335,80,79,83,73,88
273407412,0.58,0.2011337,0.16201966,80,79,83,73,88
273907345,0.58,0.20125484,0.16205174,80,79,83,73,88
274407250,0.54,0.20139058,0.16199623,80,79,83,73,88
274907567,0.54,0.20151362,0.16207057,80,79,83,73,88
275407391,0.56,0.20164184,0.16204765,80,79,83,73,88
275907664,0.56,0.20180316,0.16208585,80,79,83,73,88
276407172,0.56,0.20194247,0.16204257,80,79,83,73,88
276907707,0.54,0.2020032,0.1620166,80,79,83,73,88
277407584,0.58,0.20217967,0.1619779,80,79,83,73,88
277907602,0.54,0.2023138,0.1619779,80,79,83,73,88
278407226,0.6,0.20247431,0.16202372,80,79,83,73,88
278907674,0.58,0.20259735,0.16204919,80,79,83,73,88
279407761,0.56,0.20270981,0.16200794,80,79,83,73,88
279907749,0.54,0.20283833,0.1619728,80,79,83,73,88
280407452,0.54,0.20293064,0.16197841,80,79,83,73,88
280907715,0.54,0.20304368,0.16202372,80,79,83,73,88
281407715,0.58,0.20319387,0.16196772,80,79,83,73,88
281907579,0.56,0.20331061,0.16199777,80,79,83,73,88
282407571,0.54,0.20340328,0.16197892,80,79,83,73,88
282907623,0.48,0.20351645,0.16203137,80,79,83,73,88
283407259,0.52,0.20362476,0.16195601,80,79,83,73,88
283907442,0.52,0.20370278,0.16197129,80,79,83,73,88
284407392,0.56,0.20382656,0.16197535,80,79,83,73,88
284907695,0.52,0.20393458,0.1619886,80,79,83,73,88
285407578,0.54,0.20409176,0.1619667,80,79,83,73,88
285907392,0.52,0.20420784,0.16202983,80,79,83,73,88
286407426,0.52,0.20431544,0.16200285,80,79,83,73,88
286907284,0.52,0.20446019,0.16204563,80,79,83,73,88
287407512,0.6,0.20461,0.16199063,80,79,83,73,88
287907362,0.54,0.20473166,0.16202424,80,79,83,73,88
288407603,0.54,0.20484133,0.16199674,80,79,83,73,88
288907776,0.54,0.20497005,0.16197026,80,79,83,73,88
289407582,0.56,0.20508246,0.16200693,80,79,83,73,88
289907861,0.52,0.2051774,0.1620217,80,79,83,73,88
290407491,0.52,0.20528644,0.16203697,80,79,83,73,88
290907754,0.5,0.20540816,0.16200133,80,79,83,73,88
291407658,0.58,0.20555075,0.16199318,80,79,83,73,88
291907447,0.6,0.20570517,0.16198961,80,79,83,73,88
292407468,0.54,0.20582032,0.16195498,80,79,83,73,88
292907457,0.54,0.20592101,0.16197994,80,79,83,73,88
293407697,0.52,0.20598985,0.16198707,80,79,83,73,88
293907650,0.52,0.20606811,0.1620171,80,79,83,73,88
294407727,0.56,0.20616876,0.1620273,80,79,83,73,88
294907439,0.48,0.20622885,0.16200183,80,79,83,73,88
295407743,0.52,0.20630978,0.16198045,80,79,83,73,88
295907622,0.52,0.20638083,0.16200794,80,79,83,73,88
296407376,0.52,0.20647424,0.16199522,80,79,83,73,88
296907779,0.5,0.20655869,0.16203544,80,79,83,73,88
297407750,0.48,0.20663822,0.16197994,80,79,83,73,88
297907708,0.62,0.20674369,0.16203952,80,79,83,73,88
