timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
148540405,0.0,0.0,0.0,-0.023178166,0.041494355,-0.136071,1.4890249,0,0,1,0
246925950,0.0,0.0,0.0,-0.026736567,0.039688975,-0.14226265,1.4895142,0,0,1,0
297287241,0.0,0.0,0.0,0.07008721,0.02171997,-0.13615976,1.6319578,0,0,1,0
