timestamp,timestamp_last_signal,rssi,rssi_dbm,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],channel_count,rc_failsafe,rc_lost,input_source,link_quality
245142151,245137478,-1,-48.0,0,0,0,1502,1487,1001,1502,1988,1500,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
245639186,245639158,-1,-48.0,0,0,0,1502,1487,1001,1502,1988,1500,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
246141742,246141681,-1,-47.0,0,0,0,1502,1487,1144,1500,1988,1500,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
246637027,246636997,-1,-48.0,0,0,0,1502,1487,1595,1504,1988,1500,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
247138472,247133826,-1,-48.0,0,0,0,1502,1487,1707,1502,1988,1500,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
247638069,247638027,-1,-42.0,0,0,0,1502,1487,1705,1504,1988,1500,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
248140047,248139995,-1,-26.0,0,0,0,1502,1487,1704,1504,1988,1500,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
248641453,248641384,-1,-47.0,0,0,0,1502,1487,1666,1504,1988,1500,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
249142890,249142850,-1,-45.0,0,0,0,1502,1487,1610,1504,1988,1500,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
249637493,249632662,-1,-47.0,0,0,0,1502,1487,1608,1503,1988,1500,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
250141041,250140979,-1,-49.0,0,0,0,1502,1487,1608,1503,1988,1500,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
250636304,250636109,-1,-52.0,0,0,0,1502,1487,1522,1502,1988,1500,1011,1011,1500,1500,1500,1532,1000,1000,2000,1935,0,0,16,0,0,14,100
251138965,251138918,-1,-46.0,0,0,0,1502,1487,1580,1505,1988,1500,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
251640155,251640091,-1,-43.0,0,0,0,1502,1487,1563,1503,1988,1500,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
252141936,252137250,-1,-47.0,0,0,0,1502,1487,1564,1503,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
252642038,252637411,-1,-48.0,0,0,0,1502,1487,1564,1503,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
253143680,253143657,-1,-45.0,0,0,0,1502,1487,1564,1503,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
253636283,253636236,-1,-45.0,0,0,0,1502,1487,1563,1502,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
254137423,254132728,-1,-32.0,0,0,0,1502,1487,1564,1503,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
254637481,254632713,-1,-27.0,0,0,0,1502,1487,1564,1503,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
255142121,255137443,-1,-26.0,0,0,0,1503,1487,1564,1503,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
255640702,255640645,-1,-30.0,0,0,0,1502,1487,1563,1503,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
256141843,256132623,-1,-30.0,0,0,0,1502,1487,1564,1503,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
256633366,256633313,-1,-41.0,0,0,0,1502,1487,1564,1503,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
257138642,257138591,-1,-43.0,0,0,0,1502,1487,1564,1503,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
257637157,257637096,-1,-42.0,0,0,0,1502,1487,1564,1503,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
258137971,258137941,-1,-33.0,0,0,0,1503,1487,1563,1503,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
258641787,258641740,-1,-24.0,0,0,0,1503,1487,1563,1502,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
259140708,259140653,-1,-23.0,0,0,0,1502,1487,1563,1503,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
259638103,259633338,-1,-38.0,0,0,0,1502,1487,1563,1503,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
260141416,260141365,-1,-45.0,0,0,0,1502,1487,1563,1503,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
260638224,260638188,-1,-47.0,0,0,0,1502,1487,1563,1503,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
261138049,261137996,-1,-45.0,0,0,0,1502,1486,1563,1503,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
261638299,261638274,-1,-44.0,0,0,0,1502,1487,1563,1503,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
262138630,262138596,-1,-26.0,0,0,0,1502,1487,1563,1504,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
262639954,262639903,-1,-42.0,0,0,0,1502,1487,1563,1503,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
263141717,263141658,-1,-48.0,0,0,0,1502,1487,1563,1503,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
263639308,263639259,-1,-30.0,0,0,0,1502,1487,1563,1503,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
264136675,264136621,-1,-26.0,0,0,0,1502,1487,1563,1502,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
264638356,264633632,-1,-44.0,0,0,0,1502,1487,1563,1503,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
265140750,265140711,-1,-49.0,0,0,0,1503,1487,1563,1503,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
265637894,265637844,-1,-46.0,0,0,0,1502,1487,1563,1503,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
266141994,266137339,-1,-47.0,0,0,0,1502,1487,1563,1502,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
266641471,266641427,-1,-47.0,0,0,0,1502,1487,1563,1502,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
267139612,267139568,-1,-46.0,0,0,0,1503,1487,1563,1503,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
267637529,267633184,-1,-43.0,0,0,0,1502,1487,1563,1503,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
268139285,268139227,-1,-47.0,0,0,0,1502,1487,1563,1503,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
268634271,268634236,-1,-47.0,0,0,0,1502,1487,1563,1503,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
269138276,269133584,-1,-48.0,0,0,0,1503,1487,1563,1503,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
269642620,269637869,-1,-43.0,0,0,0,1503,1487,1563,1503,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
270140510,270140468,-1,-44.0,0,0,0,1502,1487,1563,1503,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
270639850,270639822,-1,-44.0,0,0,0,1502,1486,1563,1503,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
271136408,271136382,-1,-43.0,0,0,0,1502,1487,1563,1503,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
271639338,271639280,-1,-44.0,0,0,0,1502,1487,1563,1503,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
272138103,272138072,-1,-28.0,0,0,0,1503,1487,1563,1503,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
272639812,272639772,-1,-24.0,0,0,0,1502,1487,1563,1503,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
273139124,273139095,-1,-18.0,0,0,0,1502,1487,1563,1503,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
273636624,273636584,-1,-18.0,0,0,0,1503,1487,1563,1503,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
274142472,274142418,-1,-20.0,0,0,0,1503,1487,1563,1503,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
274636678,274636637,-1,-20.0,0,0,0,1502,1487,1563,1503,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
275138143,275138089,-1,-19.0,0,0,0,1503,1487,1563,1503,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
275641211,275641150,-1,-20.0,0,0,0,1502,1487,1563,1503,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
