timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping,gyro_clipping,accel_calibration_count,gyro_calibration_count
244641005,-0.00019770753,0.0010109531,-0.0020779548,5066,0,-0.4519274,0.013791523,-9.838001,5066,0,16,1,1
244667534,-0.0015917841,0.0014980845,-0.00090786244,10068,0,-0.44924676,0.015255853,-9.83415,8806,0,16,1,1
244672742,0.00089385547,0.0016231498,9.205885e-05,5208,0,-0.45157748,0.018588819,-9.839175,6470,0,16,1,1
244682662,-0.0011815189,0.0012736927,0.0050704735,9920,0,-0.42039815,0.03831541,-9.830043,9920,0,16,1,1
244692772,-0.0043010833,-0.0007090631,-0.016296797,10110,0,-0.45985216,-0.04163679,-9.861871,10110,0,16,1,1
244697837,-0.00053143135,0.00017116978,-0.018353669,5065,0,-0.4696859,-0.015682794,-9.839478,5065,0,16,1,1
244706649,0.0006304591,0.0013184298,0.0029269687,8812,0,-0.4477125,0.0867924,-9.821818,8812,0,16,1,1
244711728,-0.0006776682,0.001342263,0.029778965,5079,0,-0.47322652,0.09237461,-9.90037,5079,0,16,1,1
244716752,0.0036838823,0.0020811313,0.015765855,5024,0,-0.55841935,-0.14731549,-9.861677,5024,0,16,1,1
244721882,-0.0012718388,-0.0013529317,-0.0027437883,5130,0,-0.39350784,-0.027149491,-9.846382,5130,0,16,1,1
244730659,-0.002908406,-0.0016648242,-0.015375674,8777,0,-0.46154127,-0.035914283,-9.808122,8777,0,16,1,1
244735728,0.0011106471,-0.00014341503,0.003213499,5069,0,-0.44423664,0.037237708,-9.897789,5069,0,16,1,1
244745881,0.0016296114,0.0018240454,0.0151847135,10153,0,-0.5163325,0.11106,-9.89022,10153,0,16,1,1
244750915,0.0026027707,-0.00013652252,-0.012220639,5034,0,-0.40409395,-0.0749285,-9.819164,5034,0,16,1,1
244755927,0.00011507215,0.002381996,-0.012651845,5012,0,-0.40826026,-0.040659674,-9.792122,5012,0,16,1,1
244761008,0.0009351369,-0.0008988117,-0.0011550488,5081,0,-0.41875574,0.03886431,-9.79674,5081,0,16,1,1
244766106,0.0028079348,0.0006181257,0.0028454817,5098,0,-0.43582803,-0.08599552,-9.839878,5098,0,16,1,1
244771102,-0.0050254622,0.001181202,0.0058159498,4996,0,-0.4249164,0.19683386,-9.875335,4996,0,16,1,1
244782534,0.0006795884,0.00016621308,-0.0014562242,6332,0,-0.42687565,-0.040654372,-9.876095,6332,0,16,1,1
244787618,-0.0002592115,-3.476166e-05,-0.02962562,5084,0,-0.36904964,0.04241695,-9.875603,5084,0,16,1,1
244792607,0.0015047706,0.004037173,-0.022290092,4989,0,-0.39710093,0.027599715,-9.838267,4989,0,16,1,1
244801469,0.0039759097,0.00908761,-0.017476056,8862,0,-0.4472197,0.08221956,-9.856963,8862,0,16,1,1
244806479,0.0014526455,0.015097154,0.0011852783,5010,0,-0.50214684,-0.0033707472,-9.79481,5010,0,16,1,1
244811568,0.0020422759,0.015825745,-0.012180562,5089,0,-0.56592315,0.05552268,-9.853038,5089,0,16,1,1
244816642,0.002756462,0.022581669,0.0017502413,5074,0,-0.57876104,0.0075028096,-9.82706,5074,0,16,1,1
244821636,-0.0010031705,0.026646763,-0.0019073063,4994,0,-0.38893923,-0.02226489,-9.906498,4994,0,16,1,1
244826714,0.004082985,0.028378408,-0.0004561488,5078,0,-0.56087136,-0.029161988,-9.87946,5078,0,16,1,1
244831766,0.0029536802,0.03281291,0.0032403907,5052,0,-0.48415515,-0.007138774,-9.82538,5052,0,16,1,1
244838733,-0.00086189,0.03738891,-0.0074400418,6967,0,-0.5537279,-0.016452938,-9.869346,6967,0,16,1,1
244846881,-0.0032342135,0.041407276,-0.025381744,8148,0,-0.5218703,0.060489763,-9.830261,8148,0,16,1,1
244851960,0.0008592536,0.040447067,-0.0026644904,5079,0,-0.30179864,-0.028528411,-9.780473,5079,0,16,1,1
244860828,-0.00021546491,0.045683958,0.03860339,8868,0,-0.40819433,0.030856047,-9.809254,7619,0,16,1,1
244871059,0.0056458786,0.055443723,0.0136243915,5179,0,-0.32845488,-0.007049061,-9.955579,5179,0,16,1,1
244879832,0.010322687,0.06915957,0.011890293,8773,0,-0.61291367,0.07281691,-9.955289,8773,0,16,1,1
244884891,0.0070308,0.081515774,0.029072955,5059,0,-0.6153665,0.0130243385,-9.908458,5059,0,16,1,1
244889910,0.0035130307,0.08788557,0.0516687,5019,0,-0.364857,0.16276795,-9.777637,5019,0,16,1,1
244894899,0.0018392525,0.09134153,0.0422645,4989,0,-0.6489165,-0.06427884,-9.809454,4989,0,16,1,1
244901091,-0.0034401387,0.09601992,0.054075107,6192,0,-0.55866814,-0.022416912,-9.683729,6192,0,16,1,1
244905053,-0.0047223726,0.09582805,0.03325922,3962,0,-0.3617806,-0.043140344,-9.813002,3962,0,16,1,1
244910076,-0.0014500669,0.10097036,0.015327221,5023,0,-0.5288433,-0.2212483,-9.7417755,5023,0,16,1,1
244920285,0.002980295,0.10664274,0.012117618,5071,0,-0.3721246,0.030416528,-9.885607,5071,0,16,1,1
244925346,0.0027207711,0.10967598,0.013559733,5061,0,-0.4318907,-0.0650285,-9.950511,5061,0,16,1,1
244930328,-0.007141829,0.111225866,0.010532062,4982,0,-0.22005622,0.06398634,-9.950091,4982,0,16,1,1
244935461,0.0007963822,0.10535222,0.017763544,5133,0,-0.2217134,0.17108971,-9.916039,5133,0,16,1,1
244945561,-0.0051434487,0.09320282,0.010305737,5110,0,-0.07508275,0.120555416,-9.8073,5110,0,16,1,1
244956856,-0.004784663,0.07381552,0.004375165,6287,0,-0.4424203,-0.10222429,-9.812735,6287,0,16,1,1
244961893,-0.0040635467,0.05808179,0.002953914,5037,0,0.0042455965,0.1650762,-9.710791,5037,0,16,1,1
244966972,-0.0009558148,0.053405315,-0.0017621963,5079,0,-0.38081822,-0.053953364,-9.858067,5079,0,16,1,1
244978356,0.009664101,0.02934562,-0.013703562,6344,0,-0.04659174,0.08721162,-9.806285,6344,0,16,1,1
244983456,0.00934373,0.018618658,-0.024642011,5100,0,-0.1388433,-0.19798803,-9.893152,5100,0,16,1,1
244988462,0.011431534,0.008917004,-0.031596098,5006,0,-0.018163443,0.0122570945,-9.860297,5006,0,16,1,1
244993491,0.018253822,0.0010166477,-0.025023934,5029,0,-0.2495481,0.11068687,-9.8194,5029,0,16,1,1
245003627,0.017066639,-0.02264936,-0.028152203,4616,0,-0.14952396,0.19147082,-9.813938,4616,0,16,1,1
245008647,0.01357775,-0.03575327,-0.024087414,5020,0,-0.24424094,-0.08582568,-9.781249,5020,0,16,1,1
245013674,0.014165934,-0.043466482,-0.018919464,5027,0,-0.40291655,-0.021678291,-9.797838,5027,0,16,1,1
245018814,0.023252428,-0.052221287,0.007621483,5140,0,-0.06070682,0.19037966,-9.853354,5140,0,16,1,1
245023831,0.02223866,-0.065459274,0.01337113,5017,0,-0.33108723,0.06070987,-9.902982,5017,0,16,1,1
245035270,0.029780025,-0.0728279,0.00044061197,4390,0,-0.016112732,0.05975511,-9.95049,4390,0,16,1,1
245040232,0.03110987,-0.06640935,-0.0033375693,4962,0,-0.37572357,-0.033764802,-9.864106,4962,0,16,1,1
245045275,0.033937488,-0.062081568,-0.0035624222,5043,0,-0.1747974,-0.07309135,-9.715636,5043,0,16,1,1
245050328,0.033618215,-0.059980825,-0.0022712804,5053,0,-0.76615405,0.10697417,-9.841127,5053,0,16,1,1
245055446,0.030606948,-0.065851875,-0.009687103,5118,0,-0.6020962,-0.12068979,-9.671884,5118,0,16,1,1
245060453,0.019921608,-0.07022714,-0.019057998,5007,0,-0.41612342,0.052438002,-9.814338,5007,0,16,1,1
245065510,0.018345855,-0.0743693,-0.010711194,5057,0,-0.29280582,-0.009275943,-9.799185,5057,0,16,1,1
245070525,0.019430095,-0.06987262,-0.018016718,5015,0,-0.34431484,-0.26454332,-9.897027,5015,0,16,1,1
245075625,0.015120816,-0.064029105,-0.012814277,5100,0,-0.58870447,0.2770369,-10.04359,5100,0,16,1,1
245087029,0.00776827,-0.048952688,-0.027998324,6421,0,-0.3939779,-0.057221763,-9.948796,6421,0,16,1,1
245092036,0.010540975,-0.04672934,-0.017132359,5007,0,-0.23760617,0.026544264,-9.830142,5007,0,16,1,1
245097111,0.009382862,-0.043856576,-0.02908862,5075,0,-0.29828727,-0.3133402,-9.749263,5075,0,16,1,1
245108489,0.00064351084,-0.03950682,-0.025445357,5904,0,-0.5730515,-0.12490356,-9.789743,4599,0,16,1,1
245113499,-0.0021816518,-0.03618929,-0.018321685,5010,0,-0.483467,-0.09699046,-9.82678,6315,0,16,1,1
245123593,-0.01179334,-0.03266988,-0.022303544,10094,0,-0.51257503,-0.0041205063,-9.931952,10094,0,16,1,1
245133733,-0.016773902,-0.021213619,0.016768685,5066,0,-0.22455116,0.1447743,-9.871836,5066,0,16,1,1
245138934,-0.008854011,-0.014208359,0.0009341344,5201,0,-0.113293886,0.03573634,-10.028282,5201,0,16,1,1
245146462,-0.0057544084,-0.007643213,0.02499907,7528,0,-0.7437037,-0.123561256,-9.736382,7528,0,16,1,1
245151632,-0.0016169914,-0.0004454094,0.029861042,5170,0,-0.53281206,-0.11284197,-9.781907,5170,0,16,1,1
245161543,-0.0028782296,0.0010309932,0.0220301,9911,0,-0.4329965,0.100591205,-9.916675,9911,0,16,1,1
245166661,-0.006909783,0.0075293486,0.010640181,5118,0,-0.48189834,0.1793994,-9.934274,5118,0,16,1,1
245171611,-0.0034243085,0.0048289485,0.03313717,4950,0,-0.459326,0.23982279,-9.656746,4950,0,16,1,1
245181790,0.0038233872,0.010165787,0.023850508,4996,0,-0.55553454,-0.34913746,-9.923432,4996,0,16,1,1
245186829,0.002807725,0.019024603,0.021786641,5039,0,-0.15327477,0.19560045,-9.945638,5039,0,16,1,1
245191829,-0.00020889219,0.015422549,0.004051467,5000,0,-0.40355143,0.21763246,-9.920818,5000,0,16,1,1
245201969,0.0012619965,0.018495621,0.023604998,4905,0,-0.40155557,0.022616724,-9.891799,4905,0,16,1,1
245207172,0.009072372,0.019826913,-0.009005566,5203,0,-0.4408434,-0.0914909,-9.908615,5203,0,16,1,1
245212073,0.0024777083,0.025237205,-0.021021776,4901,0,-0.4139225,-0.038810488,-9.8788395,4901,0,16,1,1
245217079,0.01082598,0.018609742,-0.0014739772,5006,0,-0.22177297,0.104544565,-9.8237095,5006,0,16,1,1
245227201,0.016129203,0.020573748,-0.0034465098,10122,0,-0.6504763,-0.19248486,-9.831176,10122,0,16,1,1
245232330,0.011665299,0.02068262,-0.022106053,5129,0,-0.47760063,-0.17891431,-9.9130535,5129,0,16,1,1
245237446,0.007267682,0.024906402,-0.045094702,5116,0,-0.3420092,0.06764197,-10.08427,5116,0,16,1,1
245242368,0.0023469497,0.023669494,-0.03163338,4922,0,-0.54087514,-0.17162535,-9.933697,4922,0,16,1,1
245247445,0.006095028,0.025299087,-0.006749695,5077,0,0.035954475,0.45558557,-9.804345,5077,0,16,1,1
245252556,0.007341662,0.016825141,-0.017201275,5111,0,-0.41918606,0.07801759,-9.805459,5111,0,16,1,1
245257529,0.009083912,0.015286002,-0.01742924,4973,0,-0.75855774,-0.44660237,-9.73614,4973,0,16,1,1
245262603,0.0068392786,0.011594588,-0.026488815,5074,0,-0.58231723,-0.24900837,-9.808213,5074,0,16,1,1
245267643,0.0048700855,0.008411757,-0.059983037,5040,0,-0.52362484,-0.19318981,-10.104323,5040,0,16,1,1
245277739,-0.0017662112,0.0058323178,-0.009290128,4817,0,-0.028863292,0.28601053,-9.865469,4817,0,16,1,1
245287907,0.006141831,0.003114313,0.013777352,5104,0,-0.48936275,-0.3250148,-9.719195,5104,0,16,1,1
245292928,0.0019232652,0.0029257452,-0.01366962,5021,0,-0.6212843,-0.37826887,-9.841096,5021,0,16,1,1
245298039,0.0020102577,0.0015927068,-0.02317671,5111,0,-0.6549567,-0.25588566,-9.940553,5111,0,16,1,1
245304113,-0.0072924895,0.00088446954,-0.038108036,6074,0,-0.19422576,0.10730369,-10.125052,6074,0,16,1,1
245308013,-0.009648923,-0.0073613888,-0.024079606,3900,0,-0.20683867,0.30600283,-9.9587755,3900,0,16,1,1
245314882,0.0054083406,-0.008364171,0.055058658,6869,0,-0.22109205,0.24401298,-9.806635,5061,0,16,1,1
245319397,-0.0047874097,-0.011391496,0.0050549046,4515,0,-0.779951,-0.67798513,-9.61427,6323,0,16,1,1
245324542,-0.006786207,-0.007697453,-0.012366073,5145,0,-0.13639268,0.34539098,-10.091399,5145,0,16,1,1
245334621,-0.009280851,-0.009917859,0.025323702,5067,0,-0.033256445,0.2193357,-9.848759,5067,0,16,1,1
245339796,-0.0061357343,-0.007398266,0.03746622,5175,0,-0.49455473,0.1076225,-9.765552,5175,0,16,1,1
245344211,-0.014498783,-0.012668537,0.0062047406,4415,0,-0.3000452,0.052095193,-9.879546,4415,0,16,1,1
245348485,-0.002843674,-0.012210865,0.01992312,4274,0,-0.20977645,0.015625726,-9.760953,4274,0,16,1,1
245353535,-0.004398891,-0.018673465,0.01842401,5050,0,-0.84233177,-0.33144307,-9.798779,5050,0,16,1,1
245364498,-0.007724861,-0.00905174,-0.029371604,5874,0,-0.20437685,0.024308719,-10.180742,5874,0,16,1,1
245375386,0.0052080876,-0.0077582044,0.052303046,6624,0,-0.47405747,-0.22539784,-9.631874,6624,0,16,1,1
245380045,-0.0019856372,-0.0052937525,0.00038736194,4659,0,-0.6694258,-0.25894338,-9.870515,4659,0,16,1,1
245385159,-0.00870888,0.00060560124,-0.06543273,5114,0,-0.54974204,0.044711422,-10.273768,5114,0,16,1,1
245395219,-0.0057290285,-0.0012092567,-0.0024009226,10060,0,-0.16848184,0.22994204,-9.88719,10060,0,16,1,1
245400300,0.0038975906,-0.0029656976,0.029081719,5081,0,-0.45397827,0.16163868,-9.727024,5081,0,16,1,1
245409154,-0.0006595633,-0.0026961027,-0.0067373323,8854,0,-0.28796336,-0.054901376,-9.861041,8854,0,16,1,1
245414313,0.00015008608,-0.0026042515,-0.029448124,5159,0,-1.0131739,-0.4029595,-9.980626,5159,0,16,1,1
245425666,-0.0061638127,0.003112118,-0.028886316,6460,0,-0.060402866,0.5498264,-10.079709,6460,0,16,1,1
245430717,0.005956689,0.0030023556,0.015515035,5051,0,-0.4167603,0.06797307,-9.859661,5051,0,16,1,1
245435719,0.0066575366,0.0032255463,-0.0075817304,5002,0,-0.33088577,-0.19670117,-9.799357,5002,0,16,1,1
245444437,0.006404287,0.0053487592,-0.020698624,8718,0,-0.6518392,-0.07093907,-9.86598,8718,0,16,1,1
245454600,-0.0002497679,0.0030267686,-0.026412332,4695,0,-0.47298342,0.06388995,-9.882012,4695,0,16,1,1
245459640,0.008777075,0.0062531675,-0.0283236,5040,0,-0.38728186,0.11048634,-9.859567,5040,0,16,1,1
