timestamp,imbalanced_prop_metric,motor_failure_mask,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_battery,fd_imbalanced_prop,fd_motor
244615359,-0.0012148711,0,0,0,0,0,0,0,0,0
245117474,0.012189005,0,0,0,0,0,0,0,0,0
245623763,0.07055318,0,0,0,0,0,0,0,0,0
246127214,0.06811778,0,0,0,0,0,0,0,0,0
246639579,0.07466543,0,0,0,0,0,0,0,0,0
247144638,0.11918765,0,0,0,0,0,0,0,0,0
247648232,0.26672685,0,0,0,0,0,0,0,0,0
248154108,0.5572678,0,0,0,0,0,0,0,0,0
248666197,0.7992932,0,0,0,0,0,0,0,0,0
249169035,0.99657977,0,0,0,0,0,0,0,0,0
249679380,1.2053541,0,0,0,0,0,0,0,0,0
250183651,1.3936938,0,0,0,0,0,0,0,0,0
250689460,1.5735534,0,0,0,0,0,0,0,0,0
251195810,1.727619,0,0,0,0,0,0,0,0,0
251701815,1.8526866,0,0,0,0,0,0,0,0,0
251714109,1.8526866,0,0,0,0,0,0,0,0,0
252219263,1.9456496,0,0,0,0,0,0,0,0,0
252723407,2.0670464,0,0,0,0,0,0,0,0,0
253231812,2.1852202,0,0,0,0,0,0,0,0,0
253735074,2.2635245,0,0,0,0,0,0,0,0,0
254245517,2.333715,0,0,0,0,0,0,0,0,0
254747501,2.4103243,0,0,0,0,0,0,0,0,0
255255540,2.499552,0,0,0,0,0,0,0,0,0
255758408,2.563914,0,0,0,0,0,0,0,0,0
256260472,2.6022124,0,0,0,0,0,0,0,0,0
256766760,2.6542845,0,0,0,0,0,0,0,0,0
257277309,2.6335137,0,0,0,0,0,0,0,0,0
257786767,2.6743922,0,0,0,0,0,0,0,0,0
258292685,2.7369041,0,0,0,0,0,0,0,0,0
258799901,2.7862692,0,0,0,0,0,0,0,0,0
259307706,2.8170044,0,0,0,0,0,0,0,0,0
259823066,2.8548028,0,0,0,0,0,0,0,0,0
260335002,2.8852952,0,0,0,0,0,0,0,0,0
260840202,2.8993168,0,0,0,0,0,0,0,0,0
261350979,2.911075,0,0,0,0,0,0,0,0,0
261863529,2.930809,0,0,0,0,0,0,0,0,0
262367230,2.857543,0,0,0,0,0,0,0,0,0
262871654,2.8915792,0,0,0,0,0,0,0,0,0
