timestamp,speed_up,speed_down,want_takeoff
245607064,4.0,1.5,0
246601850,4.0,1.5,0
247619676,4.0,1.5,1
248621898,4.0,1.5,1
249623197,4.0,1.5,0
250622640,4.0,1.5,0
251622929,4.0,1.5,0
251705296,4.0,1.5,0
293085808,4.0,1.5,0
293098693,4.0,1.5,0
294087468,4.0,1.5,0
295081732,4.0,1.5,0
296089829,4.0,1.5,0
297079109,4.0,1.5,0
298089305,4.0,1.5,0
