timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2],reset_integral
244646626,-0.01993359,0.21498747,-0.00016629696,0.0,0.0,-0.001,0
244668238,-0.019773021,0.21497196,-0.00016242266,0.0,0.0,-0.001,0
244677105,-0.019806316,0.2149462,-0.00017762184,0.0,0.0,-0.001,0
244683234,-0.019761808,0.21491349,-0.00028938055,0.0,0.0,-0.001,0
244693422,-0.019594496,0.21497685,0.00014960766,0.0,0.0,-0.001,0
244703504,-0.019614883,0.21498568,1.1622906e-05,0.0,0.0,-0.001,0
244708769,-0.019663135,0.21495387,-0.00023037195,0.0,0.0,-0.001,0
244712368,-0.019629728,0.21493785,-0.00047683716,0.0,0.0,-0.001,0
244717587,-0.01971146,0.21490209,-0.000333786,0.0,0.0,-0.001,0
244722479,-0.019687386,0.21495175,-0.00014781952,0.0,0.0,-0.001,0
244731209,-0.019602608,0.21504767,0.0001129508,0.0,0.0,-0.001,0
244740088,-0.019644052,0.21506485,-0.00020772219,0.0,0.0,-0.001,0
244746466,-0.019723466,0.21500278,-0.00049084425,0.0,0.0,-0.001,0
244751485,-0.019809585,0.21501876,-0.00037401915,0.0,0.0,-0.001,0
244756580,-0.019829981,0.21497189,-4.9173832e-05,0.0,0.0,-0.001,0
244761579,-0.019869078,0.21500808,-0.00016540289,0.0,0.0,-0.001,0
244766655,-0.019949935,0.21500634,-0.00020116568,0.0,0.0,-0.001,0
244776778,-0.019830577,0.21499054,-0.00023424625,0.0,0.0,-0.001,0
244784069,-0.01992315,0.21503545,-0.00016093254,0.0,0.0,-0.001,0
244788401,-0.019954816,0.21504763,0.00013440847,0.0,0.0,-0.001,0
244793241,-0.020030541,0.21495804,4.4107437e-05,0.0,0.0,-0.001,0
244803349,-0.020256424,0.2145775,0.00034093857,0.0,0.0,-0.001,0
244807624,-0.020314883,0.21421239,-0.00019311905,0.0,0.0,-0.001,0
244812124,-0.020389752,0.2138229,-7.688999e-05,0.0,0.0,-0.001,0
244817263,-0.020472892,0.21326435,-0.0002002716,0.0,0.0,-0.001,0
244822177,-0.020461911,0.21261302,-0.00018805265,0.0,0.0,-0.001,0
244831198,-0.02057828,0.21190776,-0.00017762184,0.0,0.0,-0.001,0
244837303,-0.020662649,0.2110944,-0.000218153,0.0,0.0,-0.001,0
244839363,-0.02065855,0.20981215,-8.016825e-05,0.0,0.0,-0.001,0
244848838,-0.02058289,0.20814624,0.00032275915,0.0,0.0,-0.001,0
244852555,-0.020629857,0.20713362,-0.00015199184,0.0,0.0,-0.001,0
244861398,-0.020586923,0.20514047,-0.00084877014,0.0,0.0,-0.001,0
244871637,-0.0208145,0.20249638,-0.0007650256,0.0,0.0,-0.001,0
244880476,-0.021260781,0.19949228,-0.00039488077,0.0,0.0,-0.001,0
244885476,-0.02142732,0.19744861,-0.00069886446,0.0,0.0,-0.001,0
244890544,-0.02147654,0.19526435,-0.0006964803,0.0,0.0,-0.001,0
244899321,-0.021501789,0.1930049,-0.0011271238,0.0,0.0,-0.001,0
244901807,-0.021340717,0.1900597,-0.00084489584,0.0,0.0,-0.001,0
244905678,-0.021236278,0.18817678,-0.0011143088,0.0,0.0,-0.001,0
244910705,-0.02118202,0.18566075,-0.000320971,0.0,0.0,-0.001,0
244921703,-0.02117767,0.18030244,-0.00028640032,0.0,0.0,-0.001,0
244926021,-0.021248674,0.17754413,-0.00043272972,0.0,0.0,-0.001,0
244930971,-0.021070298,0.1747905,-0.00026226044,0.0,0.0,-0.001,0
244936072,-0.02109035,0.17210416,-0.00045359135,0.0,0.0,-0.001,0
244946247,-0.020958586,0.1697404,-0.00025838614,0.0,0.0,-0.001,0
244958260,-0.02082203,0.16534236,-0.00020354986,0.0,0.0,-0.001,0
244962496,-0.020730156,0.1638954,-0.00024050474,0.0,0.0,-0.001,0
244967640,-0.020718351,0.16255392,-0.00012516975,0.0,0.0,-0.001,0
244979472,-0.021003168,0.16056368,3.0100346e-05,0.0,0.0,-0.001,0
244984072,-0.021270908,0.16010132,0.0002732873,0.0,0.0,-0.001,0
244989100,-0.021597678,0.1598881,0.0001731515,0.0,0.0,-0.001,0
244994095,-0.022086632,0.1598739,0.00041604042,0.0,0.0,-0.001,0
245004052,-0.0229376,0.16071007,0.00050604343,0.0,0.0,-0.001,0
245009313,-0.023319028,0.1616162,8.672476e-05,0.0,0.0,-0.001,0
245014300,-0.02370195,0.16271941,0.0002706051,0.0,0.0,-0.001,0
245019467,-0.02431632,0.16407312,-0.00024110079,0.0,0.0,-0.001,0
245029580,-0.024880044,0.16572794,-0.00038266182,0.0,0.0,-0.001,0
245035806,-0.026597753,0.16978484,-0.00037878752,0.0,0.0,-0.001,0
245040885,-0.02738309,0.17144404,-0.00015646219,0.0,0.0,-0.001,0
245045942,-0.028256085,0.17302068,-0.0001308322,0.0,0.0,-0.001,0
245056015,-0.029927436,0.1762416,-9.2983246e-05,0.0,0.0,-0.001,0
245061036,-0.030455753,0.1780072,-2.7120113e-05,0.0,0.0,-0.001,0
245066157,-0.03094147,0.17989662,7.4505806e-05,0.0,0.0,-0.001,0
245071429,-0.03146095,0.18165544,-4.8577785e-05,0.0,0.0,-0.001,0
245076264,-0.031870153,0.18329674,7.510185e-05,0.0,0.0,-0.001,0
245087527,-0.032439064,0.18640228,0.0003299117,0.0,0.0,-0.001,0
245092741,-0.032739833,0.18757802,-7.659197e-05,0.0,0.0,-0.001,0
245101586,-0.03301371,0.18869714,0.00021219254,0.0,0.0,-0.001,0
245108987,-0.03309992,0.19096492,0.00024586916,0.0,0.0,-0.001,0
245114143,-0.033081874,0.19187793,-7.301569e-05,0.0,0.0,-0.001,0
245124202,-0.03254894,0.19354604,0.00037133694,0.0,0.0,-0.001,0
245134239,-0.031681564,0.19476455,-0.00029027462,0.0,0.0,-0.001,0
245139496,-0.031462766,0.19514643,-0.00025987625,0.0,0.0,-0.001,0
245149557,-0.0312364,0.19545776,-0.0006440282,0.0,0.0,-0.001,0
245152161,-0.0311743,0.19548687,-0.00055879354,0.0,0.0,-0.001,0
245162172,-0.031022578,0.1954675,-0.0010061264,0.0,0.0,-0.001,0
245167345,-0.030832533,0.19529216,-0.0003555417,0.0,0.0,-0.001,0
245172264,-0.030731922,0.1951898,-0.00068962574,0.0,0.0,-0.001,0
245182286,-0.0308719,0.19479531,-0.000988245,0.0,0.0,-0.001,0
245187536,-0.03091937,0.19433618,-0.00046759844,0.0,0.0,-0.001,0
245192426,-0.030919304,0.19396618,-0.0005146861,0.0,0.0,-0.001,0
245202582,-0.031019105,0.1930797,-0.000744164,0.0,0.0,-0.001,0
245207802,-0.031259723,0.1925808,-0.00015437603,0.0,0.0,-0.001,0
245217626,-0.031342637,0.19197553,4.4107437e-05,0.0,0.0,-0.001,0
245219311,-0.031627446,0.19152477,-0.00023424625,0.0,0.0,-0.001,0
245227747,-0.03247042,0.19051366,-0.00018507242,0.0,0.0,-0.001,0
245237861,-0.033021737,0.18936975,0.00042289495,0.0,0.0,-0.001,0
245243078,-0.033121437,0.18879613,5.364418e-05,0.0,0.0,-0.001,0
245247954,-0.033287413,0.18816875,0.00011354685,0.0,0.0,-0.001,0
245253178,-0.033500746,0.18775034,-8.34465e-05,0.0,0.0,-0.001,0
245258075,-0.033744894,0.18738268,8.165836e-05,0.0,0.0,-0.001,0
245263295,-0.03395152,0.18709865,7.748604e-06,0.0,0.0,-0.001,0
245268273,-0.03412615,0.18689317,0.00060498714,0.0,0.0,-0.001,0
245278083,-0.034058742,0.18647176,0.00011920929,0.0,0.0,-0.001,0
245288330,-0.034436457,0.18615402,-0.00070154667,0.0,0.0,-0.001,0
245293519,-0.034490827,0.18609098,-0.00012546778,0.0,0.0,-0.001,0
245302304,-0.03456428,0.18605806,0.00010460615,0.0,0.0,-0.001,0
245304758,-0.03439098,0.18603641,0.00019937754,0.0,0.0,-0.001,0
245313625,-0.03421764,0.18618393,0.00038415194,0.0,0.0,-0.001,0
245315557,-0.03436909,0.18649456,-0.0010207295,0.0,0.0,-0.001,0
245320025,-0.034261264,0.18676072,-0.0010702014,0.0,0.0,-0.001,0
245325300,-0.03408609,0.18696935,-0.00013291836,0.0,0.0,-0.001,0
245336805,-0.033480976,0.18737051,-0.000513196,0.0,0.0,-0.001,0
245340384,-0.033299655,0.1875771,-0.0009059906,0.0,0.0,-0.001,0
245345490,-0.0329673,0.1878668,-0.00030696392,0.0,0.0,-0.001,0
245348976,-0.032897294,0.1881367,-0.00048160553,0.0,0.0,-0.001,0
245354114,-0.03277439,0.18861976,-0.00043839216,0.0,0.0,-0.001,0
245365097,-0.03258759,0.18923327,9.268522e-05,0.0,0.0,-0.001,0
245376234,-0.03260726,0.18978146,-0.0009486079,0.0,0.0,-0.001,0
245380609,-0.032566905,0.18991145,-0.00095814466,0.0,0.0,-0.001,0
245389742,-0.032390013,0.18989804,0.00041663647,0.0,0.0,-0.001,0
245395879,-0.032127947,0.18998113,0.0004541874,0.0,0.0,-0.001,0
245400944,-0.032226276,0.19006567,-0.00054627657,0.0,0.0,-0.001,0
245410981,-0.03222538,0.19020209,-0.00043809414,0.0,0.0,-0.001,0
245414963,-0.0322586,0.19027475,5.1558018e-05,0.0,0.0,-0.001,0
245427002,-0.032169178,0.19023257,0.00012099743,0.0,0.0,-0.001,0
245431355,-0.032317832,0.19016817,-4.3809414e-05,0.0,0.0,-0.001,0
245436424,-0.032504357,0.19009598,-0.00017851591,0.0,0.0,-0.001,0
245445014,-0.03283184,0.18987909,0.00016868114,0.0,0.0,-0.001,0
245455018,-0.033296645,0.18968412,0.00037014484,0.0,0.0,-0.001,0
245460288,-0.033562586,0.18953176,2.3841858e-05,0.0,0.0,-0.001,0
245468998,-0.033593506,0.18940228,0.0002449751,0.0,0.0,-0.001,0
245475407,-0.03382219,0.18915676,0.00013947487,0.0,0.0,-0.001,0
245480366,-0.033931583,0.18902135,0.0004017353,0.0,0.0,-0.001,0
245485639,-0.03399046,0.18887642,-3.963709e-05,0.0,0.0,-0.001,0
245497408,-0.033979222,0.18881005,-0.00014722347,0.0,0.0,-0.001,0
245501981,-0.03388963,0.18880248,-9.4771385e-05,0.0,0.0,-0.001,0
245507085,-0.033701017,0.18883106,-0.00027269125,0.0,0.0,-0.001,0
245519074,-0.03313481,0.189033,-0.00023782253,0.0,0.0,-0.001,0
245523322,-0.03293097,0.18917891,-0.00030100346,0.0,0.0,-0.001,0
245532413,-0.03255982,0.18942058,-0.00057935715,0.0,0.0,-0.001,0
245545301,-0.031904586,0.1898293,-0.0005543232,0.0,0.0,-0.001,0
245554996,-0.031642362,0.18994185,-0.000860095,0.0,0.0,-0.001,0
245556835,-0.031288758,0.19012718,-0.00057816505,0.0,0.0,-0.001,0
245561311,-0.031179283,0.19023028,-0.0009408593,0.0,0.0,-0.001,0
245566488,-0.031073755,0.1903573,-0.00053584576,0.0,0.0,-0.001,0
245577291,-0.03100819,0.19048095,-0.0005981326,0.0,0.0,-0.001,0
245581501,-0.031021042,0.19056451,-0.00079780817,0.0,0.0,-0.001,0
245591722,-0.031270795,0.19036278,-0.0008586049,0.0,0.0,-0.001,0
245600538,-0.031339556,0.19045098,-0.0005507469,0.0,0.0,-0.001,0
