timestamp,timestamp_sample,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,valid
250167469,250167252,0.5452904,0.00043779923,-0.1843913,4.6962485,0.00080442824,4.5121,0
250181277,250181011,0.54573965,0.0004231916,-0.2539357,4.667874,0.0015349205,4.48239,0
250257153,250256913,0.5479315,0.00034293122,-0.33944532,4.4665318,0.0028663336,4.3215446,0
250366972,250366720,0.55029804,0.0002683452,-0.20008385,4.219473,0.0010542008,4.097873,0
250458100,250457842,0.5509278,0.00022409753,0.6070893,4.000036,0.010237615,3.9233816,0
250560720,250560402,0.55046564,0.00019909993,-0.45571828,3.8135688,0.0060508833,3.7352905,0
250661358,250661128,0.5536425,0.00017374377,-0.08616227,3.625777,0.00022750485,3.559104,0
250762647,250762367,0.55431056,0.00015197317,-0.045252442,3.4496534,6.5957785e-05,3.387841,0
250863674,250863433,0.55453646,0.00013363891,0.08258814,3.282887,0.00023085378,3.226215,0
250964380,250964117,0.5547385,0.000118278345,-0.16778177,3.11839,0.0010030362,3.0726566,0
251067042,251066814,0.5543598,0.000106487445,0.17536792,2.965553,0.0011522643,2.9229033,0
251164316,251164061,0.5555419,9.569415e-05,0.13600308,2.8399909,0.00072366575,2.7924159,0
251269010,251268756,0.5545539,8.6930086e-05,0.112222195,2.6931617,0.0005195802,2.6577694,0
251367767,251367554,0.5549181,8.0145204e-05,-0.0111934915,2.5633833,5.4309407e-06,2.532758,0
251465935,251465713,0.5550197,7.405499e-05,0.007908687,2.4578097,2.8276004e-06,2.414637,0
251559966,251559690,0.5554064,6.735079e-05,-0.15400806,2.3452454,0.0011237147,2.3055737,0
251660413,251660179,0.55580217,6.201123e-05,0.26805207,2.2254577,0.0035873726,2.1955347,0
251765349,251765209,0.55574465,5.983616e-05,11.105542,4.4612455,3.0717149,5.2509108,0
251862766,251862665,0.55574465,5.985214e-05,11.047872,9.166984,1.479409,9.53924,0
251960486,251960345,0.55574465,6.113628e-05,10.039956,12.022881,0.9315638,12.271661,0
252065098,252064976,0.55574465,6.11529e-05,9.98613,13.960845,0.7936704,14.219546,0
252154313,252154212,0.55574465,6.116671e-05,9.738043,15.388027,0.68472767,15.451086,0
252267246,252267124,0.55574465,6.1187406e-05,9.823453,16.415564,0.6531758,16.495495,0
252365559,252365420,0.55574465,6.120084e-05,9.471824,16.938122,0.5885176,16.963057,0
252468121,252467984,0.55574465,6.122091e-05,9.767021,17.253214,0.6143441,17.274937,0
252566617,252566482,0.55574465,6.123633e-05,9.191254,17.30911,0.5422908,17.284061,0
252663734,252663617,0.55574465,6.12542e-05,9.808869,17.210003,0.6211757,17.187168,0
252761480,252761328,0.55574465,6.126905e-05,10.181116,16.97035,0.67866814,16.955603,0
252860824,252860705,0.55574465,6.128421e-05,9.806098,16.674881,0.64074796,16.652407,0
252964600,252964499,0.55574465,6.130296e-05,9.81373,16.294998,0.65670663,16.267353,0
253058213,253058109,0.55574465,6.131827e-05,9.374885,15.891409,0.61450714,15.8396225,0
253164737,253164422,0.55574465,6.1336286e-05,9.792092,15.370908,0.6931209,15.317458,0
253266485,253266358,0.55574465,6.1355546e-05,9.962275,14.818223,0.7441806,14.786325,0
253358408,253358310,0.55574465,6.136921e-05,9.894457,14.331684,0.75900424,14.304644,0
253469576,253469485,0.55574465,6.138472e-05,9.601856,13.773078,0.74376696,13.714975,0
253564634,253564495,0.55574465,6.140164e-05,9.833078,13.307184,0.8073286,13.201889,0
253662964,253662543,0.55574465,6.1419625e-05,9.8767185,12.757044,0.8496358,12.678511,0
253766583,253766490,0.55574465,6.143623e-05,9.7977705,12.175665,0.8760307,12.122847,0
253861424,253861311,0.55574465,6.145046e-05,10.177996,11.667958,0.98647743,11.625626,0
253956369,253956239,0.55574465,6.1465966e-05,9.70997,11.195845,0.9356996,11.137907,0
254062108,254062019,0.55574465,6.618958e-05,9.340258,10.663441,0.90902925,10.612354,1
254161094,254160961,0.55574465,7.8638004e-05,9.853354,10.221049,1.055432,10.13645,1
254260880,254260747,0.55574465,9.339544e-05,9.961027,9.725431,1.1335922,9.680487,1
254370390,254370272,0.55574465,0.0001126022,10.226736,9.253972,1.2557505,9.1974945,1
254463001,254462880,0.55574465,0.00012702649,9.648777,8.846696,1.1692865,8.802256,1
254560079,254559955,0.55574465,0.00014145517,9.637726,8.44225,1.2224987,8.3997,1
254669001,254668852,0.55574465,0.00015702362,9.630882,8.011442,1.2864085,7.970818,1
254767606,254767398,0.55574465,0.00017479956,9.734851,7.6199965,1.3818512,7.596182,1
254857293,254857169,0.55574465,0.00018899205,9.882059,7.2931,1.4877851,7.2704077,1
254961928,254961816,0.55574465,0.00020671151,9.878456,6.950973,1.5598758,6.911138,1
255067679,255067554,0.55574465,0.00022490791,9.625074,6.595639,1.5606618,6.563748,1
255165334,255165191,0.55574465,0.00024558557,9.809287,6.321139,1.6913638,6.259404,1
255268700,255268565,0.55574465,0.0002637668,9.742698,6.0066786,1.7558262,5.9509706,1
255364928,255364794,0.55574465,0.00027782266,9.883932,5.714992,1.8993341,5.6755605,1
