timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,gear_switch,transition_switch,photo_switch,video_switch,engage_main_motor_switch
244598659,244594391,2,4,1,0,0,0,3,0,0,0,0,0
245600466,245596190,2,4,1,0,0,0,3,0,0,0,0,0
246606810,246597131,2,4,1,0,0,0,3,0,0,0,0,0
247607800,247603644,2,4,1,0,0,0,3,0,0,0,0,0
248611390,248602327,2,4,1,0,0,0,3,0,0,0,0,0
249616107,249606969,2,4,1,0,0,0,3,0,0,0,0,0
250618405,250609306,2,4,1,0,0,0,3,0,0,0,0,0
251622927,251618156,2,4,1,0,0,0,3,0,0,0,0,0
251700347,251691482,3,6,1,0,0,0,3,0,0,0,0,0
252702971,252698612,3,6,1,0,0,0,3,0,0,0,0,0
253702981,253698693,3,6,1,0,0,0,3,0,0,0,0,0
254703405,254699080,3,6,1,0,0,0,3,0,0,0,0,0
255705405,255701028,3,6,1,0,0,0,3,0,0,0,0,0
256709135,256704493,3,6,1,0,0,0,3,0,0,0,0,0
257710094,257705802,3,6,1,0,0,0,3,0,0,0,0,0
258717055,258708016,3,6,1,0,0,0,3,0,0,0,0,0
259720717,259716461,3,6,1,0,0,0,3,0,0,0,0,0
260721935,260712669,3,6,1,0,0,0,3,0,0,0,0,0
261730707,261721773,3,6,1,0,0,0,3,0,0,0,0,0
262736423,262727498,3,6,1,0,0,0,3,0,0,0,0,0
263741310,263732153,3,6,1,0,0,0,3,0,0,0,0,0
264748519,264739215,3,6,1,0,0,0,3,0,0,0,0,0
265757240,265743276,3,6,1,0,0,0,3,0,0,0,0,0
266760914,266756578,3,6,1,0,0,0,3,0,0,0,0,0
267764302,267759827,3,6,1,0,0,0,3,0,0,0,0,0
268770217,268761030,3,6,1,0,0,0,3,0,0,0,0,0
269776750,269767786,3,6,1,0,0,0,3,0,0,0,0,0
270776793,270767599,3,6,1,0,0,0,3,0,0,0,0,0
271780888,271776361,3,6,1,0,0,0,3,0,0,0,0,0
272781028,272776462,3,6,1,0,0,0,3,0,0,0,0,0
273784500,273780187,3,6,1,0,0,0,3,0,0,0,0,0
274785275,274780724,3,6,1,0,0,0,3,0,0,0,0,0
275791721,275777810,3,6,1,0,0,0,3,0,0,0,0,0
276791974,276787390,3,6,1,0,0,0,3,0,0,0,0,0
277793638,277789260,3,6,1,0,0,0,3,0,0,0,0,0
278795275,278790998,3,6,1,0,0,0,3,0,0,0,0,0
279797088,279792758,3,6,1,0,0,0,3,0,0,0,0,0
280797101,280792780,3,6,1,0,0,0,3,0,0,0,0,0
281797526,281788532,3,6,1,0,0,0,3,0,0,0,0,0
282800926,282792058,3,6,1,0,0,0,3,0,0,0,0,0
283809576,283800357,3,6,1,0,0,0,3,0,0,0,0,0
284810918,284806654,3,6,1,0,0,0,3,0,0,0,0,0
285812817,285798948,3,6,1,0,0,0,3,0,0,0,0,0
286815994,286811759,3,6,1,0,0,0,3,0,0,0,0,0
287817421,287808139,3,6,1,0,0,0,3,0,0,0,0,0
288819717,288815348,3,6,1,0,0,0,3,0,0,0,0,0
289821038,289816765,3,6,1,0,0,0,3,0,0,0,0,0
290824873,290820490,3,6,1,0,0,0,3,0,0,0,0,0
291827263,291822726,3,6,1,0,0,0,3,0,0,0,0,0
292832849,292823447,3,6,1,0,0,0,3,0,0,0,0,0
293037954,293033614,4,4,1,0,0,0,3,0,0,0,0,0
294041748,294037402,4,4,1,0,0,0,3,0,0,0,0,0
294906523,294902331,5,4,3,0,0,0,3,0,0,0,0,0
295909446,295905191,5,4,3,0,0,0,3,0,0,0,0,0
296695320,296690699,6,4,1,0,0,0,3,0,0,0,0,0
297250445,297241270,7,4,3,0,0,0,3,0,0,0,0,0
298255333,298245752,7,4,3,0,0,0,3,0,0,0,0,0
