timestamp,timestamp_sample,control_mode_flags,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,gps_check_fail_flags,innovation_check_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
248637798,248595497,1077379,0.00010450671,0.0068509053,0.0030354036,0,0.004876452,0.0034066308,0.005225448,nan,0.017659785,0.039753243,0.0,0.0,0.0,0.401914,2490378,2490378,0,0,0,0,831,2,1,4,3,1,0,0,0,0,0,0,0
248841193,248782390,1077379,7.045328e-05,0.0074604666,0.004257368,0,0.005063342,0.0035414663,0.016119784,nan,0.030885797,0.0071739517,0.0,0.0,0.0,0.401914,2490378,2490378,0,0,0,0,831,2,1,4,3,1,0,0,0,0,0,0,0
249045810,249003428,1077379,0.0001299002,0.0041920766,0.0024672144,0,0.005153168,0.0036055269,0.0033614952,nan,0.023973923,0.06618208,0.0,0.0,0.0,0.401914,2490378,2490378,0,0,0,0,831,2,1,4,3,1,0,0,0,0,0,0,0
249240556,249186615,1077379,4.050891e-05,0.005870079,0.0016019243,0,0.005078996,0.0035587628,0.0038043556,nan,0.0037927497,0.052650012,0.0,0.0,0.0,0.401914,2490378,2490378,0,0,0,0,831,2,1,4,3,1,0,0,0,0,0,0,0
249441352,249390036,1077379,0.00019085432,0.009060608,0.0022614028,0,0.005028202,0.0035237446,0.004410984,nan,0.027337838,0.044768043,0.0,0.0,0.0,0.401914,2490378,2490378,0,0,0,0,831,2,1,4,3,1,0,0,0,0,0,0,0
249644634,249597289,1077379,9.5595984e-05,0.0060823536,0.0023692802,0,0.004773054,0.0033402184,0.006467534,nan,0.0191055,0.031991865,0.0,0.0,0.0,0.401914,2490378,2490378,0,0,0,0,831,2,1,4,3,1,0,0,0,0,0,0,0
249841488,249798026,1077379,5.5648707e-05,0.0033791696,0.0010859518,0,0.0053958967,0.003758801,0.0037402944,nan,0.009360339,0.02566858,0.0,0.0,0.0,0.401914,2490378,2490378,0,0,0,0,831,2,1,4,3,1,0,0,0,0,0,0,0
250041160,249998960,1077379,0.00010950384,0.00403256,0.0013451214,0,0.0050052274,0.0034978304,0.0012663167,nan,0.016683852,0.027680738,0.0,0.0,0.0,0.401914,2490378,2490378,0,0,0,0,831,2,1,4,3,1,0,0,0,0,0,0,0
250246015,250199785,1077379,1.2050163e-05,0.00315727,0.0013507362,0,0.004971857,0.0034737857,0.004230195,nan,0.0034581756,0.024885694,0.0,0.0,0.0,0.401914,2490378,2490378,0,0,0,0,831,2,1,4,3,1,0,0,0,0,0,0,0
250437973,250390583,1077379,5.032628e-05,0.0012235211,0.00074308517,0,0.0052782185,0.0036821752,0.0027922953,nan,0.008710198,0.027052268,0.0,0.0,0.0,0.401914,2490378,2490378,0,0,0,0,831,2,1,4,3,1,0,0,0,0,0,0,0
250641469,250599010,1077379,2.6969523e-05,0.001359537,0.00061223336,0,0.0050003296,0.0034935707,0.00048189933,nan,0.0032534143,0.023572719,0.0,0.0,0.0,0.401914,2490378,2490378,0,0,0,0,831,2,1,4,3,1,0,0,0,0,0,0,0
250833756,250791044,1077379,3.2345055e-05,0.0021461183,0.001309387,0,0.004937635,0.0034610995,0.0036784105,nan,0.0066241357,0.007918374,0.0,0.0,0.0,0.401914,2490378,2490378,0,0,0,0,831,2,1,4,3,1,0,0,0,0,0,0,0
251047099,250994417,1077379,0.00013552922,0.0052499343,0.0016968555,0,0.004771794,0.0033504432,0.0011780208,nan,0.02199252,0.031139396,0.0,0.0,0.0,0.401914,2490378,2490378,0,0,0,0,831,2,1,4,3,1,0,0,0,0,0,0,0
251237424,251186524,1077379,0.0001657932,0.009106301,0.0033413067,0,0.0051811305,0.003621219,0.0052866787,nan,0.04512032,0.071017995,0.0,0.0,0.0,0.401914,2490378,2490378,0,0,0,0,831,2,1,4,3,1,0,0,0,0,0,0,0
251441034,251386959,1077379,0.00035284413,0.013407014,0.0053751715,0,0.005101534,0.0035552864,0.0025001862,nan,0.039667763,0.038715385,0.0,0.0,0.0,0.401914,2490378,2490378,0,0,0,0,831,2,1,4,3,1,0,0,0,0,0,0,0
251639330,251597036,1077379,0.00015058467,0.012450015,0.00588071,0,0.00501832,0.0035004423,0.0075942446,nan,0.01833207,0.0050909123,0.0,0.0,0.0,0.401914,2490378,2490378,0,0,0,0,831,2,1,4,3,1,0,0,0,0,0,0,0
