timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,current_average_a,discharged_mah,remaining,scale,time_remaining_s,temperature,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],voltage_cell_v[4],voltage_cell_v[5],voltage_cell_v[6],voltage_cell_v[7],voltage_cell_v[8],voltage_cell_v[9],voltage_cell_v[10],voltage_cell_v[11],voltage_cell_v[12],voltage_cell_v[13],max_cell_voltage_delta,custom_faults,average_power,available_energy,full_charge_capacity_wh,remaining_capacity_wh,design_capacity,nominal_voltage,capacity,cycle_count,average_time_to_empty,serial_number,manufacture_date,state_of_health,max_error,interface_error,faults,average_time_to_full,over_discharge_count,connected,cell_count,source,priority,id,is_powering_off,is_required,warning,mode
244560545,16.728,16.728975,0.104,0.11149645,15.0,7.9334707,0.9879174,1.0041653,1114.3708,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4700,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0
244664952,16.730001,16.72935,0.08800001,0.1238904,15.0,7.9360228,0.98791677,1.0041339,1116.5858,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4700,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0
244775339,16.729,16.729317,0.120000005,0.123242006,14.970236,7.9397025,0.9879159,1.0041363,1118.7999,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4700,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0
244980252,16.715,16.706917,0.58400005,0.6494027,14.914031,8.002671,0.9879022,1.0051026,1122.9308,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4700,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0
245187613,16.576,16.639688,4.552,3.6585674,14.856564,8.144623,0.9878715,1.0069773,1126.6372,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4700,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0
245393134,16.511002,16.517988,5.8,5.603688,14.815357,8.438322,0.98780656,1.0129493,1129.5045,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4700,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0
245602177,16.7,16.684061,0.6,0.5389014,14.768849,8.470551,0.9877985,1.0065589,1133.847,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4700,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0
245810400,16.696001,16.696554,0.44000003,0.502325,14.712026,8.496,0.98779255,1.0058326,1138.244,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4700,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0
246013659,16.704,16.700819,0.37600002,0.47834414,14.655349,8.522395,0.98778653,1.0055931,1142.6487,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4700,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0
246216289,16.710001,16.706825,0.432,0.36585552,14.598531,8.546932,0.98778087,1.0053128,1147.0804,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4700,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0
246423397,16.709002,16.708775,0.37600002,0.3367546,14.541923,8.568566,0.9877758,1.0052165,1151.5483,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4700,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0
246633390,16.708,16.70781,0.296,0.3440842,14.485254,8.585601,0.9877718,1.0052693,1156.0612,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4700,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0
246838854,16.696001,16.710272,1.4560001,0.5437944,14.428493,8.632838,0.98776144,1.0049772,1160.41,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4700,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0
247043877,16.552,16.590654,4.024,4.1789904,14.377316,8.795918,0.9877257,1.0095667,1164.0819,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4700,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0
247148762,16.454,16.517162,7.168,6.410097,14.356651,9.004772,0.9876799,1.012409,1165.1926,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4700,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0
247356700,16.391,16.367104,7.5200005,8.764216,14.334066,9.515594,0.9875651,1.0198956,1166.8336,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4700,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0
247559458,16.399,16.403465,8.096001,7.715126,14.307675,9.966344,0.9874628,1.0184258,1168.7686,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4700,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0
247766000,16.401001,16.406298,7.464,7.388486,14.281547,10.393191,0.98736584,1.0184929,1170.8931,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4700,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0
247973647,16.379002,16.3843,7.84,7.7912817,14.254886,10.842104,0.98726356,1.0195538,1172.8973,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4700,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0
248175635,16.354,16.369549,8.152,7.882367,14.229623,11.295227,0.9871596,1.0203996,1174.8021,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4700,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0
248384229,16.380001,16.383602,6.992,7.142659,14.204747,11.724927,0.98706067,1.0200788,1176.9313,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4700,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0
248591703,16.359001,16.364119,7.6080003,7.58922,14.176813,12.157745,0.9869606,1.0209545,1179.026,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4700,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0
248795303,16.374,16.367756,6.9760003,7.1452737,14.150969,12.57485,0.9868637,1.0210594,1181.1663,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4700,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0
