timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],reset_integral,fw_control_yaw_wheel
244647864,0.0,0.0,1.4903716,0.0,0.7349619,0.0,0.0,0.6781084,0.0,0.0,-0.001,0,0
244669549,0.0,0.0,1.4903746,0.0,0.7349609,0.0,0.0,0.67810947,0.0,0.0,-0.001,0,0
244684365,0.0,0.0,1.4904343,0.0,0.73494065,0.0,0.0,0.67813146,0.0,0.0,-0.001,0,0
244694597,0.0,0.0,1.4902753,0.0,0.7349946,0.0,0.0,0.678073,0.0,0.0,-0.001,0,0
244709635,0.0,0.0,1.4902161,0.0,0.7350146,0.0,0.0,0.67805123,0.0,0.0,-0.001,0,0
244713548,0.0,0.0,1.4903704,0.0,0.7349623,0.0,0.0,0.678108,0.0,0.0,-0.001,0,0
244718245,0.0,0.0,1.4904525,0.0,0.7349345,0.0,0.0,0.6781381,0.0,0.0,-0.001,0,0
244732775,0.0,0.0,1.4903113,0.0,0.7349824,0.0,0.0,0.6780862,0.0,0.0,-0.001,0,0
244741019,0.0,0.0,1.4903306,0.0,0.7349759,0.0,0.0,0.67809325,0.0,0.0,-0.001,0,0
244752917,0.0,0.0,1.4904325,0.0,0.73494124,0.0,0.0,0.6781308,0.0,0.0,-0.001,0,0
244757432,0.0,0.0,1.490372,0.0,0.7349618,0.0,0.0,0.6781085,0.0,0.0,-0.001,0,0
244767943,0.0,0.0,1.4903867,0.0,0.7349568,0.0,0.0,0.67811394,0.0,0.0,-0.001,0,0
244783444,0.0,0.0,1.490455,0.0,0.7349336,0.0,0.0,0.67813903,0.0,0.0,-0.001,0,0
244789449,0.0,0.0,1.4903021,0.0,0.73498553,0.0,0.0,0.6780828,0.0,0.0,-0.001,0,0
244804700,0.0,0.0,1.4900445,0.0,0.73507285,0.0,0.0,0.6779882,0.0,0.0,-0.001,0,0
244813231,0.0,0.0,1.4899955,0.0,0.7350895,0.0,0.0,0.6779701,0.0,0.0,-0.001,0,0
244823435,0.0,0.0,1.4900023,0.0,0.7350871,0.0,0.0,0.6779727,0.0,0.0,-0.001,0,0
244838406,0.0,0.0,1.4900241,0.0,0.7350797,0.0,0.0,0.6779808,0.0,0.0,-0.001,0,0
244850314,0.0,0.0,1.4897772,0.0,0.7351634,0.0,0.0,0.67788994,0.0,0.0,-0.001,0,0
244862501,0.0,0.0,1.4901174,0.0,0.7350481,0.0,0.0,0.67801493,0.0,0.0,-0.001,0,0
244873119,0.0,0.0,1.4904158,0.0,0.73494697,0.0,0.0,0.6781246,0.0,0.0,-0.001,0,0
244886514,0.0,0.0,1.4906806,0.0,0.73485714,0.0,0.0,0.67822194,0.0,0.0,-0.001,0,0
244900745,0.0,0.0,1.4911613,0.0,0.7346941,0.0,0.0,0.67839855,0.0,0.0,-0.001,0,0
244906953,0.0,0.0,1.4916388,0.0,0.7345321,0.0,0.0,0.6785739,0.0,0.0,-0.001,0,0
244920962,0.0,0.0,1.4917873,0.0,0.73448175,0.0,0.0,0.67862844,0.0,0.0,-0.001,0,0
244927129,0.0,0.0,1.4919283,0.0,0.7344339,0.0,0.0,0.67868024,0.0,0.0,-0.001,0,0
244937502,0.0,0.0,1.4920828,0.0,0.73438144,0.0,0.0,0.678737,0.0,0.0,-0.001,0,0
244957616,0.0,0.0,1.4922212,0.0,0.73433447,0.0,0.0,0.6787878,0.0,0.0,-0.001,0,0
244963775,0.0,0.0,1.4922734,0.0,0.73431677,0.0,0.0,0.67880696,0.0,0.0,-0.001,0,0
244978737,0.0,0.0,1.492184,0.0,0.7343471,0.0,0.0,0.6787741,0.0,0.0,-0.001,0,0
244985542,0.0,0.0,1.4919791,0.0,0.73441666,0.0,0.0,0.6786989,0.0,0.0,-0.001,0,0
244995325,0.0,0.0,1.4917005,0.0,0.7345112,0.0,0.0,0.67859656,0.0,0.0,-0.001,0,0
245005100,0.0,0.0,1.4913737,0.0,0.7346221,0.0,0.0,0.6784765,0.0,0.0,-0.001,0,0
245015741,0.0,0.0,1.4911612,0.0,0.7346941,0.0,0.0,0.67839855,0.0,0.0,-0.001,0,0
245030619,0.0,0.0,1.4912702,0.0,0.73465717,0.0,0.0,0.67843854,0.0,0.0,-0.001,0,0
245036757,0.0,0.0,1.4913692,0.0,0.73462355,0.0,0.0,0.67847496,0.0,0.0,-0.001,0,0
245047350,0.0,0.0,1.491337,0.0,0.7346345,0.0,0.0,0.67846304,0.0,0.0,-0.001,0,0
245057329,0.0,0.0,1.4912779,0.0,0.73465455,0.0,0.0,0.67844135,0.0,0.0,-0.001,0,0
245067482,0.0,0.0,1.4911294,0.0,0.7347049,0.0,0.0,0.6783868,0.0,0.0,-0.001,0,0
245077727,0.0,0.0,1.4909747,0.0,0.7347574,0.0,0.0,0.67833,0.0,0.0,-0.001,0,0
245088596,0.0,0.0,1.4906889,0.0,0.73485434,0.0,0.0,0.6782249,0.0,0.0,-0.001,0,0
245103011,0.0,0.0,1.4904579,0.0,0.73493266,0.0,0.0,0.6781401,0.0,0.0,-0.001,0,0
245110048,0.0,0.0,1.4902083,0.0,0.7350173,0.0,0.0,0.6780483,0.0,0.0,-0.001,0,0
245125498,0.0,0.0,1.4898964,0.0,0.73512304,0.0,0.0,0.6779338,0.0,0.0,-0.001,0,0
245135329,0.0,0.0,1.4899182,0.0,0.7351156,0.0,0.0,0.6779418,0.0,0.0,-0.001,0,0
245151000,0.0,0.0,1.4901181,0.0,0.7350479,0.0,0.0,0.67801523,0.0,0.0,-0.001,0,0
245163572,0.0,0.0,1.4905002,0.0,0.7349183,0.0,0.0,0.67815566,0.0,0.0,-0.001,0,0
245173655,0.0,0.0,1.4907252,0.0,0.734842,0.0,0.0,0.67823833,0.0,0.0,-0.001,0,0
245183725,0.0,0.0,1.4910992,0.0,0.73471516,0.0,0.0,0.6783757,0.0,0.0,-0.001,0,0
245193564,0.0,0.0,1.4912366,0.0,0.7346686,0.0,0.0,0.67842615,0.0,0.0,-0.001,0,0
245203864,0.0,0.0,1.4914887,0.0,0.7345831,0.0,0.0,0.6785188,0.0,0.0,-0.001,0,0
245218606,0.0,0.0,1.4913462,0.0,0.7346314,0.0,0.0,0.6784665,0.0,0.0,-0.001,0,0
245228905,0.0,0.0,1.4913152,0.0,0.7346419,0.0,0.0,0.67845505,0.0,0.0,-0.001,0,0
245239278,0.0,0.0,1.4909787,0.0,0.73475605,0.0,0.0,0.67833143,0.0,0.0,-0.001,0,0
245249186,0.0,0.0,1.4907967,0.0,0.7348178,0.0,0.0,0.67826456,0.0,0.0,-0.001,0,0
245259102,0.0,0.0,1.4906292,0.0,0.73487455,0.0,0.0,0.67820305,0.0,0.0,-0.001,0,0
245269596,0.0,0.0,1.4901991,0.0,0.7350204,0.0,0.0,0.678045,0.0,0.0,-0.001,0,0
245279290,0.0,0.0,1.4900123,0.0,0.73508376,0.0,0.0,0.6779764,0.0,0.0,-0.001,0,0
245289734,0.0,0.0,1.490235,0.0,0.73500824,0.0,0.0,0.6780582,0.0,0.0,-0.001,0,0
245303597,0.0,0.0,1.4900539,0.0,0.73506963,0.0,0.0,0.6779916,0.0,0.0,-0.001,0,0
245314610,0.0,0.0,1.4897344,0.0,0.73517793,0.0,0.0,0.67787427,0.0,0.0,-0.001,0,0
245321135,0.0,0.0,1.490142,0.0,0.7350398,0.0,0.0,0.67802405,0.0,0.0,-0.001,0,0
245336227,0.0,0.0,1.490093,0.0,0.7350564,0.0,0.0,0.678006,0.0,0.0,-0.001,0,0
245341597,0.0,0.0,1.4904212,0.0,0.7349451,0.0,0.0,0.67812663,0.0,0.0,-0.001,0,0
245350383,0.0,0.0,1.4905384,0.0,0.73490536,0.0,0.0,0.67816967,0.0,0.0,-0.001,0,0
245364140,0.0,0.0,1.4906132,0.0,0.73488,0.0,0.0,0.6781972,0.0,0.0,-0.001,0,0
245375633,0.0,0.0,1.4904147,0.0,0.7349473,0.0,0.0,0.6781242,0.0,0.0,-0.001,0,0
245381653,0.0,0.0,1.4907699,0.0,0.73482686,0.0,0.0,0.6782547,0.0,0.0,-0.001,0,0
245397312,0.0,0.0,1.4904205,0.0,0.73494536,0.0,0.0,0.6781264,0.0,0.0,-0.001,0,0
245412069,0.0,0.0,1.4905171,0.0,0.7349126,0.0,0.0,0.67816186,0.0,0.0,-0.001,0,0
245426294,0.0,0.0,1.4902166,0.0,0.73501444,0.0,0.0,0.67805153,0.0,0.0,-0.001,0,0
245432663,0.0,0.0,1.4901158,0.0,0.73504865,0.0,0.0,0.6780144,0.0,0.0,-0.001,0,0
245446248,0.0,0.0,1.4899067,0.0,0.7351195,0.0,0.0,0.67793757,0.0,0.0,-0.001,0,0
245456409,0.0,0.0,1.4895957,0.0,0.73522496,0.0,0.0,0.6778232,0.0,0.0,-0.001,0,0
245470185,0.0,0.0,1.4893461,0.0,0.7353095,0.0,0.0,0.6777315,0.0,0.0,-0.001,0,0
245481348,0.0,0.0,1.4890169,0.0,0.73542106,0.0,0.0,0.6776105,0.0,0.0,-0.001,0,0
245496800,0.0,0.0,1.4888601,0.0,0.73547417,0.0,0.0,0.67755276,0.0,0.0,-0.001,0,0
245503269,0.0,0.0,1.4887792,0.0,0.7355016,0.0,0.0,0.677523,0.0,0.0,-0.001,0,0
245518462,0.0,0.0,1.4887414,0.0,0.7355144,0.0,0.0,0.67750907,0.0,0.0,-0.001,0,0
245524452,0.0,0.0,1.4887675,0.0,0.7355056,0.0,0.0,0.67751867,0.0,0.0,-0.001,0,0
245542505,0.0,0.0,1.4891076,0.0,0.73539037,0.0,0.0,0.6776438,0.0,0.0,-0.001,0,0
245556061,0.0,0.0,1.4894176,0.0,0.73528534,0.0,0.0,0.6777577,0.0,0.0,-0.001,0,0
245562461,0.0,0.0,1.4897692,0.0,0.73516613,0.0,0.0,0.677887,0.0,0.0,-0.001,0,0
245576692,0.0,0.0,1.4900494,0.0,0.7350712,0.0,0.0,0.67799,0.0,0.0,-0.001,0,0
245582414,0.0,0.0,1.4903302,0.0,0.734976,0.0,0.0,0.67809314,0.0,0.0,-0.001,0,0
245592996,0.0,0.0,1.4906405,0.0,0.73487073,0.0,0.0,0.6782073,0.0,0.0,-0.001,0,0
245606741,0.0,0.0,1.4908812,0.0,0.73478913,0.0,0.0,0.67829555,0.0,0.0,-0.001,0,0
245617099,0.0,0.0,1.4908494,0.0,0.7347999,0.0,0.0,0.67828393,0.0,0.0,-0.001,0,0
245630645,0.0,0.0,1.4907622,0.0,0.7348295,0.0,0.0,0.67825186,0.0,0.0,-0.001,0,0
245644901,0.0,0.0,1.4905033,0.0,0.7349173,0.0,0.0,0.6781568,0.0,0.0,-0.001,0,0
245650994,0.0,0.0,1.4902323,0.0,0.73500913,0.0,0.0,0.6780572,0.0,0.0,-0.001,0,0
245661020,0.0,0.0,1.4896709,0.0,0.7351995,0.0,0.0,0.6778508,0.0,0.0,-0.001,0,0
245675157,0.0,0.0,1.4889823,0.0,0.7354328,0.0,0.0,0.67759764,0.0,0.0,-0.001,0,0
245681239,0.0,0.0,1.4886632,0.0,0.73554087,0.0,0.0,0.6774804,0.0,0.0,-0.001,0,0
245692710,0.0,0.0,1.4886036,0.0,0.7355611,0.0,0.0,0.67745847,0.0,0.0,-0.001,0,0
