timestamp,lat,lon,alt,x,y,z,yaw,update_count,valid_alt,valid_hpos,valid_lpos,manual_home
110172606,0.0,0.0,0.0,0.0019748795,-0.13636944,-0.2079488,1.690341,2,0,0,1,0
115365358,0.0,0.0,0.0,0.0030159985,-0.13519348,-0.19230832,1.6886775,3,0,0,1,0
