timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_angle_clipping,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
110901842,110901738,6946858,6684714,-2.8454506e-05,3.092457e-05,-1.5012969e-05,-0.00058636017,0.0008580961,-0.08604273,10532,8727,0,0,2,1
111404361,111404271,6946858,6684714,-4.11473e-05,7.807992e-06,-4.5562524e-07,-0.00024679827,0.00065129413,-0.048596893,4559,4987,0,0,2,1
111902299,111902199,6946858,6684714,-2.5332653e-05,5.6903883e-07,3.23382e-05,-0.00043781384,0.00048077645,-0.049077798,6018,4986,0,0,2,1
112404828,112404731,6946858,6684714,3.231396e-06,9.672224e-06,-3.0772528e-05,-0.0012297138,0.00060744095,-0.04941558,6063,4987,0,0,2,1
112899744,112899650,6946858,6684714,1.6248802e-06,8.867329e-06,-2.7012933e-05,0.0003606391,0.0009782776,-0.04882413,5972,4986,0,0,2,1
113396233,113396118,6946858,6684714,2.0336342e-06,7.4115733e-06,1.9383582e-05,0.0006572451,0.0007574597,-0.048665266,4513,4990,0,0,2,1
113900206,113900109,6946858,6684714,-2.508781e-05,2.228984e-05,3.676074e-05,-0.00016046084,0.0009022933,-0.085336074,9027,8727,0,0,2,1
114399708,114399585,6946858,6684714,2.1715452e-05,1.1300885e-06,-2.1336386e-05,-0.0011151088,0.0009997968,-0.049152967,4513,4987,0,0,2,1
114905230,114905078,6946858,6684714,6.286903e-05,2.236979e-06,-3.2241136e-05,-0.0016710652,-0.001484457,-0.048845567,6017,4986,0,0,2,1
115400126,115398582,6946858,6684714,0.000113856666,-1.2983525e-05,-4.2636297e-05,-0.0063429424,-0.0034830768,-0.07394853,7522,7479,0,0,2,1
115905647,115905530,6946858,6684714,0.00015698292,-0.0001323346,-0.00013092032,-0.000630272,0.0022995519,-0.050541963,4513,4986,0,0,2,1
116400676,116400483,6946858,6684714,-8.996612e-05,-0.00042636044,-0.0006829951,-0.004103329,-0.004577632,-0.042784076,4513,4986,0,0,2,1
116901533,116901443,6946858,6684714,0.00026703344,0.00012885545,4.485918e-05,-0.00675855,0.0081093665,-0.045277152,4513,4985,0,0,2,1
117403988,117403898,6946858,6684714,-0.00017263883,0.00032015934,2.6059237e-05,0.0011526489,0.002307727,-0.04614621,4468,4984,0,0,2,1
117902048,117901835,6946858,6684714,0.00015361798,0.0014286168,-0.00012637972,0.0074214544,0.006220519,-0.052429948,4513,4983,0,0,2,1
118402968,118402781,6946858,6684714,-4.8966656e-05,-0.00018629723,3.674869e-05,0.0033148734,0.0037484246,-0.047708247,4513,4983,0,0,2,1
118903943,118903771,6946858,6684714,-4.9113904e-05,0.00020547371,-5.3626085e-05,0.007776407,-0.005535715,-0.049001023,4558,4983,0,0,2,1
119404832,119404670,6946858,6684714,7.6218803e-06,3.1099036e-05,0.00021802225,-0.00046370254,0.005861069,-0.04570857,4468,4983,0,0,2,1
119898346,119893578,6946858,6684714,7.646903e-05,-2.578207e-05,1.7940421e-05,0.001691158,0.007210392,-0.055899248,4468,4983,0,0,2,1
120400830,120400582,6946858,6684714,-7.656751e-05,-6.7242036e-05,0.00013252176,0.0034971854,-0.00035152872,-0.053417772,4559,4982,0,0,2,1
120904719,120904529,6946858,6684714,-0.0001102663,1.7607666e-05,-0.0002025572,0.011839761,-0.0018852133,-0.049350854,6062,4981,0,0,2,1
121399658,121399403,6946858,6684714,-2.9123012e-05,-5.745586e-05,-0.00015929235,0.0059935763,-0.0025958994,-0.044849955,4513,4981,0,0,2,1
121903601,121903347,6946858,6684714,0.00027336506,3.504609e-05,0.00020053692,-0.0012053663,-0.004318091,-0.042867754,5972,4981,0,0,2,1
122405980,122405784,6946858,6684714,4.157652e-05,4.193947e-05,-6.729565e-05,-0.00019558732,0.0048174104,-0.042918112,4467,4981,0,0,2,1
122905392,122900697,6946858,6684714,-6.40627e-05,-0.00012496287,-8.087457e-05,-0.002797434,-0.0023934369,-0.05073866,4513,4980,0,0,2,1
123397301,123395608,6946858,6684714,-6.4474516e-05,5.0328665e-05,-5.736248e-07,0.0005175323,0.00034847483,-0.054742765,4512,4981,0,0,2,1
123902719,123902552,6946858,6684714,0.00017409642,-1.167639e-06,0.00028345585,-0.0011306411,0.00030789868,-0.083842725,9025,8714,0,0,2,1
124400637,124400469,6946858,6684714,7.4609896e-05,-7.250849e-05,-2.4538838e-05,-0.0048992243,0.007731929,-0.047529586,4513,4980,0,0,2,1
124903078,124902896,6946858,6684714,5.0807463e-05,0.00014936102,-0.00017246944,-0.000512731,0.005579489,-0.049625516,4467,4979,0,0,2,1
125405528,125405321,6946858,6684714,-8.3489285e-05,0.00013417959,-0.00026697377,0.004741645,-0.0014609776,-0.048723664,6017,4979,0,0,2,1
125900404,125900223,6946858,6684714,4.654894e-05,4.3923e-05,0.00011453523,-0.0021789433,0.0059473095,-0.047419593,4513,4979,0,0,2,1
126405839,126405653,6946858,6684714,8.62754e-05,-6.7240006e-05,0.00052404584,0.0027727578,-0.00434605,-0.04895626,6017,4979,0,0,2,1
126903704,126899093,6946858,6684714,2.434246e-05,9.090068e-06,7.145321e-05,0.001631916,0.004820728,-0.053301673,4559,4978,0,0,2,1
127397213,127396953,6946858,6684714,0.00010715732,0.00011511319,-0.00024826595,0.0003358626,-0.0052039833,-0.04335081,4513,4977,0,0,2,1
127896530,127896361,6946858,6684714,4.5517347e-05,1.6045153e-05,-0.00010526718,0.0025685884,-0.002696639,-0.046483424,4467,4977,0,0,2,1
128398983,128398776,6946858,6684714,0.000121262245,0.00010096318,-0.00020543582,0.012022009,-0.0048658852,-0.04814185,4513,4977,0,0,2,1
128900383,128899731,6946858,6684714,-0.00062676315,-0.00058196223,0.00019245777,0.0095056305,-0.0033106247,-0.041364934,4558,4978,0,0,2,1
129403896,129403648,6946858,6684714,0.002062472,0.002468095,-0.00028099315,-0.0065188324,0.0015494905,-0.04691869,6063,4977,0,0,2,1
129906255,129901501,6946858,6684714,0.002273711,0.0023453266,0.00016734224,-0.0031290967,-0.00071245857,-0.046105172,4512,4977,0,0,2,1
130402682,130402407,6946858,6684714,0.0037114087,0.0021818148,-2.7642045e-05,0.012253037,0.00214938,-0.04431359,5971,4977,0,0,2,1
130900958,130900350,6946858,6684714,0.001774282,-0.0008195061,-0.00059754646,-0.0016787336,0.0022264738,-0.053218152,4558,4977,0,0,2,1
