timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],gyro_clipping[0],gyro_clipping[1],gyro_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,delta_angle_coning_metric,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
111330893,6946858,6684714,0,0,0,0,0,0,0,0,802.1173,664.6908,1604.2346,1994.0723,0.17290586,0.010490615,3.6890202e-10,-0.07268112,0.17787637,-10.096263,0.0028609957,-0.0003956696,-0.00056814123,0.31163633,0.19633463,0.13124245,0.0001793619,0.00015383979,0.00043850116,43.375,nan
112358119,6946858,6684714,0,0,0,0,0,0,0,0,802.11646,664.691,1604.2329,1994.0729,0.1773765,0.010921185,3.275087e-10,-0.10693103,0.17025019,-10.0984955,0.0026147398,-0.00015602347,-0.0003927489,0.6330628,0.22455896,0.15618251,0.00016301237,0.00022094471,0.00066133175,43.25,nan
113390222,6946858,6684714,0,0,0,0,0,0,0,0,802.11646,664.6913,1604.2329,1994.0737,0.18089233,0.009837529,2.2648121e-10,-0.09905313,0.17872994,-10.101937,0.0023155748,-0.0009352321,-0.0012953213,0.41223872,0.3037675,0.1357133,0.00023406486,0.00013750837,0.0004219326,43.25,nan
114313901,6946858,6684714,0,0,0,0,0,0,0,0,802.11896,664.6915,1604.2379,1994.0746,0.17291878,0.010056645,2.433873e-10,-0.07546282,0.17990607,-10.098561,0.002676818,-0.0012728543,-0.0006009184,0.20924431,0.10776262,0.07088771,0.00011538225,0.00017407529,0.0004733758,43.125,nan
115347478,6946858,6684714,0,0,0,0,0,0,0,0,802.1217,664.69183,1604.2434,1994.0756,0.97848564,0.019263154,2.9235612e-09,-0.13018471,0.10590066,-10.083673,0.0037618754,-0.004075794,-0.003576612,3.0459464,6.6675487,0.90477425,0.001422614,0.0006961577,0.0022036745,43.0,nan
116365998,6946858,6684714,0,0,0,0,0,0,0,0,802.12445,664.6926,1604.2489,1994.0779,2.1303508,0.060072582,7.544392e-08,-0.6048937,-0.14855735,-10.269001,0.008396791,-0.08593655,-0.011033837,142.90376,47.8347,113.04092,0.027621707,0.03321682,0.1659695,43.0,nan
117310712,6946858,6684714,0,0,0,0,0,0,0,0,802.13165,664.6945,1604.2633,1994.0835,1.9789064,0.06993715,1.455485e-07,0.060446627,0.38418573,-10.187252,0.013981599,0.2550963,-0.05927012,39.323967,183.74133,59.267155,0.046056286,0.009517934,0.15401123,42.625,nan
118333784,6946858,6684714,0,0,0,0,0,0,0,0,802.14667,664.697,1604.2933,1994.091,1.874042,0.0566319,1.1856297e-07,0.3339076,-0.08997029,-9.951019,0.017443703,-0.22337015,0.0057356586,58.42446,192.62082,35.74219,0.037376225,0.013026231,0.16004248,41.375,nan
119383770,6946858,6684714,0,0,0,0,0,0,0,0,802.16394,664.6994,1604.3279,1994.0981,1.5180827,0.051372685,2.2225613e-08,0.286494,0.06838794,-10.163671,-0.008062591,0.011780571,0.011404593,60.6114,163.97238,59.489433,0.035022702,0.015828002,0.17000692,40.625,nan
120316435,6946858,6684714,0,0,0,0,0,0,0,0,802.1805,664.7015,1604.361,1994.1045,1.7538193,0.04843385,2.817048e-08,0.42144364,-0.08409636,-10.184229,-0.000632982,-0.025339914,0.021783886,44.427147,87.27085,52.383163,0.045677777,0.046539124,0.105746,40.625,nan
121343888,6946858,6684714,0,0,0,0,0,0,0,0,802.20197,664.7038,1604.4039,1994.1112,1.7401904,0.04898207,2.1109454e-08,0.18147594,0.015792552,-10.152267,0.0038948744,-0.003606362,-0.0269645,48.17403,55.305843,33.90853,0.03678449,0.023744406,0.085681975,40.0,nan
122371377,6946858,6684714,0,0,0,0,0,0,0,0,802.2246,664.70624,1604.4492,1994.1187,1.767824,0.04890383,2.9728486e-08,0.104673326,0.038212217,-9.328584,0.0030950964,0.0027135094,0.0030739,45.114193,187.10416,42.269417,0.04191447,0.017889991,0.17302673,39.625,nan
123311565,6946858,6684714,0,0,0,0,0,0,0,0,802.24524,664.70844,1604.4905,1994.1252,1.6414562,0.048833866,2.9793847e-08,0.19802533,-0.028730482,-10.053742,0.007932041,-0.0010391559,-0.011415046,47.13911,129.59521,56.664116,0.039859395,0.01371618,0.17762299,39.0,nan
124344980,6946858,6684714,0,0,0,0,0,0,0,0,802.2703,664.7109,1604.5406,1994.1326,1.6724676,0.048384007,2.4614504e-08,0.21785796,0.27235484,-10.249772,-0.0021879715,0.011947673,0.008986857,29.051138,82.06857,89.49342,0.050000805,0.030382063,0.10931456,38.625,nan
