timestamp,accel_device_id_primary,accel_device_ids[0],accel_device_ids[1],accel_device_ids[2],accel_device_ids[3],accel_inconsistency_m_s_s[0],accel_inconsistency_m_s_s[1],accel_inconsistency_m_s_s[2],accel_inconsistency_m_s_s[3],gyro_device_id_primary,gyro_device_ids[0],gyro_device_ids[1],gyro_device_ids[2],gyro_device_ids[3],gyro_inconsistency_rad_s[0],gyro_inconsistency_rad_s[1],gyro_inconsistency_rad_s[2],gyro_inconsistency_rad_s[3],accel_healthy[0],accel_healthy[1],accel_healthy[2],accel_healthy[3],accel_priority[0],accel_priority[1],accel_priority[2],accel_priority[3],gyro_healthy[0],gyro_healthy[1],gyro_healthy[2],gyro_healthy[3],gyro_priority[0],gyro_priority[1],gyro_priority[2],gyro_priority[3]
110775167,3670026,3670026,6946858,2621450,0,0.26137564,0.1715216,0.09258455,0.0,3670026,3670026,6684714,2621450,0,0.0073739598,0.0031032804,0.005477284,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
110780101,3670026,3670026,6946858,2621450,0,0.26151863,0.16708747,0.09566118,0.0,3670026,3670026,6684714,2621450,0,0.007755812,0.003132158,0.0057738996,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
110975189,3670026,3670026,6946858,2621450,0,0.26455957,0.16789223,0.10517529,0.0,3670026,3670026,6684714,2621450,0,0.0069665606,0.0029883697,0.004784798,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
111175224,3670026,3670026,6946858,2621450,0,0.26866686,0.170407,0.10546848,0.0,3670026,3670026,6684714,2621450,0,0.007637815,0.0027425247,0.005966119,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
111375301,3670026,3670026,6946858,2621450,0,0.26720867,0.18157022,0.08891052,0.0,3670026,3670026,6684714,2621450,0,0.007656802,0.002342143,0.006602111,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
111575323,3670026,3670026,6946858,2621450,0,0.2615211,0.18549934,0.08539724,0.0,3670026,3670026,6684714,2621450,0,0.007879854,0.0019933272,0.0065493383,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
111775457,3670026,3670026,6946858,2621450,0,0.26268,0.16902862,0.10032512,0.0,3670026,3670026,6684714,2621450,0,0.00810096,0.0032617527,0.005470975,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
111975485,3670026,3670026,6946858,2621450,0,0.25332692,0.17578802,0.08785592,0.0,3670026,3670026,6684714,2621450,0,0.006968531,0.0022912866,0.006418717,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
112175526,3670026,3670026,6946858,2621450,0,0.2671833,0.17612892,0.09908964,0.0,3670026,3670026,6684714,2621450,0,0.008353634,0.0019923702,0.007912299,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
112375614,3670026,3670026,6946858,2621450,0,0.2588892,0.17943841,0.088802464,0.0,3670026,3670026,6684714,2621450,0,0.007838605,0.002691515,0.007179395,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
112575668,3670026,3670026,6946858,2621450,0,0.26981077,0.18535393,0.09339555,0.0,3670026,3670026,6684714,2621450,0,0.0076541756,0.002419201,0.007070481,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
112775741,3670026,3670026,6946858,2621450,0,0.26963368,0.17487541,0.10621507,0.0,3670026,3670026,6684714,2621450,0,0.007557104,0.0023529057,0.006546715,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
112975823,3670026,3670026,6946858,2621450,0,0.26827785,0.16383772,0.115123585,0.0,3670026,3670026,6684714,2621450,0,0.0072748833,0.0025218893,0.006803018,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
113175868,3670026,3670026,6946858,2621450,0,0.26792574,0.1777922,0.09905002,0.0,3670026,3670026,6684714,2621450,0,0.0073460806,0.0027767012,0.0061291517,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
113370952,3670026,3670026,6946858,2621450,0,0.26752573,0.1836803,0.08986419,0.0,3670026,3670026,6684714,2621450,0,0.0077835275,0.0029263713,0.006490441,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
113571039,3670026,3670026,6946858,2621450,0,0.2544903,0.16936228,0.09131449,0.0,3670026,3670026,6684714,2621450,0,0.007529047,0.0023358758,0.0070947087,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
113776083,3670026,3670026,6946858,2621450,0,0.25531968,0.16844095,0.094801664,0.0,3670026,3670026,6684714,2621450,0,0.0071871304,0.0023416912,0.006907326,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
113976179,3670026,3670026,6946858,2621450,0,0.2665999,0.17563747,0.10223795,0.0,3670026,3670026,6684714,2621450,0,0.0074474146,0.0024760813,0.0063288016,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
114176241,3670026,3670026,6946858,2621450,0,0.27062792,0.17452744,0.10656646,0.0,3670026,3670026,6684714,2621450,0,0.007190592,0.002217132,0.006389003,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
114376414,3670026,3670026,6946858,2621450,0,0.26006314,0.1672055,0.10123589,0.0,3670026,3670026,6684714,2621450,0,0.007466765,0.0027001796,0.006529137,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
114576367,3670026,3670026,6946858,2621450,0,0.26240572,0.17503594,0.0939274,0.0,3670026,3670026,6684714,2621450,0,0.007440067,0.0024632218,0.0069783013,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
114771435,3670026,3670026,6946858,2621450,0,0.26223537,0.1750484,0.09864745,0.0,3670026,3670026,6684714,2621450,0,0.0072462847,0.0025133314,0.006997148,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
114971614,3670026,3670026,6946858,2621450,0,0.29690996,0.23713548,0.0899917,0.0,3670026,3670026,6684714,2621450,0,0.0072866413,0.0023824219,0.006574269,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
115176568,3670026,3670026,6946858,2621450,0,0.24773285,0.12559311,0.1486746,0.0,3670026,3670026,6684714,2621450,0,0.008100507,0.003261002,0.006522598,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
115376665,3670026,3670026,6946858,2621450,0,0.33969063,0.3712225,0.35011163,0.0,3670026,3670026,6684714,2621450,0,0.0071990043,0.0022687626,0.005905699,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
115576717,3670026,3670026,6946858,2621450,0,0.37107366,0.3629189,0.18619497,0.0,3670026,3670026,6684714,2621450,0,0.008290345,0.007436354,0.0073591596,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
115776783,3670026,3670026,6946858,2621450,0,0.34839216,0.3480117,0.2015853,0.0,3670026,3670026,6684714,2621450,0,0.0072098114,0.0032061634,0.0059128744,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
115971910,3670026,3670026,6946858,2621450,0,0.30626705,0.19967501,0.281866,0.0,3670026,3670026,6684714,2621450,0,0.007897007,0.0044439337,0.0067755454,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
116171961,3670026,3670026,6946858,2621450,0,0.37626973,0.2619667,0.27073562,0.0,3670026,3670026,6684714,2621450,0,0.007821461,0.009201623,0.009723805,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
116372014,3670026,3670026,6946858,2621450,0,0.37754297,0.41768157,0.34379986,0.0,3670026,3670026,6684714,2621450,0,0.008187724,0.0046792957,0.006395891,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
