timestamp,timestamp_sample,control_mode_flags,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,hdg_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,mag_inclination_deg,mag_inclination_ref_deg,mag_strength_gs,mag_strength_ref_gs,gps_check_fail_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_height,pre_flt_fail_innov_pos_horiz,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
110765795,110567452,171865829443,0.0001442065,0.0008501837,0.0009881972,0,0.003660919,0.0014921133,0.0011798082,nan,0.003991591,0.024411464,nan,nan,nan,0.0,2621450,2621450,6815762,589834,nan,nan,nan,nan,0,431,2,1,3,2,1,0,0,0,0,0,0,0,0
110776478,110577855,171865829443,0.0001449722,0.00085541577,0.0009808957,0,0.0036267613,0.0014876974,0.0011847704,nan,0.0040055476,0.024050063,nan,nan,nan,0.0,2621450,2621450,6815762,589834,nan,nan,nan,nan,0,431,2,1,3,2,1,0,0,0,0,0,0,0,0
110974270,110775801,171865829443,0.00013448493,0.00075015414,0.0007274436,0,0.0037898526,0.0015072739,0.0011826417,nan,0.004126862,0.02046977,nan,nan,nan,0.0,2621450,2621450,6815762,589834,nan,nan,nan,nan,0,431,2,1,3,2,1,0,0,0,0,0,0,0,0
111371728,111171801,171865829443,0.00019116084,0.0011484628,0.0009875693,0,0.0036001462,0.0014876244,0.0012085747,nan,0.005046911,0.035017222,nan,nan,nan,0.0,2621450,2621450,6815762,589834,nan,nan,nan,nan,0,431,2,1,3,2,1,0,0,0,0,0,0,0,0
111568343,111369770,171865829443,0.00020089178,0.0016389233,0.0019531413,0,0.0035843065,0.0014860282,0.0012241353,nan,0.005906304,0.07380429,nan,nan,nan,0.0,2621450,2621450,6815762,589834,nan,nan,nan,nan,0,431,2,1,3,2,1,0,0,0,0,0,0,0,0
111776799,111578120,171865829443,0.0001742441,0.0023083882,0.003240807,0,0.0035707746,0.0014818455,0.0012096915,nan,0.00551247,0.12311924,nan,nan,nan,0.0,2621450,2621450,6815762,589834,nan,nan,nan,nan,0,431,2,1,3,2,1,0,0,0,0,0,0,0,0
111974707,111776073,171865829443,0.00014432575,0.0031026169,0.0045804502,0,0.0035833747,0.0014822528,0.0012373902,nan,0.00456232,0.1745857,nan,nan,nan,0.0,2621450,2621450,6815762,589834,nan,nan,nan,nan,0,431,2,1,3,2,1,0,0,0,0,0,0,0,0
112172642,111974121,171865829443,0.00022140087,0.0041673514,0.0060632094,0,0.003585981,0.0014826654,0.0012292636,nan,0.005562479,0.23453033,nan,nan,nan,0.0,2621450,2621450,6815762,589834,nan,nan,nan,nan,0,431,2,1,3,2,1,0,0,0,0,0,0,0,0
112371043,112172097,171865829443,0.00041175442,0.0053962083,0.0074751866,0,0.0036089423,0.001484213,0.0012454303,nan,0.009086334,0.29587966,nan,nan,nan,0.0,2621450,2621450,6815762,589834,nan,nan,nan,nan,0,431,2,1,3,2,1,0,0,0,0,0,0,0,0
112568944,112370026,171865829443,0.0005966964,0.0069952146,0.009341468,0,0.0035172158,0.0014700022,0.0012371151,nan,0.013999414,0.3626708,nan,nan,nan,0.0,2621450,2621450,6815762,589834,nan,nan,nan,nan,0,431,2,1,3,2,1,0,0,0,0,0,0,0,0
112777427,112578381,171865829443,0.00063167774,0.007592736,0.010381855,0,0.0035579333,0.0014711048,0.0012555517,nan,0.015762707,0.4254919,nan,nan,nan,0.0,2621450,2621450,6815762,589834,nan,nan,nan,nan,0,431,2,1,3,2,1,0,0,0,0,0,0,0,0
112964637,112765951,171865829443,0.00058531977,0.008057606,0.011354555,0,0.0035443276,0.001465953,0.0013031383,nan,0.016005969,0.48535576,nan,nan,nan,0.0,2621450,2621450,6815762,589834,nan,nan,nan,nan,0,431,2,1,3,2,1,0,0,0,0,0,0,0,0
113172751,112974475,171865829443,0.0004976481,0.007787694,0.011392683,0,0.0036660489,0.0014840718,0.0012990247,nan,0.015741874,0.5463928,nan,nan,nan,0.0,2621450,2621450,6815762,589834,nan,nan,nan,nan,0,431,2,1,3,2,1,0,1,0,0,0,0,0,0
113372010,113172345,171865829443,0.00042446065,0.008418845,0.01249126,0,0.0035653678,0.001472576,0.0012975768,nan,0.0152103845,0.6051974,nan,nan,nan,0.0,2621450,2621450,6815762,589834,nan,nan,nan,nan,0,431,2,1,3,2,1,0,1,0,0,0,0,0,0
113568983,113370290,171865829443,0.00028388883,0.008071857,0.012381162,0,0.0036034794,0.0014778784,0.0012641184,nan,0.013929321,0.652417,nan,nan,nan,0.0,2621450,2621450,6815762,589834,nan,nan,nan,nan,0,431,2,1,3,2,1,0,1,0,0,0,0,0,0
113777423,113578691,171865829443,8.4506755e-05,0.0083804345,0.01297137,0,0.0035085094,0.0014636649,0.0012502882,nan,0.011598935,0.6957516,nan,nan,nan,0.0,2621450,2621450,6815762,589834,nan,nan,nan,nan,0,431,2,1,3,2,1,0,1,0,0,0,0,0,0
113975619,113776692,171865829443,8.877629e-05,0.007300567,0.011524278,0,0.0036606805,0.0014851952,0.0012500323,nan,0.0096846195,0.7270284,nan,nan,nan,0.0,2621450,2621450,6815762,589834,nan,nan,nan,nan,0,431,2,1,3,2,1,0,1,0,0,0,0,0,0
