timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,gyro_bias_stable,accel_bias_valid,accel_bias_stable,mag_bias_valid,mag_bias_stable
111359754,111161346,2621450,0.0034889267,-0.0037546058,0.0006435279,0.15,1.6117346e-07,1.6120048e-07,2.9914443e-07,2621450,-0.007074284,0.0033130606,0.009190062,0.4,0.00028226178,0.0003079629,5.198781e-07,589834,0.061567307,-0.002497963,-0.00094041467,0.5,1.3523033e-05,0.0005317744,0.0012501286,1,1,1,0,1,0
112506157,112307501,2621450,0.003504805,-0.0037864274,0.00064654514,0.15,1.6116081e-07,1.6119165e-07,2.9927006e-07,2621450,-0.007641116,0.0028374104,0.0051016067,0.4,0.00028225596,0.00030795715,5.1878266e-07,589834,0.061458163,-0.0020557197,-0.0009864861,0.5,1.3458457e-05,0.00053167547,0.0012501231,1,1,1,0,1,0
113422976,113224559,2621450,0.0035626362,-0.0038345808,0.0006489195,0.15,1.6102975e-07,1.6106375e-07,2.9883384e-07,2621450,-0.0071119065,0.0036531354,-0.0023077156,0.4,0.00028225494,0.0003079554,5.1867806e-07,589834,0.061353244,-0.001839992,-0.0010497518,0.5,1.3410188e-05,0.00053159805,0.0012501183,1,1,1,0,1,0
114423180,114224908,2621450,0.0035725937,-0.003844779,0.0006512585,0.15,1.6108808e-07,1.6111773e-07,2.988052e-07,2621450,-0.004186213,0.007072703,-0.012359647,0.4,0.0002822465,0.000307944,5.202572e-07,589834,0.061150927,-0.0016373037,-0.0010490399,0.5,1.3359346e-05,0.00053151546,0.0012501099,1,1,1,0,1,0
115392467,115193672,2621450,0.003559441,-0.003839115,0.0006534189,0.15,1.6112615e-07,1.6115412e-07,2.9917706e-07,2621450,-0.0015748315,0.00958725,-0.021359166,0.4,0.00028223736,0.000307935,5.204294e-07,589834,0.061051026,-0.0015690499,-0.0010925712,0.5,1.3309608e-05,0.000531437,0.0012501016,1,1,1,0,1,0
116486352,116287736,2621450,0.0035597803,-0.003867025,0.0006531061,0.15,1.6170792e-07,1.6173591e-07,3.0090294e-07,2621450,-0.0024719336,0.009094356,-0.028657764,0.4,0.00028218655,0.00030787772,5.508747e-07,589834,0.061848454,-0.0010655815,-0.014301107,0.5,1.3252037e-05,0.0005313172,0.0012449077,1,0,1,0,1,0
116694932,116496068,2621450,0.003532842,-0.0038782938,0.00065255543,0.15,1.615919e-07,1.6161619e-07,3.0112804e-07,2621450,-0.0025012703,0.009226163,-0.028655892,0.4,0.00028213282,0.00030781617,5.703917e-07,589834,0.062102184,-0.00047353568,-0.022539727,0.5,1.3241059e-05,0.00053127087,0.0012395098,1,0,1,0,1,0
118445181,118246359,2621450,0.003776955,-0.0038114807,0.0007150633,0.15,1.6259932e-07,1.6257833e-07,3.0232897e-07,2621450,-0.0034832614,0.007690341,-0.028685685,0.4,0.00028139292,0.0003069869,7.343215e-07,589834,0.016747786,0.03087761,-0.0036201684,0.5,0.0013691465,0.0013431434,0.001428095,1,0,1,0,1,0
119497419,119298658,2621450,0.0038124444,-0.003452404,0.0007275293,0.15,1.6304539e-07,1.6293944e-07,3.003116e-07,2621450,-0.005608763,0.0064332588,-0.028718637,0.4,0.0002810065,0.0003065432,8.328665e-07,589834,0.11996174,0.09630346,0.00927331,0.5,0.0008508627,0.0010553236,0.0012804214,1,0,1,0,1,0
120480743,120277939,2621450,0.003894229,-0.0033904978,0.00074506126,0.15,1.6312214e-07,1.630476e-07,3.0170312e-07,2621450,-0.0059349462,0.006519039,-0.028717374,0.4,0.00028092813,0.00030644503,9.2466394e-07,589834,0.17367719,0.101042084,0.015203143,0.5,0.0005929584,0.0010323663,0.0012646804,1,0,1,0,1,0
