timestamp,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],reset_integral,fw_control_yaw_wheel
118064907,0.0,0.6626817,-0.018069517,0.012768138,0.7485743,0.0,0.0,-0.469878,0,0
118125099,0.0,0.66278136,-0.013039808,0.010614532,0.74862427,0.0,0.0,-0.4502566,0,0
118171725,0.0,0.66281265,-0.010542498,0.0058685704,0.7486881,0.0,0.0,-0.45503616,0,0
118221409,0.0,0.6628441,-0.007607047,0.0013405452,0.7487176,0.0,0.0,-0.46163636,0,0
118275527,0.0,0.6628836,-0.0005811495,0.0003306059,0.7487222,0.0,0.0,-0.4674807,0,0
118325221,0.0,0.6628749,-0.0040378915,0.004567158,0.7487054,0.0,0.0,-0.47021922,0,0
118368784,0.0,0.66283894,-0.008107891,0.0016755456,0.74871635,0.0,0.0,-0.4716955,0,0
118418253,0.0,0.6628604,-0.005982628,0.0026465633,0.74871445,0.0,0.0,-0.48023382,0,0
118475640,0.0,0.6628541,-0.0069929827,0.005415651,0.7486964,0.0,0.0,-0.4755809,0,0
118516305,0.0,0.66283387,-0.008679885,0.0033161638,0.74870884,0.0,0.0,-0.4773055,0,0
118565748,0.0,0.6628431,-0.00806327,0.0052855583,0.7486963,0.0,0.0,-0.47743228,0,0
118615543,0.0,0.662795,-0.011447238,0.0028992766,0.7487078,0.0,0.0,-0.47770777,0,0
118663564,0.0,0.6628516,-0.0074709547,0.0072570853,0.74867845,0.0,0.0,-0.47797197,0,0
118718247,0.0,0.6627596,-0.013418646,0.001868825,0.7487096,0.0,0.0,-0.47943917,0,0
118767255,0.0,0.6628205,-0.010257765,0.008431416,0.7486606,0.0,0.0,-0.48031095,0,0
118820144,0.0,0.66278964,-0.012060368,0.006038285,0.74868417,0.0,0.0,-0.48011786,0,0
118869536,0.0,0.6627519,-0.0139882015,0.003975871,0.74869794,0.0,0.0,-0.4812958,0,0
118919399,0.0,0.66271657,-0.015505241,0.0012340109,0.7487087,0.0,0.0,-0.48100945,0,0
118969021,0.0,0.66275346,-0.014222866,0.007483774,0.7486652,0.0,0.0,-0.48082373,0,0
119029222,0.0,0.662759,-0.013919225,0.007338452,0.7486675,0.0,0.0,-0.4819862,0,0
119068739,0.0,0.6626874,-0.017077435,0.0049652206,0.74868494,0.0,0.0,-0.48325402,0,0
119116492,0.0,0.66272247,-0.015480285,0.0045282785,0.74869144,0.0,0.0,-0.48388425,0,0
119165932,0.0,0.66267556,-0.017604766,0.0053392285,0.7486806,0.0,0.0,-0.4831215,0,0
119226138,0.0,0.66273266,-0.0155334575,0.010183483,0.7486257,0.0,0.0,-0.48318812,0,0
119273067,0.0,0.6627441,-0.014771639,0.008205774,0.7486553,0.0,0.0,-0.49222848,0,0
119322603,0.0,0.66270185,-0.016435867,0.0047424915,0.748688,0.0,0.0,-0.48676285,0,0
119375041,0.0,0.662749,-0.014870104,0.011428345,0.7486068,0.0,0.0,-0.4855615,0,0
119428308,0.0,0.6626601,-0.018455118,0.007923577,0.7486509,0.0,0.0,-0.48800406,0,0
119463935,0.0,0.66274726,-0.014552926,0.0075950637,0.74866325,0.0,0.0,-0.47818783,0,0
119519584,0.0,0.66272527,-0.015975812,0.011049913,0.74861073,0.0,0.0,-0.48719537,0,0
119569122,0.0,0.662691,-0.01713216,0.007333182,0.74866104,0.0,0.0,-0.4883186,0,0
119617346,0.0,0.6627427,-0.014946872,0.00921713,0.74864125,0.0,0.0,-0.48791236,0,0
119667007,0.0,0.66273606,-0.01515648,0.00810443,0.74865586,0.0,0.0,-0.48995614,0,0
119721180,0.0,0.6627507,-0.0145010855,0.008839994,0.7486476,0.0,0.0,-0.4982405,0,0
119775180,0.0,0.66275895,-0.0137850465,0.005858701,0.74868304,0.0,0.0,-0.48430982,0,0
119824963,0.0,0.6627109,-0.015821336,0.002034089,0.74870545,0.0,0.0,-0.5009363,0,0
119871514,0.0,0.66270363,-0.016204735,0.0028146382,0.74870116,0.0,0.0,-0.4929105,0,0
119918410,0.0,0.662724,-0.01572281,0.008023501,0.74865574,0.0,0.0,-0.49154955,0,0
119968311,0.0,0.66269755,-0.01688979,0.0077610104,0.7486565,0.0,0.0,-0.49124095,0,0
120017648,0.0,0.6627003,-0.016824327,0.008342234,0.7486493,0.0,0.0,-0.49226356,0,0
120077637,0.0,0.66272223,-0.015478033,0.0043686284,0.74869263,0.0,0.0,-0.5012869,0,0
120121228,0.0,0.6627195,-0.01598215,0.008527851,0.74864864,0.0,0.0,-0.49587238,0,0
120173985,0.0,0.6627824,-0.012625147,0.0073700803,0.74866945,0.0,0.0,-0.4968886,0,0
120222144,0.0,0.6627828,-0.012486606,0.006246735,0.7486816,0.0,0.0,-0.4974677,0,0
120268689,0.0,0.66273874,-0.014881979,0.0065840837,0.7486739,0.0,0.0,-0.49620414,0,0
120318896,0.0,0.6627529,-0.014328018,0.008247731,0.7486557,0.0,0.0,-0.5036452,0,0
120375408,0.0,0.6627131,-0.01606993,0.006349567,0.74867404,0.0,0.0,-0.49806333,0,0
120425046,0.0,0.6627648,-0.013647307,0.007709828,0.74866366,0.0,0.0,-0.49070358,0,0
120468868,0.0,0.6627471,-0.0143987555,0.005855193,0.748682,0.0,0.0,-0.502688,0,0
120526016,0.0,0.6627824,-0.01262321,0.0073693553,0.74866945,0.0,0.0,-0.49655488,0,0
120575684,0.0,0.66271466,-0.015761076,0.003507037,0.74869794,0.0,0.0,-0.5006319,0,0
120616278,0.0,0.66279036,-0.011904028,0.00484648,0.7486947,0.0,0.0,-0.5047869,0,0
120664310,0.0,0.6627835,-0.012522215,0.00700064,0.7486737,0.0,0.0,-0.5025576,0,0
120721535,0.0,0.66279083,-0.012134652,0.007503337,0.7486686,0.0,0.0,-0.5021632,0,0
120777459,0.0,0.66280717,-0.011014944,0.0068050767,0.7486782,0.0,0.0,-0.5093049,0,0
120825487,0.0,0.66279113,-0.012181616,0.008120747,0.7486613,0.0,0.0,-0.50229895,0,0
120875058,0.0,0.6627941,-0.011688742,0.00502589,0.7486936,0.0,0.0,-0.5034748,0,0
120924515,0.0,0.66280085,-0.011174245,0.004086231,0.74870116,0.0,0.0,-0.502187,0,0
120974287,0.0,0.6627647,-0.013325836,0.0041842675,0.74869746,0.0,0.0,-0.50071,0,0
121027063,0.0,0.662808,-0.010999922,0.007190699,0.74867404,0.0,0.0,-0.5042055,0,0
121076594,0.0,0.6627684,-0.013241322,0.005531854,0.7486869,0.0,0.0,-0.5027846,0,0
121126121,0.0,0.66275156,-0.01381377,0.00144575,0.7487106,0.0,0.0,-0.5037371,0,0
121169760,0.0,0.66277474,-0.013107836,0.007825518,0.74866325,0.0,0.0,-0.50402224,0,0
121222532,0.0,0.6627564,-0.013691673,0.0032103418,0.74870306,0.0,0.0,-0.5029346,0,0
121272198,0.0,0.66276443,-0.013455029,0.0054847025,0.7486871,0.0,0.0,-0.5103845,0,0
121324798,0.0,0.6627946,-0.011864138,0.0071449247,0.74867326,0.0,0.0,-0.5041131,0,0
121374295,0.0,0.66279745,-0.011297171,0.0029528895,0.74870765,0.0,0.0,-0.51159537,0,0
121423940,0.0,0.662781,-0.012373885,0.0038111678,0.7487014,0.0,0.0,-0.5044881,0,0
121473819,0.0,0.6627871,-0.012146655,0.0053134626,0.7486906,0.0,0.0,-0.503277,0,0
121520435,0.0,0.6627845,-0.012213843,0.004368751,0.7486979,0.0,0.0,-0.50239736,0,0
121570071,0.0,0.6627671,-0.013161915,0.0037946552,0.74870026,0.0,0.0,-0.5013741,0,0
121619763,0.0,0.66279453,-0.011449134,0.0025230215,0.74870956,0.0,0.0,-0.50439423,0,0
121676640,0.0,0.6628117,-0.010621006,0.0059573944,0.7486871,0.0,0.0,-0.50268257,0,0
121726465,0.0,0.6628178,-0.010029099,0.004315837,0.74870116,0.0,0.0,-0.5027772,0,0
121770088,0.0,0.6627691,-0.013120752,0.0045852507,0.7486949,0.0,0.0,-0.4995228,0,0
121822782,0.0,0.66278046,-0.012458354,0.004438383,0.748697,0.0,0.0,-0.5046857,0,0
121872891,0.0,0.6627936,-0.011607667,0.0037543138,0.7487028,0.0,0.0,-0.5046358,0,0
121922011,0.0,0.6628236,-0.009610538,0.0045209923,0.7487004,0.0,0.0,-0.5036994,0,0
121974492,0.0,0.66280884,-0.010888118,0.0066661686,0.7486799,0.0,0.0,-0.5050149,0,0
122024096,0.0,0.66283804,-0.008813142,0.00791064,0.7486692,0.0,0.0,-0.50412595,0,0
122074045,0.0,0.66284174,-0.008567635,0.008532637,0.74866194,0.0,0.0,-0.5038154,0,0
122117659,0.0,0.662801,-0.011316596,0.0057718465,0.7486878,0.0,0.0,-0.5054249,0,0
122176304,0.0,0.6628206,-0.010114828,0.007209503,0.7486753,0.0,0.0,-0.49426436,0,0
122225840,0.0,0.6628098,-0.010930382,0.0076586693,0.7486689,0.0,0.0,-0.5033866,0,0
122275358,0.0,0.6628015,-0.011205718,0.0049181837,0.7486951,0.0,0.0,-0.47551215,0,0
122319246,0.0,0.6628583,-0.0068213684,0.007735207,0.74867386,0.0,0.0,-0.45976248,0,0
122377844,0.0,0.66283804,-0.008455482,0.004673936,0.7487005,0.0,0.0,-0.43873122,0,0
122421449,0.0,0.6627749,-0.012600903,0.0022184204,0.74870944,0.0,0.0,-0.42972988,0,0
