timestamp,timestamp_sample,information_event_changes,gps_checks_passed,reset_vel_to_gps,reset_vel_to_flow,reset_vel_to_vision,reset_vel_to_zero,reset_pos_to_last_known,reset_pos_to_gps,reset_pos_to_vision,starting_gps_fusion,starting_vision_pos_fusion,starting_vision_vel_fusion,starting_vision_yaw_fusion,yaw_aligned_to_imu_gps,reset_hgt_to_baro,reset_hgt_to_gps,reset_hgt_to_rng,reset_hgt_to_ev
110088791,5790438,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
111100877,5790438,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
112110178,5790438,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
113124900,5790438,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
114132254,5790438,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
115142194,5790438,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
116152846,5790438,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
117163594,5790438,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
118177764,5790438,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
119184460,5790438,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
120199446,5790438,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
121164008,120965611,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
122174593,120965611,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
123185694,120965611,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
124195654,120965611,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
125206078,120965611,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
126175052,125976715,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
127189955,125976715,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
128196192,125976715,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
129207133,125976715,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130216948,125976715,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131196216,130997806,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
132206774,130997806,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
133217395,130997806,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
134227594,130997806,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
135238323,130997806,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
136196437,135997928,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
137207140,135997928,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
138221069,135997928,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
139231678,135997928,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140238070,135997928,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
141217253,141018744,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
142227426,141018744,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
143241854,141018744,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
144248620,141018744,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
145258730,141018744,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
146227357,146028954,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
147237753,146028954,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
148251898,146028954,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
149258354,146028954,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
150268806,146028954,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
151247901,151049480,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
152258647,151049480,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
153268808,151049480,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
154278752,151049480,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
