timestamp,timestamp_sample,information_event_changes,gps_checks_passed,reset_vel_to_gps,reset_vel_to_flow,reset_vel_to_vision,reset_vel_to_zero,reset_pos_to_last_known,reset_pos_to_gps,reset_pos_to_vision,starting_gps_fusion,starting_vision_pos_fusion,starting_vision_vel_fusion,starting_vision_yaw_fusion,yaw_aligned_to_imu_gps,reset_hgt_to_baro,reset_hgt_to_gps,reset_hgt_to_rng,reset_hgt_to_ev
168143763,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
169151863,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
170152984,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
171157687,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
172160964,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
173165553,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
174173431,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
175177809,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
176190433,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
177199230,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
178210041,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
179211683,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
180214884,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
181216388,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
182227095,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
183228889,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
184235065,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
185245806,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
186253428,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
187259397,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
188261247,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
189268939,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
190281146,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
191284208,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
192293395,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
193296414,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
194299820,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
195302632,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
196311982,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
197321102,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
