timestamp,timestamp_sample,information_event_changes,gps_checks_passed,reset_vel_to_gps,reset_vel_to_flow,reset_vel_to_vision,reset_vel_to_zero,reset_pos_to_last_known,reset_pos_to_gps,reset_pos_to_vision,starting_gps_fusion,starting_vision_pos_fusion,starting_vision_vel_fusion,starting_vision_yaw_fusion,yaw_aligned_to_imu_gps,reset_hgt_to_baro,reset_hgt_to_gps,reset_hgt_to_rng,reset_hgt_to_ev
110726202,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
111740131,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
112745245,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
113752954,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
114753355,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
115763103,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
116772798,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
117776068,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
118790278,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
119791899,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
120801193,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
121809264,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
122817062,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
123824829,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
124834302,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
125836064,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
126845543,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
127851617,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
128861243,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
129863039,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
130867738,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
131878670,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
132886407,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
133888283,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
134896227,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
135906865,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
136919155,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
137928487,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
138934792,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
139942864,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
140945794,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
141950563,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
142964433,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
143972007,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
144978209,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
145989118,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
146996920,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
148013486,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
149015362,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
150027447,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
151029319,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
152035831,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
153044720,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
154052313,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
155060190,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
156066409,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
157072679,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
158078650,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
159089589,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
160098586,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
161103495,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
162109638,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
163120369,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
164124866,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
165128482,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
166135864,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
167139118,5798995,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
