timestamp,timestamp_sample,position[0],position[1],position[2],q[0],q[1],q[2],q[3],velocity[0],velocity[1],velocity[2],angular_velocity[0],angular_velocity[1],angular_velocity[2],position_variance[0],position_variance[1],position_variance[2],orientation_variance[0],orientation_variance[1],orientation_variance[2],velocity_variance[0],velocity_variance[1],velocity_variance[2],pose_frame,velocity_frame,reset_counter,quality
111019501,111019085,0.0008852421,-0.13578326,-0.20438264,0.663769,-0.0025038414,-0.009508831,0.74787307,-0.0036857314,0.0019524856,0.0043770154,0.0046592923,-0.0011851803,0.00576913,7.271714e-06,7.2717085e-06,2.4482877e-06,5.4317184e-06,5.199657e-06,0.00011580558,5.899335e-05,5.8992104e-05,2.5240724e-06,1,1,9,0
111519063,111518563,-0.00013054338,-0.1342943,-0.20109516,0.66381496,-0.0025841235,-0.009605195,0.7478308,-0.004248291,0.0054516117,0.008963342,-0.0023395536,0.0020796142,-0.002892755,6.5695885e-06,6.569584e-06,2.313997e-06,5.394795e-06,5.1649477e-06,0.00011571068,5.7032627e-05,5.703215e-05,2.4509857e-06,1,1,9,0
112021338,112021096,0.0010253403,-0.13395369,-0.1985303,0.66380453,-0.0027407627,-0.009644179,0.747839,-0.00011736749,0.003505106,0.011024726,0.013327751,0.000106622196,-0.0062014144,6.8525387e-06,6.8525387e-06,2.2752508e-06,5.394585e-06,5.1670154e-06,0.00011564705,5.8386187e-05,5.838642e-05,2.4519074e-06,1,1,9,0
112521482,112520528,0.0034573418,-0.13411054,-0.1965516,0.66383356,-0.0029520714,-0.009593661,0.74781305,0.0019454039,0.0033134923,0.011802995,0.008947828,-0.0015635856,-0.00031258064,6.9504385e-06,6.9504754e-06,2.3166065e-06,5.3866515e-06,5.158085e-06,0.00011578409,5.740406e-05,5.740471e-05,2.4801918e-06,1,1,9,0
113018913,113018502,0.0036274623,-0.1356568,-0.19553131,0.6638505,-0.0029386503,-0.009425902,0.74780023,0.0031841006,0.0003962491,0.013095203,0.0043095453,-0.004478868,0.0031587523,6.49075e-06,6.4907217e-06,2.2792942e-06,5.358736e-06,5.1281713e-06,0.000115740244,5.592002e-05,5.591907e-05,2.4399105e-06,1,1,9,0
113516843,113516475,0.003470207,-0.13711262,-0.1956027,0.66384554,-0.0029618894,-0.009377315,0.74780506,0.0018059766,-0.003345516,0.011913416,0.0010566988,0.0028425285,-0.0016041063,6.7147744e-06,6.714744e-06,2.2421002e-06,5.3829353e-06,5.1513885e-06,0.000115591334,5.7583668e-05,5.7583373e-05,2.4345209e-06,1,1,9,0
114025352,114023473,0.00254136,-0.13761048,-0.19557306,0.66390514,-0.003047177,-0.00931649,0.7477526,-0.0010070398,-0.0022272358,0.013334507,0.0009162938,0.003762204,0.0032308016,6.7898623e-06,6.7898736e-06,2.2731215e-06,5.3622557e-06,5.1312345e-06,0.000115556,5.686671e-05,5.6867495e-05,2.4494095e-06,1,1,9,0
114517720,114516932,0.0016583394,-0.13745134,-0.19585308,0.6638638,-0.0029929024,-0.009414195,0.7477883,-0.00015256942,-0.002190349,0.010373162,0.00813195,-0.006323915,0.0067520677,6.7111605e-06,6.7111982e-06,2.2935792e-06,5.3675644e-06,5.1382463e-06,0.00011566217,5.669871e-05,5.6699344e-05,2.4485046e-06,1,1,9,0
115025689,115025434,0.0027096798,-0.13725144,-0.19739462,0.66392404,-0.002604453,-0.00973771,0.74773216,6.015182e-05,-0.0032177924,0.007976235,0.0040533794,-0.0048491536,-0.0039403993,7.177874e-06,7.1779045e-06,2.3445587e-06,5.450847e-06,5.2204496e-06,0.00011585821,5.9442653e-05,5.9443504e-05,2.4928174e-06,1,1,9,0
115520784,115520396,0.0034905227,-0.13874613,-0.19935003,0.663881,-0.0016191379,-0.01026883,0.747766,0.0019268232,-0.013979608,0.006594372,-0.011874748,0.0021128305,0.035903458,6.4060478e-06,6.406076e-06,2.2327727e-06,5.3993504e-06,5.164566e-06,0.000115612886,5.615624e-05,5.6163608e-05,2.4290446e-06,1,1,9,0
116018736,116018362,0.0031387557,-0.14129362,-0.20233066,0.66388834,0.004949543,-0.014723004,0.7476704,-0.0003695251,-0.00011071637,-0.0013610149,-0.02450904,-0.0963843,-0.03360172,6.676717e-06,6.6767498e-06,2.269187e-06,5.4054785e-06,5.1428324e-06,0.00011581424,5.7207766e-05,5.719529e-05,2.4565627e-06,1,1,9,0
116521109,116520835,0.0019948378,-0.13651596,-0.20750551,0.66374356,0.025214732,-0.030853454,0.7468982,0.004331591,-0.008544333,0.0027553998,0.052575264,0.00409543,-0.0038878783,6.751449e-06,6.751467e-06,2.2903798e-06,5.992178e-06,5.1196757e-06,0.00011542506,5.7002595e-05,5.69941e-05,2.5676668e-06,1,1,9,0
117020504,117018784,0.0035814748,-0.12659708,-0.21226743,0.66084075,0.026977206,-0.030568222,0.74941796,0.009087192,0.024834959,-0.009000872,0.058136657,-0.022787489,0.06000527,7.1911245e-06,7.190821e-06,2.3896966e-06,6.117625e-06,5.1080824e-06,0.0001154938,5.9556063e-05,5.9556005e-05,3.1912755e-06,1,1,9,0
117527999,117522743,-0.0045563746,-0.06318327,-0.23007348,0.6620826,-0.004771634,-0.0031422426,0.7494092,-0.03296909,0.21320257,-0.062978394,-0.02063585,0.09861575,-0.01008422,6.4084925e-06,6.38768e-06,2.4284682e-06,5.3955896e-06,4.973039e-06,0.00011610801,5.785322e-05,5.5953704e-05,3.160849e-06,1,1,9,0
118023108,118022182,-0.025142353,0.027866809,-0.24651462,0.6661084,-0.029648649,0.020302994,0.7449888,-0.031503636,0.11436967,-0.039102715,-0.0043021743,-0.038088225,-0.13531405,7.091819e-06,7.0541287e-06,2.4608762e-06,5.5615255e-06,4.7989583e-06,0.00011401664,5.821311e-05,5.7999972e-05,2.5810202e-06,1,1,9,0
118516217,118515606,-0.032231554,0.0443774,-0.259879,0.66949,-0.007695005,0.0017599753,0.7427792,-0.030750662,0.03828065,-0.00070006563,0.060674023,-0.0058355066,0.032647897,6.7438127e-06,6.651003e-06,2.3126913e-06,5.4580637e-06,4.690587e-06,0.00011301931,6.0647882e-05,5.6118046e-05,2.513173e-06,1,1,9,0
119029164,119028586,-0.05899238,0.080682814,-0.2769825,0.6716499,-0.015624279,0.0054804776,0.7406837,-0.037010126,0.07127928,-0.048753873,-0.07679636,0.025615845,-0.06631581,6.852164e-06,6.827529e-06,2.3185646e-06,5.3780973e-06,4.7263447e-06,0.000110023175,5.8090434e-05,5.8068348e-05,2.7716467e-06,1,1,9,0
119519525,119518999,-0.08390024,0.11746797,-0.31384444,0.67198294,-0.0199272,0.008406845,0.74025077,-0.013051136,0.066446096,-0.08138314,0.0025969767,0.026016638,0.008262874,6.487491e-06,6.4828587e-06,2.3143214e-06,5.4029633e-06,4.6831983e-06,0.00011007175,5.6428846e-05,5.620701e-05,3.069865e-06,1,1,9,0
120017558,120016978,-0.08808376,0.13110365,-0.36378753,0.66671973,-0.016871488,0.007836609,0.74507636,0.0022527275,0.024595816,-0.10907496,0.004839852,-0.010154754,0.037120447,6.6791686e-06,6.6789867e-06,2.4116564e-06,5.4099787e-06,4.5992047e-06,0.00011008851,5.7194848e-05,5.7197638e-05,3.3062256e-06,1,1,9,0
120525958,120525395,-0.079849124,0.12614031,-0.4214072,0.6603225,-0.0133562265,0.006632485,0.7508341,0.021265764,-0.007175838,-0.122998,0.012402254,-0.0017162486,0.040024456,7.044402e-06,7.044514e-06,2.5961324e-06,5.323805e-06,4.4260805e-06,0.00011073815,5.868711e-05,5.86921e-05,3.3697847e-06,1,1,9,0
121027006,121026333,-0.06983478,0.11465945,-0.48689124,0.6614765,-0.012611687,0.0054227,0.74984026,0.016223477,-0.01929391,-0.14373742,-0.012684351,-0.02600997,-0.01823822,6.5430104e-06,6.5442496e-06,2.5227612e-06,5.3208796e-06,4.2312963e-06,0.00011114973,5.674837e-05,5.6832967e-05,3.0985589e-06,1,1,9,0
121520375,121519748,-0.06306709,0.10411816,-0.5650637,0.6646141,-0.012108185,0.0054036565,0.74706924,0.010423663,-0.019708242,-0.18858978,-0.036962345,-0.048358887,-0.035385665,6.7498195e-06,6.7506294e-06,2.459876e-06,5.3094063e-06,4.0351415e-06,0.00011131997,5.8078476e-05,5.8027483e-05,2.8793502e-06,1,1,9,0
122024038,122019178,-0.053499155,0.09449342,-0.65750915,0.663536,-0.010909524,0.005291618,0.7480461,0.022539768,-0.021147922,-0.20892288,0.0033443833,0.0026227839,0.019339146,6.680153e-06,6.6786465e-06,2.3964408e-06,5.2931646e-06,3.891113e-06,0.000111507325,5.6841774e-05,5.681092e-05,2.6967493e-06,1,1,9,0
122523596,122518607,-0.04488589,0.08147953,-0.7231932,0.6621327,-0.010176519,0.0051257196,0.74930006,0.02310647,-0.025699256,0.1129288,-0.03258217,-0.034580845,0.0070259427,6.5671666e-06,6.567041e-06,2.3148687e-06,5.3335075e-06,3.8557455e-06,0.000111698624,5.603457e-05,5.6036322e-05,2.5769311e-06,1,1,9,0
123026194,123025599,-0.042666253,0.06839692,-0.6822136,0.6648441,-0.009725344,0.0030303048,0.7469128,0.00045578476,-0.02162679,-0.01546856,-0.009864196,-0.0129795475,-0.052813105,6.3598573e-06,6.3575694e-06,2.293315e-06,5.468945e-06,3.924978e-06,0.00011210951,5.507838e-05,5.506608e-05,2.5092302e-06,1,1,9,0
123515140,123514493,-0.044404723,0.06084059,-0.68025786,0.6649516,-0.009846663,0.0031701787,0.74681485,0.0025307154,-0.024171334,-0.010980937,-0.031816084,0.011491571,-0.013721354,6.8800946e-06,6.879461e-06,2.300858e-06,5.4978977e-06,3.8857984e-06,0.00011246342,5.9259615e-05,5.922037e-05,2.4867386e-06,1,1,9,0
124026495,124025949,-0.04215014,0.05276576,-0.6619491,0.6653283,-0.008664912,0.0031739315,0.7464939,0.008518641,-0.015353606,0.0146301715,-0.018865062,0.012000813,-0.023353996,6.558392e-06,6.5586637e-06,2.2354754e-06,5.3865115e-06,3.7976342e-06,0.00011259955,5.5837572e-05,5.584371e-05,2.430799e-06,1,1,9,0
124524253,124519307,-0.040965248,0.0439581,-0.6551204,0.6632452,-0.008870719,0.0026726448,0.74834484,-0.0008242807,-0.011197007,-0.012284685,-0.0074389,0.050621666,-0.008934942,7.0745705e-06,7.0743163e-06,2.2912302e-06,5.3799263e-06,3.832225e-06,0.00011303992,5.9107442e-05,5.91064e-05,2.473915e-06,1,1,9,0
125026822,125026292,-0.040784705,0.03533934,-0.65309525,0.666913,-0.008739672,0.0019954075,0.7450817,-0.006420687,-0.019406551,-0.0011852408,-0.029114954,-0.02780026,-0.035477515,7.042719e-06,7.042697e-06,2.3173188e-06,5.3189547e-06,3.779993e-06,0.00011347256,5.845476e-05,5.8455615e-05,2.4733097e-06,1,1,9,0
125526256,125521149,-0.041910928,0.030038415,-0.6538174,0.665996,-0.0083734505,0.0022562335,0.745905,0.004497143,-0.011904912,-0.012644391,0.011708246,0.0195816,0.013985009,6.753257e-06,6.7533824e-06,2.2972274e-06,5.2803334e-06,3.7377474e-06,0.00011380733,5.7342833e-05,5.7342106e-05,2.4396463e-06,1,1,9,0
126023954,126023572,-0.041620184,0.02850325,-0.6548081,0.6607078,-0.008861924,0.0026374075,0.75058633,-0.002931566,-0.0022369474,-0.008703308,0.040636107,-0.0033364042,0.061720885,7.0108417e-06,7.01077e-06,2.3628224e-06,5.298573e-06,3.7880425e-06,0.000114484465,5.794146e-05,5.794201e-05,2.475086e-06,1,1,9,0
126528012,126523030,-0.04053332,0.02867394,-0.6573527,0.6591116,-0.0086514205,0.0023807231,0.75199175,-0.006533873,0.0015057952,-0.011327765,0.00072234496,0.020123178,-0.019951286,6.9189978e-06,6.9190287e-06,2.33974e-06,5.3030813e-06,3.7806699e-06,0.00011490293,5.8175116e-05,5.817326e-05,2.4548244e-06,1,1,9,0
