timestamp,load,ram_usage
110637855,0.47651792,0.40972432
111137810,0.48926258,0.41015872
111637832,0.4519791,0.41015872
112137808,0.44787693,0.41015872
112637810,0.44681257,0.41015872
113137808,0.44883317,0.41015872
113637812,0.44828218,0.41015872
114137808,0.44705403,0.41015872
114637850,0.44752455,0.41015872
115138011,0.44466335,0.41015872
115638043,0.44771898,0.41015872
116137823,0.44395244,0.41015872
116637808,0.44313127,0.41015872
117137808,0.43653202,0.41015872
117637808,0.4380324,0.41015872
118137807,0.40692556,0.41015872
118638388,0.400674,0.41015872
119138045,0.40361363,0.41015872
119638284,0.40523767,0.41015872
120137811,0.40444285,0.41015872
120637822,0.40387034,0.41015872
121137911,0.40288442,0.41015872
121637890,0.40693468,0.41015872
122137922,0.40473193,0.41015872
122637918,0.40644842,0.41015872
123137888,0.40694487,0.41015872
123638119,0.40694624,0.41015872
124137809,0.4028253,0.41015872
124637808,0.40346324,0.41015872
125137829,0.3968109,0.41015872
125637808,0.40079886,0.41015872
126137826,0.4000972,0.41015872
126637818,0.40327722,0.41015872
127137810,0.39892197,0.41015872
127638426,0.40162957,0.41015872
128137808,0.40085828,0.41015872
128637808,0.43084192,0.41015872
129138145,0.4566543,0.41015872
129637808,0.45959353,0.41015872
130138006,0.45636803,0.41015872
130637811,0.452424,0.41015872
131137808,0.4583642,0.41015872
131638224,0.45286667,0.41015872
132138044,0.44623822,0.41015872
132638110,0.44401258,0.41015872
133137808,0.4454639,0.41015872
133637827,0.45062006,0.41015872
134137822,0.45685184,0.41015872
134637814,0.45124638,0.41015872
135138247,0.4530031,0.41015872
135637808,0.44886732,0.41015872
136137809,0.4576125,0.41555557
136637821,0.4545613,0.41555557
137137809,0.4600203,0.41555557
137637844,0.4607497,0.41555557
138137809,0.46181375,0.41555557
138638095,0.46360397,0.41555557
139137933,0.46108896,0.41555557
139637809,0.4646232,0.41555557
140137879,0.45961952,0.41555557
140637809,0.46460676,0.41555557
141138005,0.46062064,0.41555557
141637809,0.4591843,0.41555557
142137808,0.45655978,0.41555557
142637961,0.45598733,0.41555557
143137809,0.45835114,0.41555557
143637885,0.45700765,0.41555557
144137809,0.4593768,0.41555557
144637834,0.45709807,0.41555557
145137809,0.45604104,0.41555557
145637809,0.4579782,0.41555557
146138085,0.45584822,0.41555557
146637809,0.4582417,0.41555557
147137966,0.4541247,0.41555557
147638001,0.43798238,0.41555557
148137824,0.46043032,0.41555557
148637828,0.46460825,0.41555557
149137831,0.4619093,0.41555557
149637831,0.46444398,0.41555557
150137830,0.4626565,0.41555557
150637923,0.46447998,0.41321638
151137837,0.46361166,0.41321638
151637850,0.4656344,0.41321638
152137831,0.46114844,0.41321638
152637855,0.46451432,0.41321638
153137809,0.4624464,0.41321638
153637887,0.46411955,0.41321638
154137918,0.4578529,0.41321638
154638001,0.4632569,0.41321638
155138125,0.46545362,0.41321638
155637910,0.46205384,0.41321638
156137882,0.4642272,0.41321638
156637836,0.45872557,0.41321638
157137810,0.46386033,0.41321638
157637922,0.45977575,0.41321638
158137841,0.4610107,0.41321638
158638015,0.46392035,0.41321638
159137840,0.4606713,0.41321638
159637836,0.46388954,0.41321638
160138136,0.46070993,0.41321638
160637833,0.46306294,0.41321638
161137851,0.46407074,0.41321638
161637867,0.46457636,0.41321638
162137903,0.4657731,0.41321638
162637892,0.4616192,0.41321638
163138025,0.46484774,0.41321638
163637809,0.46477276,0.41321638
164137813,0.46119076,0.41321638
164637808,0.4660387,0.41321638
165137860,0.46397865,0.41321638
165638280,0.46139657,0.41321638
166137809,0.46367276,0.41321638
166638007,0.46179152,0.41321638
167137828,0.4626183,0.41321638
167637826,0.46225613,0.41321638
168138125,0.4592424,0.41321638
168637827,0.4628353,0.41321638
169137808,0.46298993,0.41321638
169637809,0.46369725,0.41321638
170137909,0.46323955,0.41321638
170637834,0.45917177,0.41321638
171138277,0.458076,0.41321638
171637808,0.45953733,0.41321638
172137863,0.45835966,0.41321638
172637810,0.45878077,0.41321638
173137809,0.45540285,0.41321638
173637809,0.45635295,0.41321638
174137839,0.45856982,0.41321638
174638256,0.4613012,0.41321638
175137809,0.45687556,0.41321638
175638015,0.45633954,0.41321638
176137821,0.45953137,0.41321638
176638010,0.4584238,0.41321638
177137808,0.4541989,0.41321638
177637809,0.45692027,0.41321638
178137809,0.46397144,0.41321638
178637809,0.46148705,0.41321638
179138399,0.46437967,0.41321638
179637809,0.46338767,0.41321638
180137866,0.46124512,0.41321638
180637824,0.4616753,0.41321638
181138023,0.4604038,0.41321638
181637810,0.46352232,0.41321638
182137812,0.46253455,0.41321638
182637809,0.46360123,0.41321638
183137885,0.46279442,0.41321638
183637855,0.4611554,0.41321638
184137850,0.46314263,0.41321638
184637857,0.46437365,0.41321638
185137817,0.45999926,0.41321638
185637970,0.46194953,0.41321638
186137824,0.4645794,0.41321638
186637829,0.46318746,0.41321638
187137809,0.46177423,0.41321638
187637808,0.4549033,0.41321638
188138147,0.4614846,0.41321638
188637812,0.46379077,0.41321638
189137808,0.46134818,0.41321638
189637811,0.46331668,0.41321638
190138734,0.46177632,0.41321638
190637840,0.46122646,0.41321638
191138274,0.46253413,0.41321638
191637808,0.46277887,0.41321638
192138109,0.42999214,0.41321638
192638001,0.40705252,0.41321638
193138348,0.4059605,0.41321638
193637884,0.3994484,0.41321638
194137809,0.4035443,0.41321638
194637811,0.3991744,0.41321638
195137867,0.40233493,0.41321638
195637862,0.4041506,0.41321638
196137808,0.4005838,0.41321638
196637952,0.43054658,0.4102757
197137825,0.47723943,0.4102757
