timestamp,timestamp_sample,roll,pitch,yaw,throttle,flaps,aux1,aux2,aux3,aux4,aux5,aux6,buttons,valid,data_source,sticks_moving
110736426,110736392,0.0,0.0,0.0,-0.99002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
110784313,110784252,0.0,0.0,0.0,-0.99002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
110976529,110976494,0.0,0.0,0.0,-0.99002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
111164286,111152192,0.0,0.0,0.0,-0.99002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
111376226,111376192,0.0,0.0,0.0,-0.99002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
111516661,111516628,0.0,0.0,0.0,-0.992016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
111772256,111772222,0.0,0.0,0.0,-0.98602796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
111972227,111972193,0.0,0.0,0.0,-0.96007985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
112172270,112172235,0.0,0.0,0.0,-0.85828346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
112372224,112372191,0.0,0.0,0.0,-0.68463075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
112572464,112572429,0.0,0.0,0.0,-0.33732536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
112772226,112772191,0.0,0.0,0.0,-0.15768465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
112944226,112944191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
113168331,113140191,0.0,0.0,0.0,0.03193617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
113372450,113372415,0.0,0.0,0.0,0.049900237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
113572361,113572327,0.0,0.0,0.0,0.08582838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
113720224,113720191,0.0,0.0,0.0,0.09381241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
113968224,113968191,0.0,0.0,0.0,0.11976052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
114172227,114172191,0.0,0.0,0.0,0.21756491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
114376225,114376191,0.0,0.0,0.0,0.26147708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
114576494,114576461,0.0,0.0,0.0,0.30938128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
114760227,114760194,0.0,0.0,0.0,0.33133736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
114936225,114936192,0.0,0.0,0.0,0.3213573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
115176239,115176203,0.0,0.0,0.0,0.3133733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
115368238,115368192,0.0,0.0,0.0,0.3113773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
115524225,115524191,0.0,0.0,0.0,0.29540923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
115776268,115776191,0.0,0.0,0.0,0.29940122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
115884497,115884423,0.0,0.0,0.0,0.29341322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
116164234,116164200,0.0,0.0,0.0,0.29341322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
116368338,116368304,0.0,0.0,0.0,0.29341322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
116576236,116576191,0.0,0.0,0.0,0.29341322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
116776224,116776191,0.0,0.0,0.0,0.29341322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
116976305,116976272,0.0,0.0,0.0,0.29540923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
117176224,117176191,0.0,0.0,0.0,0.31936133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
117336265,117336191,0.0,0.0,0.0,0.31936133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
117556229,117556196,0.0,0.0,0.0,0.31936133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
117744273,117744238,0.0,0.0,0.0,0.3133733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
117964237,117964191,0.0,0.0,0.0,0.3113773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
118152225,118152191,0.0,0.0,0.0,0.3113773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
118372287,118372253,0.0,0.0,0.0,0.3113773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
118544358,118544209,0.0,0.0,0.0,0.3113773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
118772227,118772192,0.0,0.0,0.0,0.3113773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
118972225,118972191,0.0,0.0,0.0,0.3113773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
119160388,119160354,0.0,0.0,0.0,0.3113773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
119372236,119372191,0.0,0.0,0.0,0.3113773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
119540288,119540254,0.0,0.0,0.0,0.3113773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
