timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
154157008,154156939,589834,0.34480205,-0.06476104,0.41616818,3
154717010,154716939,589834,0.2736453,-0.14822978,0.74945045,3
155137007,155136938,589834,0.4735751,-0.18043806,0.47395477,3
155697007,155696938,589834,0.24995664,-0.14297362,0.7166242,3
156237007,156186938,589834,0.32280278,-0.14529327,0.64375997,3
156677007,156676938,589834,0.15602595,-0.14438196,0.5867653,3
157237005,157236938,589834,0.33539304,-0.12050689,0.463014,3
157657313,157657096,589834,0.3463671,-0.0799482,0.69024676,3
158217017,158216938,589834,0.38399842,-0.13133866,0.899287,3
158637008,158636939,589834,0.22106858,-0.13201195,0.80303437,3
159197007,159196938,589834,0.29665115,-0.021698235,0.72535217,3
159737007,159686938,589834,0.31594038,-0.1703221,0.7504703,3
160177007,160176938,589834,0.25792015,-0.182924,0.49236032,3
160737008,160736939,589834,0.22737753,-0.116771586,0.736325,3
161157022,161156938,589834,0.24025713,-0.24510527,0.7251714,3
161717007,161716938,589834,0.32052845,-0.038598556,0.4202379,3
162137151,162137074,589834,0.2329351,-0.031187877,0.67096585,3
162697005,162696938,589834,0.31887025,-0.24985942,0.5240784,3
163237053,163186947,589834,0.36473262,-0.15585566,0.57968473,3
163677010,163676939,589834,0.22923788,-0.007581533,0.9080537,3
164237152,164237082,589834,0.3403271,-0.20137325,0.64487803,3
164657102,164656939,589834,0.20278545,-0.15052576,0.7589072,3
165217014,165216939,589834,0.425473,-0.24784821,0.4538079,3
165637021,165636939,589834,0.29750937,-0.06348105,0.610379,3
166197014,166196938,589834,0.30992752,-0.16661091,0.8405937,3
166737157,166686940,589834,0.17431223,-0.055963747,0.59532905,3
167177005,167176938,589834,0.21091333,-0.2218683,0.48923436,3
167737006,167736938,589834,0.2847145,-0.09695226,0.7338595,3
168157167,168157094,589834,0.23543221,-0.15242141,0.7122735,3
168717039,168716971,589834,0.44156402,-0.14421947,0.65829825,3
169137009,169136938,589834,0.28696027,-0.105786026,0.6543646,3
169697080,169696940,589834,0.2591636,-0.105253115,0.7237523,3
170237007,170186940,589834,0.37506542,-0.16320169,0.5217802,3
170677008,170676939,589834,0.34537482,0.0026498807,0.3976506,3
171237165,171236939,589834,0.35467395,-0.18890099,0.6123055,3
171657009,171656940,589834,0.38390628,-0.13092613,0.47045553,3
172217009,172216940,589834,0.2585782,-0.15331626,0.8615295,3
172637017,172636939,589834,0.29615688,-0.17422347,0.5124936,3
173197018,173196939,589834,0.21479407,0.032384038,0.90081817,3
173737146,173686959,589834,0.28127962,-0.13344939,0.68653715,3
174177163,174177088,589834,0.3249041,-0.17183997,0.55528736,3
174737237,174737168,589834,0.29219067,-0.04443242,0.8616595,3
175157200,175157104,589834,0.246399,0.0007155256,0.6426294,3
175717163,175717070,589834,0.3174346,-0.15579462,0.74407727,3
176137235,176137045,589834,0.42919332,-0.2058984,0.5489327,3
176697086,176697008,589834,0.23721743,-0.17324086,0.6256867,3
177237043,177187050,589834,0.20925742,-0.14734596,0.52560043,3
177677014,177676947,589834,0.24644546,-0.10564972,0.709466,3
178237006,178236938,589834,0.39860085,-0.15587848,0.44359964,3
178657178,178657111,589834,0.21501514,-0.28310654,0.47369906,3
179217006,179216938,589834,0.37103,-0.15406531,0.7444426,3
179637042,179636950,589834,0.24704793,-0.24173902,0.5675983,3
180197080,180197012,589834,0.35416177,-0.043797996,0.7257662,3
180737006,180686964,589834,0.30957267,-0.13371193,0.61218274,3
181177121,181176938,589834,0.41407907,-0.17489097,0.49342197,3
181737223,181737138,589834,0.22839262,-0.09130548,0.75618815,3
182157006,182156938,589834,0.30423543,-0.20406252,0.67303276,3
182717161,182716939,589834,0.21112204,-0.13527778,0.75185037,3
183137007,183136938,589834,0.24782978,-0.041323975,0.8116541,3
183697006,183696938,589834,0.43603277,-0.22810014,0.5120807,3
184237009,184186941,589834,0.35493478,-0.11304002,0.6186274,3
184677008,184676939,589834,0.2806183,-0.13756418,0.7906674,3
185237005,185236938,589834,0.34432074,0.016082527,0.40615088,3
185657160,185657090,589834,0.42294157,-0.032280415,0.4010536,3
186217007,186216939,589834,0.38133392,-0.10852756,0.44627786,3
186637009,186636940,589834,0.2791758,-0.18965271,0.41867363,3
187197030,187196938,589834,0.3218338,-0.034414258,0.7809151,3
187737007,187686965,589834,0.31548184,-0.2038765,0.598088,3
188177007,188176939,589834,0.30970883,-0.23665947,0.502704,3
188737015,188736938,589834,0.22299816,-0.09740923,0.6950982,3
189157024,189156938,589834,0.2462322,-0.049991455,0.43251947,3
189717007,189716939,589834,0.3777654,-0.1625217,0.4250035,3
190137007,190136939,589834,0.30740133,-0.17559314,0.7553865,3
190697007,190696939,589834,0.34221983,-0.12336085,0.5454215,3
191237051,191186943,589834,0.3244575,-0.15539077,0.56118566,3
191677012,191676938,589834,0.25976652,-0.096086666,0.55477184,3
192237192,192237118,589834,0.15736373,-0.14881943,0.5754187,3
192657213,192657119,589834,0.11342191,-0.14575112,0.580795,3
193217335,193217263,589834,0.15016012,-0.16247037,0.5171633,3
193637078,193637009,589834,0.1365512,-0.1449388,0.5127941,3
194197026,194196957,589834,0.098173656,-0.11773831,0.52102625,3
194737027,194686958,589834,0.11919157,-0.101805925,0.48754954,3
195177006,195176938,589834,0.15902574,0.056224335,0.70729876,3
195737066,195736997,589834,0.0063783885,-0.14902201,0.39120936,3
196157015,196156938,589834,0.04508299,-0.12081784,0.38576856,3
196717007,196716939,589834,-0.0902735,-0.15740712,0.32919037,6
197137010,197136941,589834,-0.07691495,-0.14353834,0.36760822,6
