timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2],reset_integral
110775217,0.041153707,-0.22908828,-0.0003039826,0.0,0.0,-0.001,0
110780154,0.041316573,-0.22924721,-0.00040691672,0.0,0.0,-0.001,0
110795151,0.041361645,-0.22930847,-0.00034742724,0.0,0.0,-0.001,0
110815135,0.041492682,-0.22931093,-0.00028732826,0.0,0.0,-0.001,0
110835122,0.04108409,-0.22934283,-0.00026341015,0.0,0.0,-0.001,0
110855137,0.040854856,-0.2290244,-0.00030658804,0.0,0.0,-0.001,0
110875156,0.040997967,-0.22869086,-0.00030698354,0.0,0.0,-0.001,0
110895149,0.04098126,-0.22849928,-0.00032008084,0.0,0.0,-0.001,0
110915172,0.04103734,-0.22858262,-0.00022003466,0.0,0.0,-0.001,0
110935212,0.041026898,-0.22877498,-0.00036457716,0.0,0.0,-0.001,0
110955203,0.04129681,-0.22904532,-0.00039431496,0.0,0.0,-0.001,0
110975242,0.04106712,-0.22924286,-0.00034366353,0.0,0.0,-0.001,0
110995326,0.04094166,-0.22925581,-0.0002910756,0.0,0.0,-0.001,0
111015193,0.04094049,-0.22895901,-0.00037162568,0.0,0.0,-0.001,0
111035214,0.041089516,-0.22870488,-0.0003678441,0.0,0.0,-0.001,0
111055290,0.040957496,-0.2285845,-0.00027672874,0.0,0.0,-0.001,0
111075212,0.041164715,-0.22854549,-0.00027069513,0.0,0.0,-0.001,0
111095233,0.041441776,-0.22859582,-0.00040058087,0.0,0.0,-0.001,0
111115237,0.041368835,-0.22874126,-0.0002969419,0.0,0.0,-0.001,0
111135226,0.041207865,-0.22908394,-0.00024220673,0.0,0.0,-0.001,0
111155257,0.04108907,-0.2291598,-0.00033192575,0.0,0.0,-0.001,0
111175286,0.041152146,-0.22894289,-0.00033931137,0.0,0.0,-0.001,0
111195299,0.041188654,-0.22891754,-0.0003043448,0.0,0.0,-0.001,0
111215368,0.04120828,-0.22875978,-0.00024090342,0.0,0.0,-0.001,0
111235266,0.041380763,-0.22874838,-0.0003051449,0.0,0.0,-0.001,0
111255309,0.04141221,-0.22873224,-0.0003538913,0.0,0.0,-0.001,0
111275330,0.041445903,-0.22893192,-0.0002856389,0.0,0.0,-0.001,0
111295281,0.041415293,-0.22922637,-0.0002694145,0.0,0.0,-0.001,0
111315293,0.04139621,-0.22916014,-0.0003436835,0.0,0.0,-0.001,0
111335308,0.04140967,-0.22901759,-0.00037500684,0.0,0.0,-0.001,0
111355315,0.041298196,-0.22903454,-0.00031268146,0.0,0.0,-0.001,0
111375352,0.041442726,-0.22899646,-0.000326923,0.0,0.0,-0.001,0
111395367,0.041366007,-0.22895887,-0.00042216177,0.0,0.0,-0.001,0
111415373,0.04142111,-0.22896335,-0.00036215398,0.0,0.0,-0.001,0
111435490,0.04137232,-0.2289742,-0.00020348231,0.0,0.0,-0.001,0
111455337,0.041320458,-0.22908694,-0.00035609637,0.0,0.0,-0.001,0
111475366,0.041093282,-0.22890049,-0.0003137882,0.0,0.0,-0.001,0
111495466,0.041129787,-0.22901115,-0.00030384288,0.0,0.0,-0.001,0
111515357,0.0412963,-0.22920552,-0.00024564465,0.0,0.0,-0.001,0
111535394,0.041241482,-0.22912683,-0.00023654489,0.0,0.0,-0.001,0
111555365,0.04139594,-0.22911242,-0.00038138594,0.0,0.0,-0.001,0
111575371,0.041252773,-0.2290125,-0.00025507994,0.0,0.0,-0.001,0
111595425,0.041208155,-0.2293402,-0.0002412251,0.0,0.0,-0.001,0
111615395,0.041112132,-0.22920719,-0.00033216362,0.0,0.0,-0.001,0
111635390,0.04126538,-0.22917196,-0.0002932368,0.0,0.0,-0.001,0
111655434,0.041370157,-0.22950546,-0.00033848733,0.0,0.0,-0.001,0
111675412,0.041284375,-0.22945304,-0.00031877717,0.0,0.0,-0.001,0
111695443,0.041265167,-0.2295696,-0.00023876829,0.0,0.0,-0.001,0
111715535,0.041262858,-0.22982681,-0.00029579812,0.0,0.0,-0.001,0
111735471,0.041246556,-0.22994916,-0.00031337384,0.0,0.0,-0.001,0
111755457,0.041144416,-0.22985889,-0.0002706162,0.0,0.0,-0.001,0
111775521,0.04111791,-0.22981459,-0.00028245218,0.0,0.0,-0.001,0
111795502,0.04116995,-0.22992831,-0.00034111552,0.0,0.0,-0.001,0
111815488,0.041233134,-0.23012508,-0.00037392153,0.0,0.0,-0.001,0
111835488,0.04116636,-0.23001456,-0.00025394937,0.0,0.0,-0.001,0
111855475,0.041430812,-0.2301956,-0.0002569366,0.0,0.0,-0.001,0
