timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
111125205,111124781,0.6634933,-0.01528005,0.009305304,0.7479683,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
111625370,111624957,0.66355234,-0.0153021505,0.009326661,0.74791527,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
112125555,112125132,0.6636199,-0.015398038,0.009401168,0.74785244,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
112620709,112620305,0.66366106,-0.015461025,0.009532694,0.7478129,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
113120914,113120480,0.66374886,-0.015506622,0.009583892,0.74773335,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
113621056,113620659,0.6637914,-0.015477563,0.009569566,0.74769634,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
114121240,114120827,0.66385144,-0.015462388,0.009547063,0.7476437,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
114621424,114620999,0.6638783,-0.015515582,0.0094443625,0.74762005,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
115121598,115121170,0.66393614,-0.0150138885,0.009155976,0.74758255,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
115626756,115626342,0.6640206,-0.013640459,0.008472702,0.7475419,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
116126915,116126510,0.6645726,-0.0013473198,-0.0010999158,0.7472217,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
116622078,116621673,0.66457003,0.011540655,-0.011903937,0.74704206,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
117122238,117121832,0.6590512,0.011280084,-0.00817761,0.7519691,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
117622390,117621985,0.66320837,-0.020769082,0.01772991,0.7479365,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
118122414,118122132,0.66845804,-0.03615617,0.034220796,0.74208194,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
118622611,118622274,0.67085165,-0.01855905,0.019289631,0.7411084,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
119122686,119122412,0.6747384,-0.026872633,0.023897175,0.7371804,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
119622839,119622546,0.6732846,-0.02925419,0.025927156,0.73834944,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
120122956,120122676,0.66785866,-0.025433833,0.024186706,0.7434601,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
120623075,120622803,0.6625804,-0.022017604,0.02305168,0.7483122,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
121123222,121122928,0.66366154,-0.020931136,0.021629129,0.7474272,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
121623344,121623049,0.66619456,-0.020411758,0.021198051,0.74519724,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
122123461,122123168,0.6665316,-0.019286891,0.021939848,0.7449042,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
122618582,122618283,0.6643505,-0.0177092,0.021424841,0.7469042,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
123123695,123123398,0.66752887,-0.018839449,0.02047024,0.74406403,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
123618785,123618506,0.6680472,-0.020011138,0.021332236,0.74354386,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
124118891,124118615,0.6680845,-0.018602042,0.021296257,0.743548,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
124618997,124618720,0.66743237,-0.01856184,0.02053313,0.74415594,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
125124222,125123824,0.67006606,-0.018946398,0.019453406,0.74180466,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
125624199,125623925,0.6692845,-0.017429836,0.019538427,0.7425447,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
126124301,126124023,0.6636546,-0.018525666,0.020839822,0.74751925,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
126624393,126624119,0.66386944,-0.018670764,0.020967105,0.74732137,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
127119489,127119212,0.66401684,-0.018574242,0.019858021,0.7472231,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
127624579,127624304,0.66561097,-0.017665114,0.019393152,0.7458378,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
128124665,128124393,0.66701704,-0.01757511,0.018965911,0.7445937,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
128624763,128624480,0.6716325,-0.014750249,0.013833106,0.74060845,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
129124840,129124564,0.68145055,-0.019068712,0.019824648,0.73134714,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
129625007,129624646,0.6895497,-0.020827403,0.02796075,0.72339875,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
130125001,130124727,0.696767,-0.017720738,0.019606346,0.7168106,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
130620081,130619804,0.7030963,-0.022148242,0.016835561,0.71055025,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
131120226,131119879,0.7061444,-0.023701526,0.0215639,0.70734245,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
131625234,131624953,0.7068177,-0.01890071,0.027154097,0.7066217,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
132125305,132125025,0.708,-0.014757703,0.027798377,0.7055108,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
132625370,132625093,0.70927626,-0.0123096565,0.02518863,0.70437294,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
133125441,133125160,0.7101764,-0.01513471,0.022526508,0.7035006,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
133625520,133625225,0.71032727,-0.017892046,0.018661862,0.7033966,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
134120584,134120287,0.70913607,-0.016324626,0.01747685,0.70466596,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
134624371,134620347,0.70849127,-0.018993922,0.020824159,0.7051566,0.8029726,1.830494e-09,5.3233096e-10,0.59601593,1
