timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
111121568,111116875,0.6637621,-0.0024945736,-0.009563248,0.7478785,0.7812482,-1.6701571e-09,-7.655977e-10,0.62422067,1
111620986,111620867,0.6637884,-0.002594984,-0.009640003,0.7478538,0.7812482,-1.6701571e-09,-7.655977e-10,0.62422067,1
112121065,112120344,0.6638041,-0.0027479262,-0.009694613,0.7478386,0.7812482,-1.6701571e-09,-7.655977e-10,0.62422067,1
112621460,112621327,0.6638446,-0.002919727,-0.00958865,0.7478034,0.7812482,-1.6701571e-09,-7.655977e-10,0.62422067,1
113121631,113120804,0.6638688,-0.0029452331,-0.009427382,0.7477839,0.7812482,-1.6701571e-09,-7.655977e-10,0.62422067,1
113614389,113614263,0.6638597,-0.002949076,-0.009339059,0.747793,0.7812482,-1.6701571e-09,-7.655977e-10,0.62422067,1
114121744,114121263,0.6638659,-0.0030270582,-0.009372404,0.74778676,0.7812482,-1.6701571e-09,-7.655977e-10,0.62422067,1
114620819,114616271,0.66387594,-0.0030405568,-0.009460602,0.7477768,0.7812482,-1.6701571e-09,-7.655977e-10,0.62422067,1
115114323,115114196,0.6639055,-0.0024857728,-0.009809956,0.7477481,0.7812482,-1.6701571e-09,-7.655977e-10,0.62422067,1
115622898,115622697,0.6639373,-0.0009780428,-0.010542749,0.7477133,0.7812482,-1.6701571e-09,-7.655977e-10,0.62422067,1
116117770,116117654,0.6639438,0.011448151,-0.01960485,0.7474377,0.7812482,-1.6701571e-09,-7.655977e-10,0.62422067,1
116617315,116617164,0.6637189,0.02557948,-0.031373467,0.74688596,0.7812482,-1.6701571e-09,-7.655977e-10,0.62422067,1
117119720,117119576,0.6581891,0.02587935,-0.028294712,0.7518755,0.7812482,-1.6701571e-09,-7.655977e-10,0.62422067,1
117613109,117613002,0.6624196,-0.007986249,-0.000983237,0.7490899,0.7812482,-1.6701571e-09,-7.655977e-10,0.62422067,1
118114204,118113993,0.66796494,-0.02696612,0.017818008,0.7434906,0.7812482,-1.6701571e-09,-7.655977e-10,0.62422067,1
118619652,118619406,0.66983026,-0.009114519,0.0024493488,0.74245435,0.7812482,-1.6701571e-09,-7.655977e-10,0.62422067,1
