timestamp,timestamp_sample,control_mode_flags,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,hdg_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,mag_inclination_deg,mag_inclination_ref_deg,mag_strength_gs,mag_strength_ref_gs,gps_check_fail_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_height,pre_flt_fail_innov_pos_horiz,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
110769733,110576821,171865829443,0.00015654395,0.0007010446,0.00046746345,0,0.0038450419,0.0015600665,0.00024200119,nan,0.0051130145,0.021253018,nan,nan,nan,0.009027,6946858,6684714,6815762,589834,nan,nan,nan,nan,0,431,2,1,3,2,1,0,0,0,0,0,0,0,0
110780904,110585802,171865829443,0.00015910735,0.0007193409,0.0004686582,0,0.0037860137,0.0015525363,0.00024319306,nan,0.0051059104,0.021042423,nan,nan,nan,0.009027,6946858,6684714,6815762,589834,nan,nan,nan,nan,0,431,2,1,3,2,1,0,0,0,0,0,0,0,0
110975743,110764878,171865829443,0.00014154936,0.0006845505,0.00037623208,0,0.0039396943,0.0015784579,0.00022783574,nan,0.004529555,0.01814333,nan,nan,nan,0.009027,6946858,6684714,6815762,589834,nan,nan,nan,nan,0,431,2,1,3,2,1,0,0,0,0,0,0,0,0
111370060,111171081,171865829443,0.00026660284,0.0018452884,0.0011757715,0,0.0035988966,0.0015210707,0.00017272725,nan,0.0062023536,0.010263618,nan,nan,nan,0.009027,6946858,6684714,6815762,589834,nan,nan,nan,nan,0,431,2,1,3,2,1,0,0,0,0,0,0,0,0
111567091,111369623,171865829443,0.0003323877,0.002359024,0.0016657498,0,0.0036262167,0.0015196885,0.000116301046,nan,0.007912849,0.02397056,nan,nan,nan,0.009027,6946858,6684714,6815762,589834,nan,nan,nan,nan,0,431,2,1,3,2,1,0,0,0,0,0,0,0,0
111770067,111575733,171865829443,0.00034381662,0.002442242,0.0019819797,0,0.003613541,0.0015026069,4.616411e-05,nan,0.008230002,0.036332235,nan,nan,nan,0.009027,6946858,6684714,6815762,589834,nan,nan,nan,nan,0,431,2,1,3,2,1,0,0,0,0,0,0,0,0
111971915,111778834,171865829443,0.0003090088,0.0023031943,0.0021109846,0,0.003642842,0.0015011511,2.5017127e-05,nan,0.007630362,0.048836075,nan,nan,nan,0.009027,6946858,6684714,6815762,589834,nan,nan,nan,nan,0,431,2,1,3,2,1,0,0,0,0,0,0,0,0
112168863,111971404,171865829443,0.0002512666,0.00202817,0.002150192,0,0.0035818901,0.0014893857,4.4265376e-05,nan,0.0068786694,0.059092965,nan,nan,nan,0.009027,6946858,6684714,6815762,589834,nan,nan,nan,nan,0,431,2,1,3,2,1,0,0,0,0,0,0,0,0
112375038,112182027,171865829443,0.00019117152,0.0017763281,0.0020604567,0,0.0038245197,0.0015295527,4.507478e-05,nan,0.0070779203,0.07047047,nan,nan,nan,0.009027,6946858,6684714,6815762,589834,nan,nan,nan,nan,0,431,2,1,3,2,1,0,0,0,0,0,0,0,0
112572226,112374642,171865829443,0.00023583784,0.002039502,0.0021641245,0,0.0037522065,0.0015276051,6.540264e-05,nan,0.0075310366,0.08086579,nan,nan,nan,0.009027,6946858,6684714,6815762,589834,nan,nan,nan,nan,0,431,2,1,3,2,1,0,0,0,0,0,0,0,0
