timestamp,timestamp_sample,time_last_fuse,device_id,observation[0],observation[1],observation[2],observation_variance[0],observation_variance[1],observation_variance[2],innovation[0],innovation[1],innovation[2],innovation_filtered[0],innovation_filtered[1],innovation_filtered[2],innovation_variance[0],innovation_variance[1],innovation_variance[2],test_ratio[0],test_ratio[1],test_ratio[2],test_ratio_filtered[0],test_ratio_filtered[1],test_ratio_filtered[2],estimator_instance,innovation_rejected,fused
111090940,110892163,110899701,0,-0.01203652,-0.16601948,0.32294047,0.0025000002,0.0025000002,0.0025000002,0.052522883,-0.020297185,0.01171875,0.023002503,-0.0012686864,0.000113174836,0.0025052815,0.002502195,0.0025020984,0.12234833,0.018293528,0.0060983566,0.043039877,-0.0029004612,0.00030184226,0,0,1
111581056,111381939,111389874,0,0.027700549,-0.17423575,0.33978638,0.0025000002,0.0025000002,0.0025000002,0.012691945,-0.012034863,-0.005137205,0.0126843555,-0.006386385,-0.0010509368,0.002505272,0.0025021862,0.002502092,0.007144288,0.006431578,0.001171948,0.02097073,-0.005755915,-0.00029658538,0,0,1
112141230,111941946,111950071,0,0.0361471,-0.1664496,0.3114376,0.0025000002,0.0025000002,0.0025000002,0.0040464997,-0.019710883,0.02313155,0.014351427,-0.014864365,0.011318094,0.0025052698,0.0025021792,0.0025020854,0.0007262097,0.01725245,0.023761066,0.023831973,-0.014060078,0.012344694,0,0,1
112631262,112431973,112440242,0,0.031883836,-0.16908571,0.31472415,0.0025000002,0.0025000002,0.0025000002,0.008164011,-0.016936466,0.01978305,0.016930401,-0.016529076,0.012815413,0.0025052684,0.0025021737,0.00250208,0.0029560404,0.012737491,0.01737971,0.021032512,-0.018157888,0.012384916,0,0,1
113121568,112922020,112930413,0,0.0140316915,-0.18638775,0.32195434,0.0025000002,0.0025000002,0.0025000002,0.025968596,0.00040487945,0.012430459,0.016441593,-0.011909033,0.01622759,0.0025052694,0.0025021692,0.0025020747,0.029908871,7.2843436e-06,0.006861682,0.020120246,-0.011430954,0.015089586,0,0,1
113611644,113412123,113420584,0,0.026077058,-0.16031457,0.34023577,0.0025000002,0.0025000002,0.0025000002,0.0138837285,-0.02562736,-0.005844772,0.0147178555,-0.011831715,0.0059399516,0.0025052645,0.0025021627,0.0025020686,0.008549016,0.029164065,0.0015170446,0.013404314,-0.0129628405,0.0057258937,0,0,1
114101914,113901955,113910754,0,0.032680813,-0.18829167,0.3327335,0.0025000002,0.0025000002,0.0025000002,0.0072569028,0.002365306,0.0017290711,0.011761879,-0.005149224,-0.0036749253,0.0025052605,0.0025021587,0.002502063,0.002335647,0.0002484436,0.00013276798,0.010495244,-0.0059090173,-0.005110427,0,0,1
114591921,114391937,114400923,0,0.04419793,-0.18218395,0.33611998,0.0025000002,0.0025000002,0.0025000002,-0.0043140203,-0.0037501007,-0.0016267598,0.011850634,-0.006596967,-0.007685585,0.0025052533,0.002502152,0.0025020565,0.00082541094,0.00062451,0.00011751471,0.010911311,-0.006025231,-0.006498012,0,0,1
115082234,114881967,114891091,0,0.03828522,-0.14994523,0.34646297,0.0025000002,0.0025000002,0.0025000002,0.001802057,-0.035889924,-0.011896908,0.010213686,-0.012737855,-0.006962118,0.002505262,0.002502151,0.0025020526,0.00014402617,0.057199,0.0062854094,0.014324101,-0.017986378,-0.0047533195,0,0,1
115642450,115441979,115451285,0,0.06825866,-0.19242087,0.37108338,0.0025000002,0.0025000002,0.0025000002,-0.027513549,0.006804511,-0.036254406,-0.006942281,-0.004803208,-0.016515294,0.0025052608,0.0025021415,0.002502045,0.033573586,0.0020560008,0.0583693,-0.010113282,-0.007265643,-0.019907985,0,0,1
116132564,115931937,115941448,0,0.14038411,-0.15372272,0.43473014,0.0025000002,0.0025000002,0.0025000002,-0.09605464,-0.0315779,-0.099114,-0.041100036,-0.0068843183,-0.04846857,0.002505404,0.002502135,0.0025020412,0.40918195,0.04428352,0.4362509,-0.14517038,-0.008346838,-0.15505305,0,0,1
116622755,116422022,116431611,0,0.20798336,-0.17901914,0.4647988,0.0025000002,0.0025000002,0.0025000002,-0.14335191,-0.004992813,-0.12698975,-0.10152229,-0.021773443,-0.0867918,0.0025107868,0.0025021755,0.0025021182,0.9093994,0.0011165432,0.71615934,-0.60576016,-0.03943612,-0.40046692,0,0,1
117112780,116912289,116501634,0,0.20480463,-0.17718066,0.5218108,0.0025000002,0.0025000002,0.0025000002,-0.13951197,-0.007058472,-0.1839798,-0.13525045,-0.012614007,-0.12763329,0.002511224,0.002502193,0.0025021252,0.86118215,0.0022123714,1.5031029,-0.9166776,-0.02163895,-0.8176919,0,1,0
117602913,117402187,117341900,0,0.20184368,-0.12909915,0.50447,0.0025000002,0.0025000002,0.0025000002,-0.16339424,-0.05315132,-0.16723396,-0.157518,-0.027188556,-0.14959756,0.0025054077,0.0025023394,0.0025021064,1.1840025,0.12544097,1.2419401,-1.1751546,-0.047685914,-1.0642188,0,1,0
118087798,117891938,117827046,0,0.20807263,-0.17558625,0.53035146,0.0025000002,0.0025000002,0.0025000002,-0.18980148,-0.0087060295,-0.1963908,-0.15762591,-0.02026993,-0.15767042,0.0025090005,0.002502208,0.00250211,1.59535,0.0033656918,1.7127473,-1.1562026,-0.031683866,-1.1646551,0,1,0
118581621,118381944,118107128,0,0.20861894,-0.15806149,0.48939675,0.0025000002,0.0025000002,0.0025000002,-0.17429137,-0.023708284,-0.15202902,-0.16869666,-0.028325798,-0.15844816,0.0025057818,0.0025024228,0.0025021455,1.3469951,0.02495727,1.0263559,-1.3097613,-0.06033313,-1.1477259,0,1,0
119137956,118941941,118597267,0,0.18651168,-0.14179495,0.47739738,0.0025000002,0.0025000002,0.0025000002,-0.15587404,-0.041925512,-0.14133641,-0.1724486,-0.03048361,-0.1573792,0.002506702,0.0025022854,0.0025020964,1.076967,0.07805081,0.8870775,-1.3497195,-0.058842592,-1.1282074,0,1,0
119628166,119431945,118597267,0,0.21651633,-0.107920006,0.5104675,0.0025000002,0.0025000002,0.0025000002,-0.18897164,-0.077621214,-0.17573038,-0.17524377,-0.041275803,-0.16439608,0.0025079842,0.0025022046,0.0025020926,1.5820708,0.2675442,1.3713484,-1.3805007,-0.1018538,-1.2186548,0,1,0
120118357,119921983,118597267,0,0.21911648,-0.13501576,0.49015737,0.0025000002,0.0025000002,0.0025000002,-0.19205052,-0.04973455,-0.15506285,-0.18987682,-0.041768834,-0.16216134,0.0025073232,0.0025022305,0.0025020961,1.6344745,0.10983648,1.0677487,-1.620714,-0.095326446,-1.1798257,0,1,0
120608497,120411938,118597267,0,0.21446648,-0.124466494,0.52182853,0.0025000002,0.0025000002,0.0025000002,-0.18724957,-0.05892693,-0.18600555,-0.19287033,-0.042293884,-0.17350842,0.0025065623,0.0025023043,0.0025021036,1.5542493,0.15418603,1.5363989,-1.6608384,-0.08953435,-1.3546,0,1,0
121098436,120901961,118597267,0,0.23838845,-0.13540834,0.50709265,0.0025000002,0.0025000002,0.0025000002,-0.21035062,-0.047012128,-0.17066461,-0.19587334,-0.04548994,-0.17348023,0.0025064328,0.0025023804,0.0025021264,1.961503,0.09813502,1.293407,-1.7136148,-0.09973616,-1.3465483,0,1,0
121588674,121391985,118597267,0,0.21164478,-0.106555216,0.48487353,0.0025000002,0.0025000002,0.0025000002,-0.18169887,-0.07654982,-0.1485739,-0.20157494,-0.04575082,-0.1656768,0.0025063446,0.0025023343,0.0025021252,1.4635957,0.26019594,0.98024255,-1.8153787,-0.10822298,-1.2280979,0,1,0
122078634,121882102,118597267,0,0.23412302,-0.13879612,0.5134564,0.0025000002,0.0025000002,0.0025000002,-0.2036491,-0.044118725,-0.17699756,-0.210032,-0.046008416,-0.17599681,0.0025063248,0.0025023497,0.0025021369,1.838591,0.08642818,1.3911725,-1.966978,-0.10701865,-1.3853165,0,1,0
122638892,122441943,118597267,0,0.18197548,-0.16614166,0.47265542,0.0025000002,0.0025000002,0.0025000002,-0.15232962,-0.015603416,-0.13568854,-0.19585669,-0.04592858,-0.1745352,0.0025063467,0.0025024528,0.0025021692,1.0286913,0.010810131,0.8175742,-1.73845,-0.10993644,-1.3832393,0,1,0
123129057,122931937,122518259,0,0.27934837,-0.11939784,0.5421475,0.0025000002,0.0025000002,0.0025000002,-0.24779637,-0.06339247,-0.20545775,-0.20506439,-0.052005906,-0.18297209,0.0025062652,0.0025023872,0.002502157,2.722202,0.17843427,1.874511,-1.9082978,-0.12830445,-1.5186582,0,1,0
123619098,123421962,122518259,0,0.24276215,-0.13152969,0.5127989,0.0025000002,0.0025000002,0.0025000002,-0.21089041,-0.051381048,-0.17613558,-0.20146665,-0.052405182,-0.17234793,0.0025063828,0.0025023806,0.002502163,1.9716225,0.11722225,1.3776412,-1.819513,-0.12911795,-1.3454179,0,1,0
124109283,123911942,122518259,0,0.25255066,-0.120262496,0.5419648,0.0025000002,0.0025000002,0.0025000002,-0.2197639,-0.06211291,-0.20492242,-0.20297019,-0.04801797,-0.17677012,0.002506324,0.0025024386,0.0025021858,2.1410804,0.17130019,1.864734,-1.842121,-0.120729,-1.4088895,0,1,0
124599353,124401998,122518259,0,0.22619706,-0.12282312,0.50415766,0.0025000002,0.0025000002,0.0025000002,-0.194621,-0.059527222,-0.16723758,-0.20137899,-0.050698444,-0.17665042,0.0025063744,0.0025024367,0.0025021846,1.6791555,0.15733509,1.2419552,-1.8074622,-0.13074894,-1.397543,0,1,0
125089403,124891994,122518259,0,0.22004545,-0.13772699,0.48637965,0.0025000002,0.0025000002,0.0025000002,-0.18627727,-0.044595193,-0.14920391,-0.19843327,-0.042485036,-0.17240001,0.002506349,0.0025024554,0.0025022016,1.538281,0.08830133,0.98854315,-1.7553433,-0.093662985,-1.3324472,0,1,0
125579527,125381944,122518259,0,0.25318068,-0.1316832,0.5031673,0.0025000002,0.0025000002,0.0025000002,-0.2192815,-0.050994076,-0.16616158,-0.20574516,-0.04299999,-0.17035632,0.0025064906,0.0025024293,0.0025022007,2.1315494,0.11546095,1.2260172,-1.8868585,-0.089825206,-1.3059251,0,1,0
126139765,125941942,122518259,0,0.23692262,-0.13919546,0.50377285,0.0025000002,0.0025000002,0.0025000002,-0.20595479,-0.04325524,-0.16697536,-0.20242536,-0.04257523,-0.17533949,0.0025065006,0.0025024395,0.0025021979,1.8803275,0.08307519,1.238057,-1.8250433,-0.08816328,-1.378849,0,1,0
126633406,126431937,122518259,0,0.21333647,-0.10501167,0.49340343,0.0025000002,0.0025000002,0.0025000002,-0.1825151,-0.07698957,-0.15639067,-0.20440021,-0.046319216,-0.17383112,0.0025064966,0.0025024808,0.002502213,1.4766854,0.26317856,1.0860627,-1.862464,-0.107596606,-1.3530374,0,1,0
127119818,126921993,122518259,0,0.20932905,-0.13109611,0.49694997,0.0025000002,0.0025000002,0.0025000002,-0.17747185,-0.05157348,-0.16016458,-0.19765879,-0.045519467,-0.17748521,0.0025065255,0.002502431,0.0025022065,1.3961892,0.11809956,1.1391143,-1.7419118,-0.09939434,-1.4073315,0,1,0
127609810,127412205,122518259,0,0.21978435,-0.106325604,0.5190083,0.0025000002,0.0025000002,0.0025000002,-0.18737009,-0.07600243,-0.18198377,-0.19767813,-0.050468966,-0.17617574,0.0025064691,0.0025024666,0.0025022211,1.5563085,0.25647447,1.4706086,-1.7406615,-0.122272715,-1.3887246,0,1,0
128100047,127902146,122518259,0,0.21571562,-0.13713229,0.5010225,0.0025000002,0.0025000002,0.0025000002,-0.1824716,-0.0455015,-0.16406672,-0.19756524,-0.049199924,-0.17289841,0.00250647,0.0025024475,0.002502222,1.4759972,0.09192718,1.1952882,-1.7398145,-0.11714305,-1.335925,0,1,0
128590296,128391939,122518259,0,0.24112195,-0.174513,0.52347696,0.0025000002,0.0025000002,0.0025000002,-0.20867717,-0.008410672,-0.18682484,-0.20511663,-0.04477484,-0.1759416,0.0025068924,0.0025025106,0.0025022458,1.9300638,0.0031408193,1.5498754,-1.8732244,-0.102516815,-1.3818228,0,1,0
129080215,128881938,122518259,0,0.32473934,-0.11057516,0.67450726,0.0025000002,0.0025000002,0.0025000002,-0.27847955,-0.07899527,-0.34002826,-0.22502075,-0.06370822,-0.23206823,0.0025066012,0.0025022516,0.0025021795,3.437628,0.27709502,5.1341558,-2.2961845,-0.2708123,-2.9090173,0,1,0
129640431,129441965,122518259,0,0.287394,-0.08362323,0.7161159,0.0025000002,0.0025000002,0.0025000002,-0.2504537,-0.09805574,-0.37834668,-0.26035035,-0.061722796,-0.24144638,0.0025097998,0.002502791,0.0025024125,2.776984,0.42685363,6.355921,-3.1387262,-0.26727775,-3.2442584,0,1,0
130130535,129931938,129869686,0,0.48519683,-0.17261967,0.5180462,0.0025000002,0.0025000002,0.0025000002,-0.17260638,0.038752433,0.09995611,-0.15143651,-0.035844684,-0.14034528,0.0030549613,0.0030486498,0.0030557388,1.0835912,0.05473283,0.36329547,-1.9359115,-0.13811591,-1.7313474,0,1,0
130620832,130421979,130429774,0,0.40487474,-0.1231098,0.570463,0.0025000002,0.0025000002,0.0025000002,-0.081193164,-0.016811252,0.063578546,-0.09594311,-0.022394719,-0.05148192,0.0027951444,0.0027907556,0.0027944548,0.26205483,0.011089812,0.16073598,-0.9149031,-0.078500345,-0.6152037,0,0,1
131114307,130911938,130849839,0,0.36000666,-0.08675478,0.4432719,0.0025000002,0.0025000002,0.0025000002,-0.01645974,-0.054002687,0.19137533,-0.049400985,-0.03096391,-0.013458336,0.0026738243,0.002671286,0.0026726422,0.011258244,0.121301964,1.5226096,-0.38805085,-0.13667755,-0.17103659,0,1,0
131600778,131401945,131409922,0,0.32056153,-0.09671213,0.6498531,0.0025000002,0.0025000002,0.0025000002,0.02877757,-0.04476437,-0.019035637,-0.024478627,-0.009963355,0.018423824,0.0026298368,0.0026278351,0.0026284931,0.034989435,0.084846444,0.01531423,-0.18252166,-0.028278654,0.13454746,0,0,1
132090695,131891938,131829983,0,0.5316664,-0.13362394,0.45016995,0.0025000002,0.0025000002,0.0025000002,-0.1889549,-0.005698934,0.1752936,-0.044170607,0.007535739,0.04506641,0.00260379,0.0026022447,0.002602371,1.5235893,0.0013867451,1.3119594,-0.37708402,0.03306418,0.39197165,0,1,0
132581146,132381952,132390061,0,0.3641927,-0.16073394,0.7032229,0.0025000002,0.0025000002,0.0025000002,-0.014480874,0.024412468,-0.07927632,-0.033028226,-0.01282689,0.022798907,0.002589749,0.002588288,0.0025881329,0.008996827,0.025612088,0.26981333,-0.20699362,-0.08804633,0.21681218,0,0,1
133140964,132941939,132950137,0,0.3302866,-0.15305434,0.66180456,0.0025000002,0.0025000002,0.0025000002,0.017491415,0.01451239,-0.031466067,-0.016465534,-0.013456184,0.03746075,0.002574251,0.0025733192,0.0025728007,0.01320555,0.009075264,0.042755462,-0.12688674,-0.13281217,0.4873716,0,0,1
133631081,133431938,133370192,0,0.37323546,-0.16570084,0.46473452,0.0025000002,0.0025000002,0.0025000002,-0.025635615,0.026864588,0.16226679,-0.0014709752,-0.016806168,0.044756316,0.0025651385,0.0025642754,0.0025636053,0.028466506,0.031271823,1.1412102,-0.02498522,-0.14322917,0.40063977,0,1,0
134121306,133921971,133930263,0,0.37544808,-0.0871354,0.5778017,0.0025000002,0.0025000002,0.0025000002,-0.027958125,-0.04962968,0.04782319,-0.0028863673,-0.04687378,0.050513,0.0025579466,0.002557248,0.002556513,0.03395331,0.10694102,0.09939356,-0.015846075,-0.23550358,0.5079111,0,0,1
134610823,134411938,134350315,0,0.31779668,-0.058087178,0.35491857,0.0025000002,0.0025000002,0.0025000002,0.026593208,-0.07547356,0.2707562,0.011831436,-0.022710307,0.060353547,0.0025511205,0.0025506706,0.0025498115,0.030801227,0.24813773,3.194525,0.029283771,-0.0721181,0.6555653,0,1,0
135101272,134901986,134910381,0,0.30616266,-0.13547608,0.5165498,0.0025000002,0.0025000002,0.0025000002,0.032852277,0.0011630505,0.11022365,0.0122626815,-0.0092958445,0.056153975,0.0025474706,0.0025471854,0.002546184,0.0470738,5.7217207e-05,0.53016925,0.009144921,-0.041491013,0.5227463,0,0,1
135594698,135391939,135330429,0,0.41661388,-0.22415113,0.42532608,0.0025000002,0.0025000002,0.0025000002,-0.07851809,0.088700116,0.2026361,-0.0040023793,-0.0031631677,0.06012276,0.0025435854,0.002543387,0.002542315,0.26930887,0.34371102,1.7945755,-0.015998594,-0.03455779,0.63936895,0,1,0
136081571,135882038,135890491,0,0.3068329,-0.03385886,0.73821276,0.0025000002,0.0025000002,0.0025000002,0.030966222,-0.10156806,-0.10801053,-0.023904152,0.003931593,0.025375644,0.0025403623,0.002540224,0.0025390661,0.04194095,0.4513513,0.5105807,-0.14235623,0.049250923,0.40361813,0,0,1
136641243,136442058,136380543,0,0.30871207,-0.14108086,0.46261358,0.0025000002,0.0025000002,0.0025000002,0.026982635,-0.0098656565,0.15909511,-0.0053000585,-0.006896309,0.06507142,0.002537285,0.0025375609,0.002536183,0.031882837,0.004261799,1.1088953,-0.07512076,0.011033973,0.6564151,0,1,0
137131352,136932208,136870593,0,0.29623264,-0.1490711,0.82486415,0.0025000002,0.0025000002,0.0025000002,0.039590508,0.016269654,-0.19316772,0.023268009,-0.0075470353,0.012784979,0.002535694,0.0025351937,0.0025334996,0.06868198,0.011601201,1.6364614,0.08244605,-0.025139637,0.14953692,0,1,0
137621650,137422163,137430647,0,0.37215853,-0.13836579,0.54635024,0.0025000002,0.0025000002,0.0025000002,-0.038209796,0.011019811,0.08387828,-0.0035789213,-0.016202223,0.028092038,0.002533219,0.0025330689,0.002531412,0.06403747,0.005331404,0.3088303,-0.00901994,-0.08400876,0.10882278,0,0,1
138111399,137911938,137920693,0,0.24242502,-0.054743517,0.5744946,0.0025000002,0.0025000002,0.0025000002,0.09215334,-0.08517611,0.0515002,0.0050234282,0.0034637065,0.015069284,0.0025306742,0.002530331,0.0025292323,0.37285796,0.31872126,0.11650494,0.0044255825,-0.010215643,0.08346002,0,0,1
138601598,138401971,138410737,0,0.34296882,-0.12035784,0.5615169,0.0025000002,0.0025000002,0.0025000002,-0.0119918585,-0.015616745,0.06418002,0.006288233,0.0021701562,0.035771817,0.0025287897,0.0025282956,0.0025272968,0.006318555,0.010714877,0.18109177,0.0021379516,-0.003661965,0.19895095,0,0,1
139091431,138891939,138830773,0,0.5125708,-0.2869915,0.48709938,0.0025000002,0.0025000002,0.0025000002,-0.18125916,0.15794317,0.14050372,-0.00840499,0.0155343795,0.030835815,0.0025275652,0.0025269575,0.002525995,1.4442921,1.0968854,0.86836165,-0.10097112,0.12260977,0.12993513,0,1,0
139581812,139381961,139390820,0,0.28531995,-0.10984068,0.66382366,0.0025000002,0.0025000002,0.0025000002,0.0488618,-0.021026008,-0.03828627,-0.0039024777,0.0125047425,0.02406281,0.0025267294,0.0025258895,0.0025249317,0.104987524,0.01946457,0.06450851,-0.06860207,0.0751833,0.15945782,0,0,1
