time,elevation
-5.00003299636841,22.9479823835568
-4.99669990463257,22.9303701824983
-4.99336585922241,22.9240273829597
-4.99003300590515,22.9340498424316
-4.98669991416931,22.8895395282848
-4.98336586875915,23.0196089706746
-4.98003301544189,22.9603157175522
-4.97669992370605,22.9081041279983
-4.9733658782959,22.9077226832272
-4.97003302497864,22.9875412145893
-4.9666999332428,22.9208533347118
-4.9600327960968,22.9713291762157
-4.95669994277954,22.9819489272145
-4.95336589736938,22.9745255964398
-4.95003280563354,22.9452248810904
-4.94669995231628,22.9287337875476
-4.94336590690613,22.9940387685082
-4.94003281517029,23.0184945545279
-4.93669996185303,23.0017927010689
-4.93336591644287,22.9414244663771
-4.93003282470703,22.9311717428061
-4.92669997138977,23.1998234636785
-4.92336592597961,23.1243073804219
-4.92003283424377,22.9815669486111
-4.91669998092651,22.9803542019264
-4.91336593551636,22.9608291807212
-4.91003284378052,22.980598732838
-4.90669999046326,22.9722822056731
-4.9033659450531,22.972530256309
-4.90003285331726,22.9525969327367
-4.8967,22.8988855669784
-4.89336595458984,22.9933451221003
-4.890032862854,22.9525892238944
-4.88670000953674,22.973920763648
-4.88336596412659,22.9518507103822
-4.88003287239075,22.9557738281217
-4.87670001907349,23.027163066178
-4.87336597366333,22.9818827510452
-4.87003288192749,22.9318961489813
-4.86670002861023,22.8982972210083
-4.86336598320007,22.9298079912402
-4.86003289146423,22.900611938857
-4.85669979972839,22.9628006170884
-4.85336599273682,22.9570731541084
-4.85003290100098,22.8946302418744
-4.84669980926514,22.9881947601568
-4.84336600227356,22.9559828202231
-4.84003291053772,22.9773374385502
-4.83669981880188,22.9032074442509
-4.8333660118103,23.0250911633669
-4.83003292007446,22.9513300890192
-4.82669982833862,22.9867739723514
-4.82336602134705,22.9496209195137
-4.82003292961121,22.9027868306686
-4.81669983787537,22.989203303057
-4.81336579246521,22.9833686532866
-4.81003293914795,22.9942836346948
-4.80336580200195,22.9206506485717
-4.80003294868469,22.9776545482565
-4.79669985694885,22.9028956675518
-4.7933658115387,22.9747014888592
-4.79003295822143,23.0104443831615
-4.78669986648559,22.9765618297142
-4.78336582107544,22.9813732333802
-4.78003296775818,22.9725846016877
-4.77669987602234,22.9709702678841
-4.77336583061218,22.987973256989
-4.77003297729492,22.9659742208634
-4.76669988555908,22.9762069728208
-4.76336584014892,22.9390736306234
-4.76003298683166,22.9791713210494
-4.75669989509582,22.9878536891431
-4.75336584968567,22.9735869603553
-4.75003299636841,22.9663859351438
-4.74669990463257,22.9951625980821
-4.74336585922241,23.0160368450016
-4.74003300590515,22.973993285174
-4.73669991416931,22.8931980549801
-4.73336586875915,22.9386800836967
-4.73003301544189,22.9683805148342
-4.72669992370605,23.0014845807108
-4.7233658782959,22.97926471646
-4.72003302497864,23.0018196759788
-4.7166999332428,22.9803900161656
-4.71336588783264,22.96732007114
-4.7100327960968,23.0054513068166
-4.70669994277954,22.9880062783897
-4.70336589736938,22.9743122093247
-4.70003280563354,22.9123523119195
-4.69669995231628,22.9860357733595
-4.69336590690613,22.9744582297205
-4.68669996185303,22.9704058849953
-4.68336591644287,22.9844860048189
-4.68003282470703,22.9934503341482
-4.67669997138977,22.9031093938386
-4.67336592597961,22.896528036014
-4.67003283424377,22.9569513297102
-4.66669998092651,22.9167221464631
-4.66336593551636,23.0076717532018
-4.66003284378052,22.898733661088
-4.65669999046326,22.998210392725
-4.6533659450531,22.8954931850977
-4.65003285331726,23.007003691501
-4.6467,22.9739097365424
-4.64336595458984,22.8821619813862
-4.63670000953674,22.970920204945
-4.63336596412659,22.9856026072102
-4.63003287239075,22.9401878476266
-4.62670001907349,22.9362879432943
-4.62003288192749,22.9682244754592
-4.61670002861023,22.9573160603423
-4.61336598320007,22.960277724639
-4.61003289146423,22.9764328947218
-4.60669979972839,22.9898945947525
-4.60336599273682,22.8955570648514
-4.60003290100098,22.9850095624282
-4.59669980926514,22.9716121246258
-4.59336600227356,22.9633016928099
-4.59003291053772,22.9338579492649
-4.58669981880188,22.9931997170299
-4.5833660118103,22.9852564493459
-4.58003292007446,22.9710175504465
-4.57669982833862,22.9693613584867
-4.57336602134705,22.9479346481314
