timestamp,imbalanced_prop_metric,motor_failure_mask,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_battery,fd_imbalanced_prop,fd_motor
2368387653,0.015462844,0,0,0,0,0,0,0,0,0
2368891847,0.028022353,0,0,0,0,0,0,0,0,0
2369394699,0.03299147,0,0,0,0,0,0,0,0,0
2369901061,0.038278453,0,0,0,0,0,0,0,0,0
2370403226,0.043824665,0,0,0,0,0,0,0,0,0
2370904533,0.20788561,0,0,0,0,0,0,0,0,0
2371415792,0.3085782,0,0,0,0,0,0,0,0,0
2371918836,0.56106436,0,0,0,0,0,0,0,0,0
2372424892,0.77979416,0,0,0,0,0,0,0,0,0
2372930681,0.9350059,0,0,0,0,0,0,0,0,0
2373431766,1.0518067,0,0,0,0,0,0,0,0,0
2373935643,1.1880779,0,0,0,0,0,0,0,0,0
2374437036,1.3145386,0,0,0,0,0,0,0,0,0
2374948164,1.4064251,0,0,0,0,0,0,0,0,0
2375454796,1.5042464,0,0,0,0,0,0,0,0,0
2375961821,1.5979756,0,0,0,0,0,0,0,0,0
2375990427,1.5979756,0,0,0,0,0,0,0,0,0
2376498123,1.675747,0,0,0,0,0,0,0,0,0
2377003601,1.761815,0,0,0,0,0,0,0,0,0
2377515058,1.8236017,0,0,0,0,0,0,0,0,0
2378015995,1.8913897,0,0,0,0,0,0,0,0,0
2378521394,1.946331,0,0,0,0,0,0,0,0,0
2379026831,2.0035136,0,0,0,0,0,0,0,0,0
2379536565,2.0490139,0,0,0,0,0,0,0,0,0
2380044573,2.0845845,0,0,0,0,0,0,0,0,0
2380552175,2.119506,0,0,0,0,0,0,0,0,0
2381059078,2.1506987,0,0,0,0,0,0,0,0,0
2381569767,2.1733875,0,0,0,0,0,0,0,0,0
2382070816,2.2052062,0,0,0,0,0,0,0,0,0
2382576563,2.2406003,0,0,0,0,0,0,0,0,0
2383080429,2.2737565,0,0,0,0,0,0,0,0,0
2383586518,2.2952154,0,0,0,0,0,0,0,0,0
2384087285,2.312042,0,0,0,0,0,0,0,0,0
2384594127,2.3277683,0,0,0,0,0,0,0,0,0
2385098292,2.3217077,0,0,0,0,0,0,0,0,0
2385608640,2.2380433,0,0,0,0,0,0,0,0,0
2386116298,2.3113408,0,0,0,0,0,0,0,0,0
2386627284,2.3127387,0,0,0,0,0,0,0,0,0
2387128603,2.3346877,0,0,0,0,0,0,0,0,0
2387630159,2.354078,0,0,0,0,0,0,0,0,0
2388135188,2.361317,0,0,0,0,0,0,0,0,0
2388637358,2.3767583,0,0,0,0,0,0,0,0,0
2389146042,2.3925755,0,0,0,0,0,0,0,0,0
2389657421,2.4168599,0,0,0,0,0,0,0,0,0
2390165841,2.3600953,0,0,0,0,0,0,0,0,0
2390666499,2.3615985,0,0,0,0,0,0,0,0,0
2391169030,2.3670256,0,0,0,0,0,0,0,0,0
2391674877,2.3613784,0,0,0,0,0,0,0,0,0
2392176557,2.3718426,0,0,0,0,0,0,0,0,0
2392682110,2.3938553,0,0,0,0,0,0,0,0,0
2393186895,2.4038734,0,0,0,0,0,0,0,0,0
2393696368,2.4073827,0,0,0,0,0,0,0,0,0
2394197541,2.4206421,0,0,0,0,0,0,0,0,0
2394702039,2.4146972,0,0,0,0,0,0,0,0,0
2395206595,2.342857,0,0,0,0,0,0,0,0,0
2395721614,2.1840017,0,0,0,0,0,0,0,0,0
2396232919,2.1765292,0,0,0,0,0,0,0,0,0
2396741763,2.199919,0,0,0,0,0,0,0,0,0
2397242829,2.2428927,0,0,0,0,0,0,0,0,0
2397748039,2.2569797,0,0,0,0,0,0,0,0,0
2398254703,2.2545862,0,0,0,0,0,0,0,0,0
2398757706,2.262445,0,0,0,0,0,0,0,0,0
2399269120,2.2894127,0,0,0,0,0,0,0,0,0
2399781745,2.3081756,0,0,0,0,0,0,0,0,0
2400284359,2.2243173,0,0,0,0,0,0,0,0,0
2400786919,2.091372,0,0,0,0,0,0,0,0,0
2401294203,2.0439034,0,0,0,0,0,0,0,0,0
2401796159,2.0410614,0,0,0,0,0,0,0,0,0
2402301738,2.066331,0,0,0,0,0,0,0,0,0
2402803602,2.1226962,0,0,0,0,0,0,0,0,0
2403310385,2.1724303,0,0,0,0,0,0,0,0,0
2403821860,2.1999826,0,0,0,0,0,0,0,0,0
2404322714,2.2336628,0,0,0,0,0,0,0,0,0
2404833737,2.2731586,0,0,0,0,0,0,0,0,0
2405338510,2.1675742,0,0,0,0,0,0,0,0,0
2405848333,2.153147,0,0,0,0,0,0,0,0,0
2406353419,2.1933885,0,0,0,0,0,0,0,0,0
2406858335,2.1959124,0,0,0,0,0,0,0,0,0
2407359622,2.2279701,0,0,0,0,0,0,0,0,0
2407863528,2.2446601,0,0,0,0,0,0,0,0,0
2408365388,2.2590654,0,0,0,0,0,0,0,0,0
2408870654,2.287617,0,0,0,0,0,0,0,0,0
2409382790,2.2588782,0,0,0,0,0,0,0,0,0
2409897353,2.2554564,0,0,0,0,0,0,0,0,0
2410407805,2.1776295,0,0,0,0,0,0,0,0,0
2410913896,2.179098,0,0,0,0,0,0,0,0,0
2411420438,2.2056372,0,0,0,0,0,0,0,0,0
2411933470,2.2617571,0,0,0,0,0,0,0,0,0
2412438807,2.3038638,0,0,0,0,0,0,0,0,0
2412950678,2.3506641,0,0,0,0,0,0,0,0,0
2413452148,2.3808935,0,0,0,0,0,0,0,0,0
2413957674,2.392625,0,0,0,0,0,0,0,0,0
2414461664,2.4211686,0,0,0,0,0,0,0,0,0
2414974676,2.4407706,0,0,0,0,0,0,0,0,0
2415487563,2.4506373,0,0,0,0,0,0,0,0,0
2415998465,2.471611,0,0,0,0,0,0,0,0,0
2416503645,2.4755695,0,0,0,0,0,0,0,0,0
2416624159,2.4855366,0,0,0,0,0,0,0,0,0
2417127763,2.456141,0,0,0,0,0,0,0,0,0
2417640262,2.5529485,0,0,0,0,0,0,0,0,0
2418147676,2.6361158,0,0,0,0,0,0,0,0,0
2418656304,1.9421204,0,0,0,0,0,0,0,0,0
