timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],gyro_clipping[0],gyro_clipping[1],gyro_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,delta_angle_coning_metric,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
2369294374,2490378,2490378,0,0,0,0,0,0,1,1,791.5416,791.54126,7915.4165,7915.412,0.21601252,0.012438215,2.5893485e-09,0.11705423,-0.022909187,-9.806809,0.010182326,-0.03840248,-0.011765037,0.14503543,0.107026875,0.055668097,0.00019753582,0.0005738982,0.00024394543,32.43727,32.43727
2370226798,2490378,2490378,0,0,0,0,0,0,1,1,791.5409,791.54047,7915.4087,7915.405,0.2466545,0.01176834,6.416885e-10,0.054854985,-0.03770151,-9.837992,-0.0131297875,-0.014124722,-0.0006059366,0.14396857,0.09678235,0.06507785,0.00017098982,8.6304135e-05,0.00013459138,32.337616,32.337616
2371274065,2490378,2490378,0,0,0,0,0,0,1,1,791.54315,791.5428,7915.4316,7915.428,0.8312679,0.029234707,2.0186658e-08,-0.10737309,0.0670448,-10.897292,-0.012753799,0.13397047,0.132016,18.481625,11.080775,4.498593,0.009987408,0.010340453,0.012642763,32.179173,32.179173
2372312885,2490378,2490378,0,0,0,0,0,0,1,1,791.5382,791.5377,7915.382,7915.378,1.2126303,0.039964817,1.1134653e-08,-0.1663205,0.0032207742,-9.1921015,-0.005245723,0.012211296,-0.09421815,10.189841,25.477951,2.8027632,0.0008346114,0.0031047158,0.043588303,31.870382,31.870382
2373235870,2490378,2490378,0,0,0,0,0,0,1,1,791.5437,791.54333,7915.437,7915.433,1.3600414,0.037801784,1.0125871e-08,-0.20789355,-0.0743138,-9.974462,-0.027638037,-0.0077504753,0.046249162,22.577272,12.529631,2.6507108,0.0016048056,0.009686635,0.019175243,31.709768,31.708784
2374267253,2490378,2490378,0,0,0,0,0,0,1,1,791.5394,791.53906,7915.3945,7915.3906,1.3228749,0.036386967,6.267779e-09,-0.21670127,-0.02287469,-10.038137,0.0014254862,-0.021142935,-0.05448575,15.696049,13.289293,3.527409,0.00200221,0.0067036194,0.012692491,31.492428,31.492428
2375207955,2490378,2490378,0,0,0,0,0,0,1,1,791.5451,791.5447,7915.451,7915.4473,1.2596684,0.034181684,5.784424e-09,-0.22661535,-0.06251774,-9.945629,-0.015206437,-0.0014910267,0.010137674,25.219152,9.49262,2.572969,0.0010479891,0.0100367125,0.017766673,31.288506,31.288506
2376251500,2490378,2490378,0,0,0,0,0,0,1,1,791.5453,791.5449,7915.4526,7915.449,1.3104888,0.036931098,8.702204e-09,-0.19410366,0.0054402053,-9.778934,-0.025573375,-0.043686423,0.015797963,13.01032,16.544231,2.4987633,0.00093623874,0.006344773,0.024122713,31.059036,31.059036
2377282451,2490378,2490378,0,0,0,0,0,0,1,1,791.5467,791.5463,7915.467,7915.463,1.3765749,0.037172347,4.3404293e-09,-0.21568985,-0.09201938,-9.887022,-0.0055967188,-0.019222002,0.009270661,14.852287,23.781572,1.957102,0.0015129864,0.009849098,0.011155966,30.88172,30.88172
2378306955,2490378,2490378,0,0,0,0,0,0,1,1,791.5451,791.54706,7915.451,7915.47,1.4488932,0.038521934,4.888365e-09,-0.1984946,-0.032461673,-9.886874,-0.016301794,-0.034386896,0.0031410276,19.103903,21.02826,2.0565152,0.00207956,0.010378253,0.013346737,30.70114,30.700628
2379241652,2490378,2490378,0,0,0,0,0,0,1,1,791.54803,791.54767,7915.4805,7915.4766,1.4631213,0.03951268,3.8042525e-09,-0.22479358,-0.05360829,-9.856905,0.012547345,0.0137615865,-0.003421116,21.030025,21.072397,3.4115264,0.0017253968,0.011234054,0.010219352,30.549883,30.549883
2380285135,2490378,2490378,0,0,0,0,0,0,1,1,791.5491,791.54865,7915.4907,7915.487,1.3447912,0.037659146,5.0482587e-09,-0.12117296,-0.0029005706,-9.857112,-0.029304706,0.0054695806,0.0009248049,19.343433,18.422354,2.8075736,0.0015423312,0.011174195,0.011493269,30.351824,30.351824
2381313373,2490378,2490378,0,0,0,0,0,0,1,1,791.55035,791.55,7915.5034,7915.5,1.3916092,0.036694307,3.5425411e-09,-0.20626928,-0.023981214,-9.901316,-0.012196959,-0.00580334,-0.0034334592,18.749445,22.951561,2.6863189,0.0016627256,0.010369294,0.011442508,30.177088,30.177088
