timestamp,timestamp_sample,control_mode_flags,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,gps_check_fail_flags,innovation_check_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
2368412738,2368366798,67137539,8.420305e-06,0.0005661723,9.671648e-05,0,0.004960944,0.0034665805,0.0008561964,nan,0.0006503725,0.0006309292,0.0,0.0,0.0,0.114915,2490378,2490378,0,0,0,0,831,1,1,2,2,1,0,0,0,0,0,0,0
2368423984,2368380708,67137539,9.899713e-06,0.0005460556,9.0750385e-05,0,0.004863255,0.0034000285,0.0014659646,nan,0.0014953903,0.0011395097,0.0,0.0,0.0,0.114915,2490378,2490378,0,0,0,0,831,1,1,2,2,1,0,0,0,0,0,0,0
2368612701,2368562568,28675,7.3515885e-06,0.00059746346,0.000103333725,0,0.005023011,0.0035058928,0.001155676,nan,0.00090340246,0.00017025556,0.0,0.0,0.0,0.114915,2490378,2490378,0,0,0,0,831,1,1,2,2,1,0,0,0,0,0,0,0
2368815766,2368759644,28675,1.8590985e-05,0.0007159762,0.0002170186,0,0.005136521,0.00358092,0.00041258495,nan,0.0021774329,0.0016378919,0.0,0.0,0.0,0.114915,2490378,2490378,0,0,0,0,831,1,1,2,2,1,0,0,0,0,0,0,0
2369016495,2368963000,28675,4.5338005e-05,0.0014043312,0.00034466464,0,0.0048932093,0.003412484,0.0017342205,nan,0.0035775765,0.0044137887,0.0,0.0,0.0,0.114915,2490378,2490378,0,0,0,0,831,1,1,2,2,1,0,0,0,0,0,0,0
2369216398,2369162644,28675,1.4893732e-05,0.0016848486,0.0005232595,0,0.004962086,0.0034520652,0.0008982429,nan,0.002371658,0.005417563,0.0,0.0,0.0,0.114915,2490378,2490378,0,0,0,0,831,1,1,2,2,1,0,0,0,0,0,0,0
2369421059,2369376149,28675,1.8929664e-05,0.0029867296,0.0010646717,0,0.0049271225,0.0034353165,0.0009743172,nan,0.0019047154,0.008856428,0.0,0.0,0.0,0.114915,2490378,2490378,0,0,0,0,831,1,1,2,2,1,0,0,0,0,0,0,0
2369620439,2369563140,28675,2.0557252e-05,0.0036180157,0.0014475723,0,0.0048504015,0.0033871785,0.0012585889,nan,0.002873542,0.010658811,0.0,0.0,0.0,0.114915,2490378,2490378,0,0,0,0,831,1,1,2,2,1,0,0,0,0,0,0,0
2369811576,2369767841,28675,2.654712e-05,0.0042415927,0.0017649304,0,0.005078228,0.0035374286,0.0016877993,nan,0.003275042,0.013748533,0.0,0.0,0.0,0.114915,2490378,2490378,0,0,0,0,831,1,1,2,2,1,0,0,0,0,0,0,0
2370023492,2369980135,28675,2.510661e-05,0.005764764,0.002378639,0,0.0048935106,0.0034141329,0.0011008474,nan,0.0025848455,0.019787114,0.0,0.0,0.0,0.114915,2490378,2490378,0,0,0,0,831,1,1,2,2,1,0,0,0,0,0,0,0
