timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2]
2368418701,2368417266,0.0013186658,-0.0076215123,-0.00056512037
2368421701,2368421073,0.0002640565,-0.0076039988,0.002488581
2368433382,2368432602,-0.0013826411,-0.008066397,0.003959303
2368439253,2368438749,-0.0005442351,-0.008734485,0.000600836
2368444728,2368443986,0.00042375695,-0.008188778,-0.0007334672
2368452934,2368451451,0.001730629,-0.008959416,-0.00018308811
2368464674,2368464026,0.00050269655,-0.00874542,0.0007539493
2368470798,2368470315,0.0008420585,-0.008378562,0.0028601554
2368476818,2368475390,0.00021870495,-0.008533935,0.0031732558
2368482542,2368481750,-0.002378891,-0.0077527417,0.0011647508
2368490073,2368489299,0.00078194856,-0.008383884,-0.0018165845
2368495467,2368494360,0.0018877359,-0.007212386,-0.002263411
2368500896,2368499795,0.00091585994,-0.008299322,-0.0019198579
2368505024,2368504502,0.00026645936,-0.008437594,-0.0019707512
2368507923,2368506973,-0.00021866162,-0.007827306,-0.002231572
2368511511,2368510896,-4.5203633e-05,-0.007090637,-0.00265966
2368515000,2368514605,-0.00036459614,-0.0065146238,-0.0032555196
2368517464,2368517183,0.0010873906,-0.0069485144,-0.0031340357
2368520525,2368519643,0.002781149,-0.0076961825,-0.0032679955
2368526963,2368525971,0.0020087715,-0.007019607,-0.004229571
2368529418,2368528679,0.0019824654,-0.006390678,-0.0052050985
2368536598,2368536149,0.0018495519,-0.0064628767,-0.006980151
2368539166,2368538718,0.0019233833,-0.005854611,-0.0075332867
2368546431,2368545190,0.0037056925,-0.005732959,-0.007685253
2368548248,2368547642,0.0030657253,-0.0061358265,-0.0072451355
2368556789,2368556271,0.004154035,-0.0055756154,-0.0032693597
2368561679,2368561337,0.0029575627,-0.004717272,-0.0008281367
2368565553,2368565081,0.0026734718,-0.005607199,0.00023421779
2368567943,2368567670,0.0018565787,-0.005423127,0.00082335906
2368574473,2368573966,0.0027242182,-0.00410509,0.00031126523
2368577420,2368576492,0.004203882,-0.0034897965,0.00033732384
2368583056,2368582755,0.0038908315,-0.003948951,0.0002760076
2368585565,2368585325,0.0034729233,-0.003115977,0.0007231837
2368586863,2368586618,0.0036693793,-0.0031208014,0.0011120505
2368594747,2368594220,0.0044692876,-0.0028664046,0.002867008
2368599525,2368599201,0.002881506,0.0005308967,0.003267065
2368604765,2368604241,0.004709795,0.0028243791,0.003939016
2368608730,2368608253,0.0060312515,0.002005783,0.004256716
2368613914,2368613136,0.010352831,0.0018525365,0.003963933
2368616065,2368615683,0.011135628,0.0012270593,0.003464772
2368621705,2368620769,0.010767053,0.0029919785,0.003138703
2368630647,2368629582,0.009527473,0.0028341138,0.0015938525
2368635372,2368634656,0.0069252783,0.005202786,0.0021891661
2368638613,2368638354,0.007528704,0.0050511807,0.0033616922
