timestamp,timestamp_last_signal,rssi,rssi_dbm,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],channel_count,rc_failsafe,rc_lost,input_source,link_quality
2368913028,2368912997,-1,-48.0,0,0,0,1503,1487,1001,1502,1988,1500,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
2369413168,2369408503,-1,-48.0,0,0,0,1503,1487,1001,1503,1988,1500,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
2369916036,2369915988,-1,-47.0,0,0,0,1502,1487,1544,1505,1988,1500,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
2370412865,2370412808,-1,-47.0,0,0,0,1502,1487,1693,1504,1988,1500,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
2370913088,2370913054,-1,-46.0,0,0,0,1502,1487,1761,1503,1988,1500,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
2371417400,2371412766,-1,-43.0,0,0,0,1503,1487,1759,1504,1988,1500,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
2371913891,2371909067,-1,-43.0,0,0,0,1502,1487,1647,1504,1988,1500,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
2372411918,2372411850,-1,-42.0,0,0,0,1502,1487,1624,1504,1988,1500,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
2372913013,2372903719,-1,-43.0,0,0,0,1503,1487,1624,1504,1988,1500,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
2373412367,2373412324,-1,-45.0,0,0,0,1502,1487,1586,1504,1988,1500,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
2373913531,2373913484,-1,-44.0,0,0,0,1502,1487,1578,1505,1988,1500,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
2374414298,2374414251,-1,-42.0,0,0,0,1503,1487,1589,1502,1988,1500,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
2374914753,2374914722,-1,-40.0,0,0,0,1503,1487,1590,1503,1988,1500,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
2375412613,2375412524,-1,-29.0,0,0,0,1502,1487,1590,1503,1988,1500,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
2375909874,2375909843,-1,-26.0,0,0,0,1503,1487,1589,1502,1988,1500,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
