timestamp,process_load,system_load,ram_usage,platform[0],platform[1],platform[2],platform[3],platform[4]
2368131711,0.78999996,0.78999996,0.0,81,85,82,84,0
2368631697,0.78999996,0.78999996,0.0,81,85,82,84,0
2369131790,0.78999996,0.78999996,0.0,81,85,82,84,0
2369631595,0.78999996,0.78999996,0.0,81,85,82,84,0
2370131838,0.77,0.77,0.0,81,85,82,84,0
2370631978,0.77,0.77,0.0,81,85,82,84,0
2371131603,0.77,0.77,0.0,81,85,82,84,0
2371631609,0.77,0.77,0.0,81,85,82,84,0
2372131670,0.78999996,0.78999996,0.0,81,85,82,84,0
2372631721,0.78999996,0.78999996,0.0,81,85,82,84,0
2373131751,0.78999996,0.78999996,0.0,81,85,82,84,0
2373631733,0.78999996,0.78999996,0.0,81,85,82,84,0
2374131985,0.78999996,0.78999996,0.0,81,85,82,84,0
2374631615,0.78999996,0.78999996,0.0,81,85,82,84,0
2375131697,0.78999996,0.78999996,0.0,81,85,82,84,0
2375631629,0.78999996,0.78999996,0.0,81,85,82,84,0
2376131632,0.78999996,0.78999996,0.0,81,85,82,84,0
2376632016,0.78999996,0.78999996,0.0,81,85,82,84,0
2377131622,0.78999996,0.78999996,0.0,81,85,82,84,0
2377631960,0.78999996,0.78999996,0.0,81,85,82,84,0
2378132046,0.84,0.84,0.0,81,85,82,84,0
2378631696,0.84,0.84,0.0,81,85,82,84,0
2379131664,0.84,0.84,0.0,81,85,82,84,0
2379631718,0.84,0.84,0.0,81,85,82,84,0
2380131975,0.81,0.81,0.0,81,85,82,84,0
2380631644,0.81,0.81,0.0,81,85,82,84,0
2381131637,0.81,0.81,0.0,81,85,82,84,0
2381631859,0.81,0.81,0.0,81,85,82,84,0
2382131734,0.84,0.84,0.0,81,85,82,84,0
2382631577,0.84,0.84,0.0,81,85,82,84,0
2383131635,0.84,0.84,0.0,81,85,82,84,0
2383631591,0.84,0.84,0.0,81,85,82,84,0
2384131711,0.84999996,0.84999996,0.0,81,85,82,84,0
2384631645,0.84999996,0.84999996,0.0,81,85,82,84,0
2385131675,0.84999996,0.84999996,0.0,81,85,82,84,0
2385631766,0.84999996,0.84999996,0.0,81,85,82,84,0
2386131592,0.84999996,0.84999996,0.0,81,85,82,84,0
2386631702,0.84999996,0.84999996,0.0,81,85,82,84,0
2387131588,0.84999996,0.84999996,0.0,81,85,82,84,0
2387631690,0.84999996,0.84999996,0.0,81,85,82,84,0
2388131669,0.84999996,0.84999996,0.0,81,85,82,84,0
2388631650,0.84999996,0.84999996,0.0,81,85,82,84,0
2389131758,0.84999996,0.84999996,0.0,81,85,82,84,0
2389631610,0.84999996,0.84999996,0.0,81,85,82,84,0
2390131590,0.84999996,0.84999996,0.0,81,85,82,84,0
2390631589,0.84999996,0.84999996,0.0,81,85,82,84,0
2391132135,0.84999996,0.84999996,0.0,81,85,82,84,0
2391631604,0.84999996,0.84999996,0.0,81,85,82,84,0
2392131756,0.84999996,0.84999996,0.0,81,85,82,84,0
2392631683,0.84999996,0.84999996,0.0,81,85,82,84,0
2393131884,0.84999996,0.84999996,0.0,81,85,82,84,0
2393631628,0.84999996,0.84999996,0.0,81,85,82,84,0
2394131578,0.84999996,0.84999996,0.0,81,85,82,84,0
2394631688,0.84999996,0.84999996,0.0,81,85,82,84,0
2395131574,0.84999996,0.84999996,0.0,81,85,82,84,0
2395631602,0.84999996,0.84999996,0.0,81,85,82,84,0
2396131653,0.84999996,0.84999996,0.0,81,85,82,84,0
2396631816,0.84999996,0.84999996,0.0,81,85,82,84,0
2397131664,0.84999996,0.84999996,0.0,81,85,82,84,0
2397631607,0.84999996,0.84999996,0.0,81,85,82,84,0
2398131590,0.84999996,0.84999996,0.0,81,85,82,84,0
2398631742,0.84999996,0.84999996,0.0,81,85,82,84,0
2399131637,0.84999996,0.84999996,0.0,81,85,82,84,0
2399631619,0.84999996,0.84999996,0.0,81,85,82,84,0
2400131587,0.84999996,0.84999996,0.0,81,85,82,84,0
2400631592,0.84999996,0.84999996,0.0,81,85,82,84,0
2401131639,0.84999996,0.84999996,0.0,81,85,82,84,0
2401631731,0.84999996,0.84999996,0.0,81,85,82,84,0
2402131614,0.84999996,0.84999996,0.0,81,85,82,84,0
2402631640,0.84999996,0.84999996,0.0,81,85,82,84,0
2403131623,0.84999996,0.84999996,0.0,81,85,82,84,0
2403631721,0.84999996,0.84999996,0.0,81,85,82,84,0
2404131784,0.84999996,0.84999996,0.0,81,85,82,84,0
2404631645,0.84999996,0.84999996,0.0,81,85,82,84,0
2405131608,0.84999996,0.84999996,0.0,81,85,82,84,0
2405631626,0.84999996,0.84999996,0.0,81,85,82,84,0
2406131727,0.84999996,0.84999996,0.0,81,85,82,84,0
2406631664,0.84999996,0.84999996,0.0,81,85,82,84,0
2407131686,0.84999996,0.84999996,0.0,81,85,82,84,0
2407631733,0.84999996,0.84999996,0.0,81,85,82,84,0
2408131652,0.84999996,0.84999996,0.0,81,85,82,84,0
2408631715,0.84999996,0.84999996,0.0,81,85,82,84,0
2409131824,0.84999996,0.84999996,0.0,81,85,82,84,0
2409631585,0.84999996,0.84999996,0.0,81,85,82,84,0
2410131590,0.84999996,0.84999996,0.0,81,85,82,84,0
2410631650,0.84999996,0.84999996,0.0,81,85,82,84,0
2411131575,0.84999996,0.84999996,0.0,81,85,82,84,0
2411631620,0.84999996,0.84999996,0.0,81,85,82,84,0
2412131978,0.84999996,0.84999996,0.0,81,85,82,84,0
2412631574,0.84999996,0.84999996,0.0,81,85,82,84,0
2413131667,0.84999996,0.84999996,0.0,81,85,82,84,0
2413631665,0.84999996,0.84999996,0.0,81,85,82,84,0
2414131588,0.84999996,0.84999996,0.0,81,85,82,84,0
2414631636,0.84999996,0.84999996,0.0,81,85,82,84,0
2415131654,0.84999996,0.84999996,0.0,81,85,82,84,0
2415631619,0.84999996,0.84999996,0.0,81,85,82,84,0
2416131593,0.84999996,0.84999996,0.0,81,85,82,84,0
2416631642,0.84999996,0.84999996,0.0,81,85,82,84,0
2417131618,0.84999996,0.84999996,0.0,81,85,82,84,0
2417631847,0.84999996,0.84999996,0.0,81,85,82,84,0
2418131711,0.81,0.81,0.0,81,85,82,84,0
2418631636,0.81,0.81,0.0,81,85,82,84,0
2419131626,0.81,0.81,0.0,81,85,82,84,0
2419631755,0.81,0.81,0.0,81,85,82,84,0
2420132198,0.78999996,0.78999996,0.0,81,85,82,84,0
