timestamp,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,rotational_movement,close_to_ground_or_skipped_check,at_rest
2367896352,0,1,1,1,1,1,1,0,0,0,1,1
2368544476,0,1,1,1,1,1,1,0,0,0,1,0
2369551190,0,1,1,1,1,1,1,0,0,0,1,0
2369692349,0,1,1,1,0,0,1,0,0,0,1,0
2370285509,0,1,1,1,0,0,1,0,0,0,1,1
2370400336,0,1,1,1,1,0,1,0,0,0,1,1
2370540704,0,1,0,0,1,0,1,0,0,0,1,0
2370546948,0,0,0,0,1,0,1,0,0,0,1,0
2371395526,0,0,0,0,0,0,0,1,0,0,1,0
2372405282,0,0,0,0,0,0,0,0,0,0,1,0
2373414677,0,0,0,0,0,0,0,0,0,0,1,0
2374424097,0,0,0,0,0,0,0,0,0,0,1,0
2375436900,0,0,0,0,0,0,0,0,0,0,1,0
2376447439,0,0,0,0,0,0,0,0,0,0,1,0
2377456411,0,0,0,0,0,0,0,0,0,0,1,0
2378457315,0,0,0,0,0,0,0,0,0,0,1,0
2379460898,0,0,0,0,0,0,0,0,0,0,1,0
2380467492,0,0,0,0,0,0,0,0,0,0,1,0
2381469877,0,0,0,0,0,0,0,0,0,0,1,0
2382478567,0,0,0,0,0,0,0,0,0,0,1,0
2383479819,0,0,0,0,0,0,0,0,0,0,1,0
2384486206,0,0,0,0,0,0,0,0,0,0,1,0
2385497399,0,0,0,0,0,0,0,0,0,1,1,0
2386501925,0,0,0,0,0,0,0,0,0,0,1,0
2387508749,0,0,0,0,0,0,0,0,0,0,1,0
2388519302,0,0,0,0,0,0,0,0,0,0,1,0
2389527243,0,0,0,0,0,0,0,0,0,0,1,0
2390527623,0,0,0,0,0,0,0,0,0,1,1,0
2391532004,0,0,0,0,0,0,0,0,0,0,1,0
2392541444,0,0,0,0,0,0,0,0,0,0,1,0
2393545606,0,0,0,0,0,0,0,0,0,0,1,0
2394553387,0,0,0,0,0,0,0,0,0,0,1,0
2395555366,0,0,0,0,0,0,0,0,1,1,1,0
2396562261,0,0,0,0,0,0,0,0,0,0,1,0
2397564275,0,0,0,0,0,0,0,0,0,0,1,0
2398570174,0,0,0,0,0,0,0,0,0,0,1,0
2399577057,0,0,0,0,0,0,0,0,0,0,1,0
2400581327,0,0,0,0,0,0,0,0,1,1,1,0
2401588195,0,0,0,0,0,0,0,0,0,0,1,0
2402590963,0,0,0,0,0,0,0,0,0,0,1,0
2403595156,0,0,0,0,0,0,0,0,0,0,1,0
2404596892,0,0,0,0,0,0,0,0,0,0,1,0
2405600118,0,0,0,0,0,0,0,0,1,1,1,0
2406605580,0,0,0,0,0,0,0,0,0,0,1,0
2407612399,0,0,0,0,0,0,0,0,0,0,1,0
2408612895,0,0,0,0,0,0,0,0,0,0,1,0
2409621841,0,0,0,0,0,0,0,0,0,0,1,0
2410630829,0,0,0,0,0,0,0,0,0,0,1,0
2411636959,0,0,0,0,0,0,0,0,0,0,1,0
2412641377,0,0,0,0,0,0,0,0,0,0,1,0
2413645265,0,0,0,0,0,0,0,0,0,0,1,0
2414645772,0,0,0,0,0,0,0,0,0,0,1,0
2415646531,0,0,0,0,0,0,0,0,0,0,1,0
2416657886,0,0,0,0,0,0,0,0,0,0,1,0
2417218766,0,0,0,0,1,1,0,0,0,0,1,0
2418219335,0,0,0,0,1,1,0,1,0,0,1,0
2419037441,0,1,0,0,1,1,1,0,0,0,1,0
2419233332,0,1,1,0,1,1,1,0,0,0,1,0
2419402316,0,1,1,1,1,1,1,0,0,0,1,0
