timestamp,timestamp_sample,wrench[0],wrench[1],wrench[2],wrench[3],wrench[4],wrench[5],motor_thrust[0],motor_thrust[1],motor_thrust[2],motor_thrust[3],observation[0],observation[1],observation[2],observation[3],observation[4],observation[5],observation[6],observation[7],observation[8],observation[9],observation[10],observation[11],observation[12],observation[13],observation[14]
2376276767,4547790113145664707,0.0,0.0,0.0,0.0,0.0,0.0,0.84784764,1.0263859,0.8725138,0.96825254,0.0030862428,0.009346523,-0.0030238032,0.99945784,-0.029987961,0.013598362,0.030051142,0.9995384,-0.0044690375,-0.013705897,-0.03408378,-0.008751605,-0.018993327,0.057697974,-0.017319813
2376281040,4547912227655837165,0.0,0.0,0.0,0.0,0.0,0.0,0.8463049,1.0294323,0.86895585,0.9695977,0.0030862428,0.009346523,-0.0030238032,0.99945784,-0.029987961,0.013598362,0.030051142,0.9995384,-0.0044690375,-0.013705897,-0.03408378,-0.008751605,-0.013503458,0.057571728,-0.02142423
2376285233,4547926426817724598,0.0,0.0,0.0,0.0,0.0,0.0,0.84755576,1.0297866,0.86774206,0.97033024,0.0032395758,0.009783005,-0.0028364658,0.9994538,-0.029889107,0.01409839,0.029952407,0.9995421,-0.004293524,-0.013252478,-0.033620544,-0.008862808,-0.011692846,0.057702027,-0.02197317
2376294139,4547971901931368099,0.0,0.0,0.0,0.0,0.0,0.0,0.8521821,1.0309212,0.86890304,0.96108305,0.0033988096,0.010205817,-0.0026362538,0.9994536,-0.029640585,0.014635442,0.02970472,0.99955004,-0.0041869255,-0.010673561,-0.03810117,-0.009995176,-0.008799223,0.050268415,-0.018126462
2376296081,4548112940067496819,0.0,0.0,0.0,0.0,0.0,0.0,0.84706396,1.0344403,0.8665501,0.9677793,0.0033988096,0.010205817,-0.0026362538,0.9994536,-0.029640585,0.014635442,0.02970472,0.99955004,-0.0041869255,-0.010673561,-0.03810117,-0.009995176,-0.010516145,0.049358256,-0.024052963
2376300134,4548093617009607859,0.0,0.0,0.0,0.0,0.0,0.0,0.847313,1.0339582,0.8683105,0.9651872,0.0033988096,0.010205817,-0.0026362538,0.9994536,-0.029640585,0.014635442,0.02970472,0.99955004,-0.0041869255,-0.010673561,-0.03810117,-0.009995176,-0.010833369,0.04681949,-0.022446714
2376303686,4548020907508231454,0.0,0.0,0.0,0.0,0.0,0.0,0.8488568,1.0321441,0.8704933,0.9627918,0.0033988096,0.010205817,-0.0026362538,0.99945146,-0.029571384,0.014919076,0.029635161,0.99955267,-0.0040680044,-0.010673561,-0.03810117,-0.009995176,-0.012408176,0.045254413,-0.01945385
2376309763,4548110779698893811,0.0,0.0,0.0,0.0,0.0,0.0,0.8410162,1.0343862,0.8780005,0.96210355,0.0035603642,0.010670042,-0.002426684,0.9994513,-0.029431105,0.01520716,0.029494762,0.99955714,-0.0039781258,-0.012423443,-0.034116797,-0.009665186,-0.017698616,0.030726356,-0.020455904
2376311103,4548058256543788487,0.0,0.0,0.0,0.0,0.0,0.0,0.84331274,1.0330758,0.8793634,0.9575592,0.0035603642,0.010670042,-0.002426684,0.9994513,-0.029431105,0.01520716,0.029494762,0.99955714,-0.0039781258,-0.012423443,-0.034116797,-0.009665186,-0.015827151,0.029601065,-0.017554581
2376314607,4548136046991488348,0.0,0.0,0.0,0.0,0.0,0.0,0.8375473,1.0350168,0.88223976,0.9612669,0.0035603642,0.010670042,-0.002426684,0.9994539,-0.02922216,0.015431397,0.029282719,0.9995644,-0.0037109163,-0.012423443,-0.034116797,-0.009665186,-0.022321394,0.022384502,-0.019873023
