timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
2368411374,2368411061,0.7252786,-0.0040861694,0.003775342,0.68843305,0.71633524,-7.848939e-10,2.6020643e-09,0.6977563,1
2368422687,2368422352,0.72537965,-0.004091215,0.0037727603,0.68832654,0.71633524,-7.848939e-10,2.6020643e-09,0.6977563,1
2368431776,2368431225,0.7254652,-0.0040867366,0.0037678794,0.6882365,0.71633524,-7.848939e-10,2.6020643e-09,0.6977563,1
2368441908,2368436240,0.72546875,-0.0040873704,0.0037716005,0.6882327,0.71633524,-7.848939e-10,2.6020643e-09,0.6977563,1
2368443824,2368442790,0.725451,-0.0040804986,0.0037776926,0.68825144,0.71633524,-7.848939e-10,2.6020643e-09,0.6977563,1
2368448157,2368447639,0.72545516,-0.004088845,0.0037840172,0.6882469,0.71633524,-7.848939e-10,2.6020643e-09,0.6977563,1
2368467217,2368466594,0.7255033,-0.004097307,0.0037697186,0.6881962,0.71633524,-7.848939e-10,2.6020643e-09,0.6977563,1
2368472342,2368471795,0.7255491,-0.0040913634,0.00377834,0.6881479,0.71633524,-7.848939e-10,2.6020643e-09,0.6977563,1
2368482094,2368481750,0.72557247,-0.004069227,0.003789565,0.6881233,0.71633524,-7.848939e-10,2.6020643e-09,0.6977563,1
2368492412,2368486742,0.72554016,-0.00406915,0.0037896119,0.6881574,0.71633524,-7.848939e-10,2.6020643e-09,0.6977563,1
2368497625,2368496895,0.72549266,-0.0040690294,0.0037805531,0.6882075,0.71633524,-7.848939e-10,2.6020643e-09,0.6977563,1
2368502529,2368501988,0.7254742,-0.004067457,0.003775274,0.688227,0.71633524,-7.848939e-10,2.6020643e-09,0.6977563,1
2368507635,2368506973,0.72544026,-0.0040553776,0.0037812283,0.6882629,0.71633524,-7.848939e-10,2.6020643e-09,0.6977563,1
2368512718,2368512124,0.72539645,-0.004049648,0.0037681507,0.6883092,0.71633524,-7.848939e-10,2.6020643e-09,0.6977563,1
2368524575,2368523466,0.72528845,-0.0040443866,0.0037476954,0.6884231,0.71633524,-7.848939e-10,2.6020643e-09,0.6977563,1
2368529169,2368528679,0.7252009,-0.0040401565,0.0037223687,0.6885155,0.71633524,-7.848939e-10,2.6020643e-09,0.6977563,1
2368534088,2368533539,0.725115,-0.0040311296,0.0037018526,0.6886061,0.71633524,-7.848939e-10,2.6020643e-09,0.6977563,1
2368544920,2368543877,0.7249038,-0.0040285215,0.0036295273,0.6888288,0.71633524,-7.848939e-10,2.6020643e-09,0.6977563,1
2368554378,2368552478,0.724798,-0.004028234,0.0035620679,0.6889405,0.71633524,-7.848939e-10,2.6020643e-09,0.6977563,1
2368558084,2368557599,0.7247879,-0.0040316633,0.0035130146,0.6889514,0.71633524,-7.848939e-10,2.6020643e-09,0.6977563,1
2368568323,2368562568,0.72479296,-0.004032714,0.0034627465,0.6889463,0.71633524,-7.848939e-10,2.6020643e-09,0.6977563,1
2368569832,2368568949,0.7247962,-0.004040965,0.0033957558,0.68894315,0.71633524,-7.848939e-10,2.6020643e-09,0.6977563,1
2368574601,2368573966,0.7248017,-0.004023823,0.003343771,0.6889376,0.71633524,-7.848939e-10,2.6020643e-09,0.6977563,1
2368579613,2368579053,0.724807,-0.004027499,0.0032732591,0.6889324,0.71633524,-7.848939e-10,2.6020643e-09,0.6977563,1
2368589744,2368589096,0.72485006,-0.0040080594,0.0031338069,0.6888879,0.71633524,-7.848939e-10,2.6020643e-09,0.6977563,1
