timestamp,flag_armed,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled
2368387436,1,1,1,0,0,1,1,0,1,1,1,1,0
2368891790,1,1,1,0,0,1,1,0,1,1,1,1,0
2369394650,1,1,1,0,0,1,1,0,1,1,1,1,0
2369901020,1,1,1,0,0,1,1,0,1,1,1,1,0
2370402694,1,1,1,0,0,1,1,0,1,1,1,1,0
2370904442,1,1,1,0,0,1,1,0,1,1,1,1,0
2371415602,1,1,1,0,0,1,1,0,1,1,1,1,0
2371918795,1,1,1,0,0,1,1,0,1,1,1,1,0
2372424845,1,1,1,0,0,1,1,0,1,1,1,1,0
2372930512,1,1,1,0,0,1,1,0,1,1,1,1,0
2373431722,1,1,1,0,0,1,1,0,1,1,1,1,0
2373935601,1,1,1,0,0,1,1,0,1,1,1,1,0
2374436993,1,1,1,0,0,1,1,0,1,1,1,1,0
2374948119,1,1,1,0,0,1,1,0,1,1,1,1,0
2375454758,1,1,1,0,0,1,1,0,1,1,1,1,0
2375961769,1,1,1,0,0,1,1,0,1,1,1,1,0
2375989799,1,0,0,0,1,0,0,0,0,0,0,0,0
2376497382,1,0,0,0,1,0,0,0,0,0,0,0,0
2377003553,1,0,0,0,1,0,0,0,0,0,0,0,0
2377514976,1,0,0,0,1,0,0,0,0,0,0,0,0
2378015942,1,0,0,0,1,0,0,0,0,0,0,0,0
2378521288,1,0,0,0,1,0,0,0,0,0,0,0,0
2379026643,1,0,0,0,1,0,0,0,0,0,0,0,0
2379536538,1,0,0,0,1,0,0,0,0,0,0,0,0
2380044519,1,0,0,0,1,0,0,0,0,0,0,0,0
2380552122,1,0,0,0,1,0,0,0,0,0,0,0,0
2381059023,1,0,0,0,1,0,0,0,0,0,0,0,0
2381569648,1,0,0,0,1,0,0,0,0,0,0,0,0
2382070767,1,0,0,0,1,0,0,0,0,0,0,0,0
2382576512,1,0,0,0,1,0,0,0,0,0,0,0,0
2383080377,1,0,0,0,1,0,0,0,0,0,0,0,0
