timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
2354278019,0.0,0.0,0.0,-0.020246608,0.053203464,-0.13608623,1.5202175,0,0,1,0
2370549435,0.0,0.0,0.0,-0.020064926,0.053026132,-0.14138998,1.5178838,0,0,1,0
2419410241,0.0,0.0,0.0,-0.043003872,-0.011776795,-0.13604264,1.5461967,0,0,1,0
