timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping,gyro_clipping,accel_calibration_count,gyro_calibration_count
2368411061,-0.004920854,0.0022540307,0.026395531,5078,0,0.11123484,-0.10217805,-9.832241,5078,0,144,1,1
2368422352,-0.0009652573,0.0011182149,-0.04065088,6282,0,-0.042680014,-0.23350795,-9.845252,6282,0,144,1,1
2368431225,-0.0004632996,-0.00083892327,-0.028883165,8873,0,0.13563941,0.09685489,-9.843817,8873,0,144,1,1
2368436240,0.00030166077,0.0018793939,-0.0029937373,5015,0,0.0127805425,0.17073214,-9.800709,5015,0,144,1,1
2368442790,0.0021858206,0.000536505,0.007001464,6550,0,0.076690815,0.101998016,-9.844111,5065,0,144,1,1
2368447639,-0.0012325443,0.004885957,-0.0034485988,4849,0,-0.071728885,-0.082535714,-9.770009,6334,0,144,1,1
2368466594,-0.00074394373,0.0013281106,-0.025156807,5099,0,0.009888128,-0.22685501,-9.8375435,5099,0,144,1,1
2368471795,0.0034990676,0.0014792621,-0.02645463,5201,0,0.07480504,-0.047125146,-9.882095,5201,0,144,1,1
2368477047,0.0013623144,-0.00046043005,-0.018702501,5252,0,0.17425776,0.09191749,-9.815013,5252,0,144,1,1
2368481750,0.0074209524,-0.0011397402,0.0045780963,4703,0,0.13598244,0.08266388,-9.781335,4703,0,144,1,1
2368486742,-0.00066042197,0.0006150934,0.01792023,4992,0,-0.026857527,0.12066549,-9.805422,4992,0,144,1,1
2368501988,-0.0016197052,-0.0013151342,0.009643852,5093,0,0.20050162,-0.06968627,-9.857047,5661,0,144,1,1
2368506973,0.004469363,-0.0009928787,0.018924192,4985,0,0.103543036,0.0025521666,-9.870885,5553,0,144,1,1
2368512124,-0.0026102122,-0.004602917,0.023848673,5151,0,0.07431349,-0.029014995,-9.89819,5151,0,144,1,1
2368523466,-0.0034550466,-0.0022495496,0.031525966,6283,0,0.082382955,0.04877503,-9.779064,6283,0,144,1,1
2368528679,-0.0063669593,-0.007554668,0.04791291,5213,0,0.061314743,-0.05756585,-9.85006,5213,0,144,1,1
2368533539,-0.003978464,-0.008075533,0.050465032,4860,0,0.054388765,-0.08304211,-9.807533,4860,0,144,1,1
2368543877,-0.013010679,-0.01067838,0.05613158,5159,0,0.13558257,-0.09146869,-9.805939,5159,0,144,1,1
2368557599,-0.014772428,-0.012350715,0.004847408,5121,0,0.0478073,-0.19971761,-9.872888,5121,0,144,1,1
2368568949,-0.016930493,-0.012804825,-0.0023979954,6381,0,0.07858961,0.0802112,-9.847979,5102,0,144,1,1
2368573966,-0.009891174,-0.019104075,-0.004047624,5017,0,0.10427063,0.060528703,-9.806715,6296,0,144,1,1
2368579053,-0.020714141,-0.018478556,-0.003899593,5087,0,0.11770129,-0.063117735,-9.839874,5087,0,144,1,1
2368594220,-0.018344278,-0.02445892,-0.030447882,5124,0,0.15766533,0.11361288,-9.907611,6296,0,144,1,1
2368605684,-0.022535646,-0.04086404,-0.03554303,6483,0,0.10630646,-0.14286917,-9.968357,6483,0,144,1,1
2368610607,-0.029641524,-0.042650335,-0.03473074,4923,0,0.10819642,0.1955119,-9.822659,4923,0,144,1,1
2368615683,-0.03693742,-0.045349814,-0.018128399,5076,0,0.21819817,0.072696805,-9.606711,5076,0,144,1,1
2368630960,-0.038712975,-0.05790784,-0.012219928,4016,0,0.035982117,-0.23444976,-9.641735,4016,0,144,1,1
2368640907,-0.03513822,-0.061137132,-0.031078529,9947,0,0.01938468,-0.04649206,-9.867914,8742,0,144,1,1
2368646073,-0.03630322,-0.0611864,-0.038792554,5166,0,0.037478562,-0.12632746,-9.922686,6371,0,144,1,1
2368651010,-0.034930024,-0.06174599,-0.04735434,4937,0,-0.04455432,0.017474815,-9.968224,4937,0,144,1,1
2368656069,-0.029806007,-0.06359857,-0.044785798,5059,0,0.16419685,0.09501727,-10.0291815,5059,0,144,1,1
2368661120,-0.030975731,-0.0621979,-0.06393286,5051,0,-0.053932864,-0.043434266,-9.885687,5051,0,144,1,1
2368666169,-0.03279531,-0.051656142,-0.059847694,5049,0,-0.038271885,0.14908822,-9.893759,5049,0,144,1,1
2368676287,-0.035391826,-0.046253957,-0.06619934,4824,0,-0.15326148,-0.013523548,-9.725669,4824,0,144,1,1
2368681320,-0.032163534,-0.042690877,-0.05738788,5033,0,-0.08718011,0.082377285,-9.773904,5033,0,144,1,1
2368692434,-0.015927646,-0.03273868,-0.042229734,5896,0,-0.20371573,0.10500011,-9.857984,5896,0,144,1,1
2368696554,-0.009057259,-0.03340871,-0.035220373,4120,0,-0.1540334,-0.0018204376,-9.919649,4120,0,144,1,1
2368701551,0.003971435,-0.025552772,-0.020728454,4997,0,-0.002968397,0.26110476,-9.886224,4997,0,144,1,1
2368712951,0.022233108,-0.010924667,-0.0061512943,6132,0,-0.06975183,0.16638964,-9.874405,6132,0,144,1,1
2368723023,0.03104602,0.0022381835,0.016111663,10072,0,-0.05622383,0.19023477,-9.898468,8821,0,144,1,1
2368728085,0.02992731,0.008114784,0.027824117,5062,0,-0.12191439,0.16028012,-9.828754,6313,0,144,1,1
2368739636,0.03221902,0.023360794,0.04364568,6486,0,-0.06626113,0.09327815,-9.845985,6486,0,144,1,1
2368749641,0.039196666,0.036171924,0.040484108,10005,0,-0.1325791,0.053779215,-9.86425,8621,0,144,1,1
2368754648,0.047602598,0.049664795,0.019814603,5007,0,-0.095604524,-0.06750499,-9.980153,6391,0,144,1,1
2368759644,0.065276556,0.062118955,0.032382574,4996,0,0.08941539,0.26123315,-9.893158,4996,0,144,1,1
2368766911,0.068759196,0.07457686,0.023207704,7267,0,-0.3022931,-0.10008834,-9.816195,7267,0,144,1,1
2368776081,0.071222834,0.08253798,0.031056754,9170,0,0.0055370545,0.2063544,-9.834294,7860,0,144,1,1
2368784930,0.065132685,0.09111488,0.023059001,8849,0,-0.16659863,-0.10241747,-9.805072,8883,0,144,1,1
2368789930,0.06333098,0.09624072,0.038826857,5000,0,0.19161028,0.32024646,-9.819747,5047,0,144,1,1
2368795072,0.058586553,0.108914025,0.02569116,5142,0,-0.18720894,-0.17659356,-9.795507,6371,0,144,1,1
2368803899,0.0470702,0.11214346,0.035451807,8827,0,0.13945298,-0.017454416,-9.897613,8827,0,144,1,1
2368808997,0.04727046,0.11742202,0.025126196,5098,0,-0.116096936,-0.33561274,-9.885478,5098,0,144,1,1
2368814086,0.03401138,0.11636728,0.017683849,5089,0,0.12082755,-0.2067529,-9.907437,5089,0,144,1,1
2368831364,0.023932254,0.10580511,0.0114458855,7225,0,0.27293825,-0.07186717,-9.77084,7225,0,144,1,1
2368840493,0.009161149,0.0983445,-0.0045217257,9129,0,0.028893799,-0.2594874,-9.741817,7845,0,144,1,1
2368845547,-0.008301338,0.092197336,-5.874067e-05,5054,0,0.4217971,-0.017100513,-9.854591,6338,0,144,1,1
2368850621,-0.023210557,0.09135325,-0.007757782,5074,0,0.0014678107,-0.21903594,-9.810556,5074,0,144,1,1
2368855662,-0.028654777,0.08263373,-0.022348227,5041,0,0.26797128,-0.31573153,-9.876174,5041,0,144,1,1
