timestamp,position,velocity,acceleration,attitude,body_rate,actuator
2368418663,0,0,0,0,0,1
2368421657,0,0,0,0,0,1
2368520489,0,0,0,0,0,1
2368621677,0,0,0,0,0,1
2368721982,0,0,0,0,0,1
2368818554,0,0,0,0,0,1
2368921559,0,0,0,0,0,1
2369022640,0,0,0,0,0,1
2369121352,0,0,0,0,0,1
2369223596,0,0,0,0,0,1
2369324064,0,0,0,0,0,1
2369421730,0,0,0,0,0,1
2369523622,0,0,0,0,0,1
2369621090,0,0,0,0,0,1
2369721967,0,0,0,0,0,1
2369818313,0,0,0,0,0,1
2369921898,0,0,0,0,0,1
2370022519,0,0,0,0,0,1
2370122406,0,0,0,0,0,1
2370224724,0,0,0,0,0,1
2370320414,0,0,0,0,0,1
2370421987,0,0,0,0,0,1
2370522414,0,0,0,0,0,1
2370622101,0,0,0,0,0,1
2370724298,0,0,0,0,0,1
2370820353,0,0,0,0,0,1
2370923560,0,0,0,0,0,1
2371021985,0,0,0,0,0,1
2371124266,0,0,0,0,0,1
2371219967,0,0,0,0,0,1
2371322668,0,0,0,0,0,1
2371422984,0,0,0,0,0,1
2371520502,0,0,0,0,0,1
2371623842,0,0,0,0,0,1
2371720857,0,0,0,0,0,1
2371822821,0,0,0,0,0,1
2371921503,0,0,0,0,0,1
2372022520,0,0,0,0,0,1
2372123570,0,0,0,0,0,1
2372221140,0,0,0,0,0,1
2372322151,0,0,0,0,0,1
2372420031,0,0,0,0,0,1
2372520679,0,0,0,0,0,1
2372615878,0,0,0,0,0,1
2372722865,0,0,0,0,0,1
2372824277,0,0,0,0,0,1
2372921710,0,0,0,0,0,1
2373024795,0,0,0,0,0,1
2373120799,0,0,0,0,0,1
2373224402,0,0,0,0,0,1
2373322777,0,0,0,0,0,1
2373421718,0,0,0,0,0,1
2373523249,0,0,0,0,0,1
2373618588,0,0,0,0,0,1
2373723418,0,0,0,0,0,1
2373820556,0,0,0,0,0,1
2373922852,0,0,0,0,0,1
2374021045,0,0,0,0,0,1
2374120673,0,0,0,0,0,1
2374220828,0,0,0,0,0,1
2374321067,0,0,0,0,0,1
2374422530,0,0,0,0,0,1
2374520387,0,0,0,0,0,1
2374622557,0,0,0,0,0,1
2374718167,0,0,0,0,0,1
2374820881,0,0,0,0,0,1
2374923899,0,0,0,0,0,1
2375022062,0,0,0,0,0,1
2375122562,0,0,0,0,0,1
2375224586,0,0,0,0,0,1
2375316692,0,0,0,0,0,1
2375423296,0,0,0,0,0,1
2375522066,0,0,0,0,0,1
2375622758,0,0,0,0,0,1
2375719611,0,0,0,0,0,1
2375823278,0,0,0,0,0,1
2375920350,0,0,0,0,0,1
2376020522,0,0,0,0,0,1
2376119733,0,0,0,0,0,1
2376216842,0,0,0,0,0,1
2376314210,0,0,0,0,0,1
2376420081,0,0,0,0,0,1
2376521544,0,0,0,0,0,1
2376619230,0,0,0,0,0,1
2376719965,0,0,0,0,0,1
2376820503,0,0,0,0,0,1
2376916726,0,0,0,0,0,1
2377023651,0,0,0,0,0,1
2377118814,0,0,0,0,0,1
2377222816,0,0,0,0,0,1
2377317972,0,0,0,0,0,1
2377423990,0,0,0,0,0,1
2377518102,0,0,0,0,0,1
2377623664,0,0,0,0,0,1
2377720368,0,0,0,0,0,1
2377819565,0,0,0,0,0,1
2377922691,0,0,0,0,0,1
2378019637,0,0,0,0,0,1
2378122024,0,0,0,0,0,1
2378221336,0,0,0,0,0,1
2378319759,0,0,0,0,0,1
2378418078,0,0,0,0,0,1
2378519889,0,0,0,0,0,1
2378622839,0,0,0,0,0,1
2378720623,0,0,0,0,0,1
2378823695,0,0,0,0,0,1
2378919303,0,0,0,0,0,1
2379021397,0,0,0,0,0,1
2379124085,0,0,0,0,0,1
2379221623,0,0,0,0,0,1
2379321912,0,0,0,0,0,1
2379423306,0,0,0,0,0,1
2379523063,0,0,0,0,0,1
2379626414,0,0,0,0,0,1
2379721029,0,0,0,0,0,1
2379821131,0,0,0,0,0,1
2379921537,0,0,0,0,0,1
2380025472,1,1,1,0,0,0
2380121586,1,1,1,0,0,0
2380221947,0,0,0,0,0,1
2380318240,0,0,0,0,0,1
2380418346,0,0,0,0,0,1
2380524471,0,0,0,0,0,1
2380619747,0,0,0,0,0,1
2380722624,0,0,0,0,0,1
2380818976,0,0,0,0,0,1
2380923828,0,0,0,0,0,1
2381023090,1,1,1,0,0,0
2381122396,0,0,0,0,0,1
2381223062,0,0,0,0,0,1
2381320913,0,0,0,0,0,1
2381421641,1,1,1,0,0,0
2381519190,0,0,0,0,0,1
2381623326,0,0,0,0,0,1
2381721305,0,0,0,0,0,1
2381821433,0,0,0,0,0,1
2381923261,0,0,0,0,0,1
2382020960,0,0,0,0,0,1
2382119583,0,0,0,0,0,1
2382221250,0,0,0,0,0,1
2382321358,0,0,0,0,0,1
2382419440,0,0,0,0,0,1
2382522949,0,0,0,0,0,1
2382623200,0,0,0,0,0,1
2382722014,0,0,0,0,0,1
2382821336,0,0,0,0,0,1
2382918071,0,0,0,0,0,1
2383015663,0,0,0,0,0,1
2383123113,0,0,0,0,0,1
2383223326,1,1,1,0,0,0
2383319768,0,0,0,0,0,1
2383423573,1,1,1,0,0,0
2383523213,0,0,0,0,0,1
2383622527,0,0,0,0,0,1
2383721699,1,1,1,0,0,0
2383821017,1,1,1,0,0,0
2383924233,0,0,0,0,0,1
2384024788,1,1,1,0,0,0
2384117161,0,0,0,0,0,1
2384212389,0,0,0,0,0,1
2384321929,1,1,1,0,0,0
2384422953,0,0,0,0,0,1
2384520890,0,0,0,0,0,1
2384621487,0,0,0,0,0,1
2384725332,0,0,0,0,0,1
2384822151,0,0,0,0,0,1
2384920009,0,0,0,0,0,1
2385020690,0,0,0,0,0,1
2385122705,0,0,0,0,0,1
2385217586,0,0,0,0,0,1
2385322064,0,0,0,0,0,1
2385423928,1,1,1,0,0,0
2385521973,0,0,0,0,0,1
2385624179,0,0,0,0,0,1
