timestamp,armed_time,takeoff_time,nav_state_timestamp,failure_detector_status,arming_state,latest_arming_reason,latest_disarming_reason,nav_state_user_intention,nav_state,hil_state,vehicle_type,failsafe,failsafe_and_user_took_over,gcs_connection_lost,gcs_connection_lost_counter,high_latency_data_link_lost,is_vtol,is_vtol_tailsitter,in_transition_mode,in_transition_to_fw,system_type,system_id,component_id,safety_button_available,safety_off,power_input_valid,usb_connected,open_drone_id_system_present,open_drone_id_system_healthy,parachute_system_present,parachute_system_healthy,avoidance_system_required,avoidance_system_valid,rc_calibration_in_progress,calibration_enabled,pre_flight_checks_pass
2368387632,2368385876,0,2337279022,0,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2368891829,2368385876,0,2337279022,0,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2369394674,2368385876,0,2337279022,0,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2369901042,2368385876,0,2337279022,0,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2370403205,2368385876,0,2337279022,0,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2370904501,2368385876,2370549121,2337279022,0,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2371415621,2368385876,2370549121,2337279022,0,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2371918818,2368385876,2370549121,2337279022,0,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2372424866,2368385876,2370549121,2337279022,0,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2372930656,2368385876,2370549121,2337279022,0,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2373431744,2368385876,2370549121,2337279022,0,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2373935622,2368385876,2370549121,2337279022,0,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2374437018,2368385876,2370549121,2337279022,0,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2374948139,2368385876,2370549121,2337279022,0,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2375454778,2368385876,2370549121,2337279022,0,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2375961798,2368385876,2370549121,2337279022,0,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2375989816,2368385876,2370549121,2375984496,0,2,2,2,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2376497435,2368385876,2370549121,2375984496,0,2,2,2,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2377003579,2368385876,2370549121,2375984496,0,2,2,2,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2377515012,2368385876,2370549121,2375984496,0,2,2,2,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2378015969,2368385876,2370549121,2375984496,0,2,2,2,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2378521313,2368385876,2370549121,2375984496,0,2,2,2,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2379026762,2368385876,2370549121,2375984496,0,2,2,2,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2379536552,2368385876,2370549121,2375984496,0,2,2,2,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2380044550,2368385876,2370549121,2375984496,0,2,2,2,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2380552150,2368385876,2370549121,2375984496,0,2,2,2,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2381059054,2368385876,2370549121,2375984496,0,2,2,2,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2381569745,2368385876,2370549121,2375984496,0,2,2,2,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2382070796,2368385876,2370549121,2375984496,0,2,2,2,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2382576534,2368385876,2370549121,2375984496,0,2,2,2,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2383080405,2368385876,2370549121,2375984496,0,2,2,2,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2383586495,2368385876,2370549121,2375984496,0,2,2,2,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2384087257,2368385876,2370549121,2375984496,0,2,2,2,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2384594100,2368385876,2370549121,2375984496,0,2,2,2,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2385098266,2368385876,2370549121,2375984496,0,2,2,2,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2385608518,2368385876,2370549121,2375984496,0,2,2,2,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2386116272,2368385876,2370549121,2375984496,0,2,2,2,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2386627251,2368385876,2370549121,2375984496,0,2,2,2,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2387128576,2368385876,2370549121,2375984496,0,2,2,2,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
2387629215,2368385876,2370549121,2375984496,0,2,2,2,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
