timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],terr_flow[0],terr_flow[1],heading,mag_field[0],mag_field[1],mag_field[2],gravity[0],gravity[1],gravity[2],drag[0],drag[1],airspeed,beta,hagl,hagl_rate
2368412685,2368366798,0.0,0.0,0.0,0.0,0.0,0.0,0.0029383819,0.0029383823,0.0029126524,0.000114032206,0.00011403222,0.00011365855,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.052457217,0.0,0.0,0.0,1.0028116,1.0028167,1.0769631,0.0,0.0,0.0,0.0,0.0,0.0
2368423931,2368380708,0.0,0.0,0.0,0.0,0.0,0.0,0.002930332,0.002930333,0.0029043427,0.000113487346,0.00011348735,0.00011313905,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.05245715,0.0,0.0,0.0,1.0028105,1.0028156,1.0769628,0.0,0.0,0.0,0.0,0.0,0.0
2368443355,2368390746,0.0,0.0,0.0,0.0,0.0,0.0,0.0029186455,0.0029186464,0.0028942884,0.000112961156,0.00011296117,0.000112637965,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.05245708,0.0,0.0,0.0,1.0028087,1.0028138,1.0769625,0.0,0.0,0.0,0.0,0.0,0.0
2368449284,2368400864,0.0,0.0,0.0,0.0,0.0,0.0,0.0029186455,0.0029186464,0.0028942884,0.000112961156,0.00011296117,0.000112637965,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.05245708,0.0,0.0,0.0,1.0028083,1.0028135,1.0769622,0.0,0.0,0.0,0.0,0.0,0.0
2368473687,2368422352,0.0,0.0,0.0,0.0,0.0,0.0,0.0029186455,0.0029186464,0.0028942884,0.000112961156,0.00011296117,0.000112637965,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.05245708,0.0,0.0,0.0,1.0028168,1.0028219,1.0769622,0.0,0.0,0.0,0.0,0.0,0.0
2368483466,2368436240,0.0,0.0,0.0,0.0,0.0,0.0,0.002973936,0.0029739358,0.0029430743,0.000116542935,0.00011654294,0.00011601801,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.052457344,0.0,0.0,0.0,1.0028211,1.0028262,1.0769622,0.0,0.0,0.0,0.0,0.0,0.0
2368499177,2368447639,0.0,0.0,0.0,0.0,0.0,0.0,0.0029555305,0.0029555415,0.002926683,0.00011554298,0.000115542985,0.00011507968,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.052457273,0.0,0.0,0.0,1.0028179,1.002823,1.076962,0.0,0.0,0.0,0.0,0.0,0.0
2368508846,2368461495,0.0,0.0,0.0,0.0,0.0,0.0,0.0029555305,0.0029555415,0.002926683,0.00011554298,0.000115542985,0.00011507968,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.052457273,0.0,0.0,0.0,1.0028154,1.0028205,1.0769618,0.0,0.0,0.0,0.0,0.0,0.0
2368524104,2368471795,0.0,0.0,0.0,0.0,0.0,0.0,0.0029625434,0.002962546,0.002932143,0.00011612063,0.00011612065,0.00011562207,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.052457314,0.0,0.0,0.0,1.0028195,1.0028247,1.0769616,0.0,0.0,0.0,0.0,0.0,0.0
2368530456,2368481750,0.0,0.0,0.0,0.0,0.0,0.0,0.0029460476,0.002946043,0.0029180422,0.0001151906,0.00011519063,0.00011474598,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.052457243,0.0,0.0,0.0,1.0028166,1.0028217,1.0769615,0.0,0.0,0.0,0.0,0.0,0.0
2368544377,2368496895,0.0,0.0,0.0,0.0,0.0,0.0,0.0029351488,0.0029351593,0.002907258,0.00011442584,0.00011442586,0.0001140222,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.052457176,0.0,0.0,0.0,1.0028143,1.0028194,1.0769613,0.0,0.0,0.0,0.0,0.0,0.0
