timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,heading_good_for_control,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield,dead_reckoning
2368412400,2368411061,0,nan,nan,-0.020034323,0.052974768,-0.13691232,-0.037844393,0.03869537,-0.13887003,-0.000804016,0.00077571825,-0.00047088836,-0.0005408559,1.133699e-05,-1.0838732e-05,0.0010508299,0.08417178,0.039090637,0.0017019837,1.5186782,1.5445211,nan,0.100093745,0.004960944,0.0034665805,0.028615167,0.019662753,inf,inf,inf,inf,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0
2368423744,2368422352,0,nan,nan,-0.020032773,0.05297695,-0.13691486,-0.037844393,0.03869537,-0.13887003,0.0009020428,-0.00015826414,-0.0005520636,-0.000621136,1.133699e-05,-1.0838732e-05,0.0010508299,0.20735255,-0.1216198,-0.009458514,1.5183845,1.5445211,nan,0.10009142,0.004863255,0.0034000285,0.028260637,0.019404972,inf,inf,inf,inf,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0
2368508590,2368506973,0,nan,nan,-0.0200242,0.05296309,-0.1369216,-0.037844393,0.03869537,-0.13887003,-0.00013712107,2.2597005e-05,-0.00039553412,-0.00045588426,1.133699e-05,-1.0838732e-05,0.0010508299,-0.02125865,0.03678633,-0.036959067,1.518209,1.5445211,nan,0.10010069,0.005426982,0.003782638,0.029753638,0.020350384,inf,inf,inf,inf,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0
2368612351,2368610607,0,nan,nan,-0.0198441,0.053058695,-0.13696136,-0.037844393,0.03869537,-0.13887003,0.0026883846,0.0031295542,-0.002232082,-0.0022689574,1.133699e-05,-1.0838732e-05,0.0010508299,-0.20052375,0.06875005,0.010805839,1.5192596,1.5445211,nan,0.10013152,0.005023011,0.0035058928,0.028553005,0.019574123,inf,inf,inf,inf,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0
2368713323,2368706819,0,nan,nan,-0.019503606,0.053361706,-0.13690208,-0.037844393,0.03869537,-0.13887003,-0.00017189121,0.00091771345,-0.00094546593,-0.0009537471,1.133699e-05,-1.0838732e-05,0.0010508299,-0.007308274,-0.22260745,-0.096421234,1.5156716,1.5445211,nan,0.10011036,0.0054587894,0.0037973814,0.029993702,0.020499498,inf,inf,inf,inf,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0
2368815476,2368814086,0,nan,nan,-0.0200371,0.052953534,-0.13713308,-0.037844393,0.03869537,-0.13887003,-0.0046288976,-0.00785992,-0.0037138148,-0.0037135934,1.133699e-05,-1.0838732e-05,0.0010508299,0.17582771,0.044116247,-0.07407537,1.5186776,1.5445211,nan,0.10022537,0.005136521,0.00358092,0.029001165,0.019837517,inf,inf,inf,inf,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0
2368919122,2368912509,0,nan,nan,-0.019978553,0.052579157,-0.13731217,-0.037844393,0.03869537,-0.13887003,0.0028221724,0.0015438105,-0.0009527679,-0.0008840387,1.133699e-05,-1.0838732e-05,0.0010508299,0.027799116,0.104707286,-0.01101047,1.5178298,1.5445211,nan,0.10027226,0.0051061367,0.0035561984,0.028953416,0.019752886,inf,inf,inf,inf,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0
2369016267,2369014846,0,nan,nan,-0.020097474,0.053109877,-0.1373886,-0.037844393,0.03869537,-0.13887003,-0.0031528277,0.0041818507,-0.0020427627,-0.0019094122,1.133699e-05,-1.0838732e-05,0.0010508299,0.13801247,-0.06573396,-0.028906573,1.5185999,1.5445211,nan,0.100412585,0.0048932093,0.003412484,0.028403608,0.01943758,inf,inf,inf,inf,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0
2369112378,2369110881,0,nan,nan,-0.020204235,0.053020153,-0.1375768,-0.037844393,0.03869537,-0.13887003,-0.00046918835,-0.0036550178,-0.005225993,-0.0049531944,1.133699e-05,-1.0838732e-05,0.0010508299,-0.24418968,0.16211401,-0.060311243,1.5176545,1.5445211,nan,0.10059389,0.0046652434,0.0032527759,0.02824935,0.019252485,inf,inf,inf,inf,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0
2369216072,2369209404,0,nan,nan,-0.020248061,0.052742846,-0.13793576,-0.037844393,0.03869537,-0.13887003,-0.0030164444,0.001158627,-0.0060308687,-0.005620869,1.133699e-05,-1.0838732e-05,0.0010508299,-0.041029435,0.1234047,0.020124707,1.5187576,1.5445211,nan,0.100759394,0.004962086,0.0034520652,0.028919144,0.01980733,inf,inf,inf,inf,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0
