timestamp,process_load,system_load,ram_usage,platform[0],platform[1],platform[2],platform[3],platform[4]
567576316,0.4,0.2150168,0.22196276,80,79,83,73,88
568076218,0.68,0.21503966,0.22195716,80,79,83,73,88
568576239,0.56,0.21506199,0.22194035,80,79,83,73,88
569075427,0.4489796,0.21509585,0.22192407,80,79,83,73,88
569576616,0.47058824,0.21514103,0.22194086,80,79,83,73,88
570076206,0.5510204,0.21518822,0.22192407,80,79,83,73,88
570576299,0.5,0.21522509,0.22191998,80,79,83,73,88
571076516,0.49019608,0.21526588,0.22192712,80,79,83,73,88
571576119,0.52,0.21529797,0.22193323,80,79,83,73,88
572076227,0.5510204,0.21533863,0.22192407,80,79,83,73,88
572576112,0.56,0.21537697,0.22192965,80,79,83,73,88
573075582,0.48,0.21541877,0.22192763,80,79,83,73,88
573576030,0.52,0.2154401,0.22196633,80,79,83,73,88
574076384,0.5,0.21547362,0.22195666,80,79,83,73,88
574576307,0.56,0.21551745,0.22195257,80,79,83,73,88
575075809,0.56,0.21558045,0.22192559,80,79,83,73,88
575575909,0.58,0.21562079,0.22195868,80,79,83,73,88
576076094,0.58,0.21569085,0.22195359,80,79,83,73,88
576576118,0.56,0.21572976,0.22190471,80,79,83,73,88
577075645,0.54,0.21577239,0.22195053,80,79,83,73,88
577575836,0.56,0.21582901,0.22192304,80,79,83,73,88
578076160,0.58,0.21587212,0.22195461,80,79,83,73,88
578575108,0.52,0.21593018,0.22741269,80,79,83,73,88
579076120,0.54,0.2160232,0.22888833,80,79,83,73,88
579576156,0.52,0.21606115,0.22889547,80,79,83,73,88
580076086,0.52,0.21608704,0.22886746,80,79,83,73,88
580575936,0.58,0.21613982,0.22890055,80,79,83,73,88
581076226,0.58,0.21619865,0.22890463,80,79,83,73,88
581575833,0.56,0.21623632,0.22889496,80,79,83,73,88
582075880,0.56,0.21627346,0.22889037,80,79,83,73,88
582576092,0.56,0.21632446,0.2289026,80,79,83,73,88
583075738,0.58,0.2163773,0.22888578,80,79,83,73,88
583575551,0.54,0.2164123,0.22894944,80,79,83,73,88
584075801,0.52,0.21644087,0.22891736,80,79,83,73,88
584575836,0.56,0.21647033,0.22888273,80,79,83,73,88
585076555,0.54,0.21651877,0.22888121,80,79,83,73,88
585576131,0.52,0.21657038,0.22891176,80,79,83,73,88
586075723,0.54,0.21663329,0.22897439,80,79,83,73,88
586576088,0.56,0.21669361,0.2289586,80,79,83,73,88
587075596,0.58,0.21675554,0.22895199,80,79,83,73,88
587576247,0.56,0.21680695,0.22903855,80,79,83,73,88
588075667,0.5,0.21684785,0.22897083,80,79,83,73,88
588576130,0.56,0.21690051,0.22898915,80,79,83,73,88
589075778,0.52,0.21695307,0.22900596,80,79,83,73,88
589576034,0.5,0.21698289,0.22899221,80,79,83,73,88
590075669,0.5,0.21701314,0.22900137,80,79,83,73,88
590576060,0.58,0.21706037,0.22901309,80,79,83,73,88
591076204,0.5294118,0.217097,0.22900036,80,79,83,73,88
591576054,0.5510204,0.21714579,0.2290304,80,79,83,73,88
592075661,0.56,0.21717814,0.22899985,80,79,83,73,88
592576192,0.54,0.21721597,0.22899935,80,79,83,73,88
593075619,0.58,0.2172758,0.22907776,80,79,83,73,88
593576625,0.6,0.21734208,0.22897439,80,79,83,73,88
594075613,0.54,0.21738137,0.2289912,80,79,83,73,88
