timestamp,imbalanced_prop_metric,motor_failure_mask,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_battery,fd_imbalanced_prop,fd_motor
567651511,-0.00015080828,0,0,0,0,0,0,0,0,0
567667177,-0.00015080828,0,0,0,0,0,0,0,0,0
568170616,0.010479265,0,0,0,0,0,0,0,0,0
568678221,0.013787546,0,0,0,0,0,0,0,0,0
569191230,0.019793881,0,0,0,0,0,0,0,0,0
569702212,0.029612789,0,0,0,0,0,0,0,0,0
570210419,0.18172917,0,0,0,0,0,0,0,0,0
570721137,0.3185692,0,0,0,0,0,0,0,0,0
571232006,0.5366227,0,0,0,0,0,0,0,0,0
571742853,0.81614447,0,0,0,0,0,0,0,0,0
572250860,1.0006357,0,0,0,0,0,0,0,0,0
572765816,1.1539621,0,0,0,0,0,0,0,0,0
573267695,1.2909791,0,0,0,0,0,0,0,0,0
573773439,1.4224818,0,0,0,0,0,0,0,0,0
574274916,1.5524331,0,0,0,0,0,0,0,0,0
574588915,1.6398069,0,0,0,0,0,0,0,0,0
575094955,1.7507218,0,0,0,0,0,0,0,0,0
575601649,1.8380265,0,0,0,0,0,0,0,0,0
576109446,1.9385974,0,0,0,0,0,0,0,0,0
576618024,2.0383518,0,0,0,0,0,0,0,0,0
577120960,2.097233,0,0,0,0,0,0,0,0,0
577624317,2.161247,0,0,0,0,0,0,0,0,0
578134141,2.23785,0,0,0,0,0,0,0,0,0
578634859,2.2824523,0,0,0,0,0,0,0,0,0
579139751,2.3553827,0,0,0,0,0,0,0,0,0
579653534,2.3758657,0,0,0,0,0,0,0,0,0
580163083,2.4313846,0,0,0,0,0,0,0,0,0
580667473,2.460344,0,0,0,0,0,0,0,0,0
581178550,2.4883623,0,0,0,0,0,0,0,0,0
581686464,2.5102296,0,0,0,0,0,0,0,0,0
582193492,2.5277631,0,0,0,0,0,0,0,0,0
582694572,2.5639558,0,0,0,0,0,0,0,0,0
583203361,2.600678,0,0,0,0,0,0,0,0,0
583704123,2.625774,0,0,0,0,0,0,0,0,0
584204892,2.633366,0,0,0,0,0,0,0,0,0
584718186,2.5206914,0,0,0,0,0,0,0,0,0
585225486,2.488726,0,0,0,0,0,0,0,0,0
585736588,2.5196786,0,0,0,0,0,0,0,0,0
586239964,2.5384076,0,0,0,0,0,0,0,0,0
586742881,2.5666738,0,0,0,0,0,0,0,0,0
587254949,2.5572774,0,0,0,0,0,0,0,0,0
587763144,2.5791402,0,0,0,0,0,0,0,0,0
588272264,2.596376,0,0,0,0,0,0,0,0,0
588776930,2.600315,0,0,0,0,0,0,0,0,0
589281645,2.6017592,0,0,0,0,0,0,0,0,0
589783630,2.5505683,0,0,0,0,0,0,0,0,0
590287416,2.5409374,0,0,0,0,0,0,0,0,0
590790570,2.5127242,0,0,0,0,0,0,0,0,0
591297795,2.5465326,0,0,0,0,0,0,0,0,0
591804635,2.5478818,0,0,0,0,0,0,0,0,0
592312113,2.5854657,0,0,0,0,0,0,0,0,0
592823677,2.6016426,0,0,0,0,0,0,0,0,0
593324414,2.6359289,0,0,0,0,0,0,0,0,0
593830590,2.6501117,0,0,0,0,0,0,0,0,0
594335940,2.6084905,0,0,0,0,0,0,0,0,0
594841929,2.6178305,0,0,0,0,0,0,0,0,0
595353098,2.544502,0,0,0,0,0,0,0,0,0
595863757,2.5470188,0,0,0,0,0,0,0,0,0
596370265,2.5821862,0,0,0,0,0,0,0,0,0
596872995,2.5998814,0,0,0,0,0,0,0,0,0
597381511,2.6238537,0,0,0,0,0,0,0,0,0
597883822,2.6471562,0,0,0,0,0,0,0,0,0
598392994,2.6614501,0,0,0,0,0,0,0,0,0
598902576,2.6849868,0,0,0,0,0,0,0,0,0
599408651,2.681504,0,0,0,0,0,0,0,0,0
599917900,2.4742274,0,0,0,0,0,0,0,0,0
600429169,2.4732292,0,0,0,0,0,0,0,0,0
600935585,2.4705737,0,0,0,0,0,0,0,0,0
601445476,2.5077174,0,0,0,0,0,0,0,0,0
601946866,2.5511727,0,0,0,0,0,0,0,0,0
602457838,2.5759785,0,0,0,0,0,0,0,0,0
602963932,2.6125317,0,0,0,0,0,0,0,0,0
603473891,2.6374516,0,0,0,0,0,0,0,0,0
603983927,2.6587155,0,0,0,0,0,0,0,0,0
604485599,2.6041973,0,0,0,0,0,0,0,0,0
604994038,2.5075614,0,0,0,0,0,0,0,0,0
605510554,2.54309,0,0,0,0,0,0,0,0,0
606009475,2.56487,0,0,0,0,0,0,0,0,0
606514668,2.5530317,0,0,0,0,0,0,0,0,0
607018745,2.5574377,0,0,0,0,0,0,0,0,0
607520402,2.5832386,0,0,0,0,0,0,0,0,0
608032787,2.601927,0,0,0,0,0,0,0,0,0
608540398,2.636755,0,0,0,0,0,0,0,0,0
609041260,2.6588676,0,0,0,0,0,0,0,0,0
609550380,2.5957105,0,0,0,0,0,0,0,0,0
610050732,2.5797002,0,0,0,0,0,0,0,0,0
610563977,2.6046727,0,0,0,0,0,0,0,0,0
611066156,2.5960145,0,0,0,0,0,0,0,0,0
611571102,2.587093,0,0,0,0,0,0,0,0,0
612080185,2.5700402,0,0,0,0,0,0,0,0,0
612585568,2.5678217,0,0,0,0,0,0,0,0,0
613092215,2.6039598,0,0,0,0,0,0,0,0,0
613594955,2.6312761,0,0,0,0,0,0,0,0,0
614102748,2.64835,0,0,0,0,0,0,0,0,0
614605281,2.6343608,0,0,0,0,0,0,0,0,0
614937467,2.6440237,0,0,0,0,0,0,0,0,0
615447744,2.631755,0,0,0,0,0,0,0,0,0
615951322,2.7192945,0,0,0,0,0,0,0,0,0
616451975,2.7901714,0,0,0,0,0,0,0,0,0
616956552,2.75261,0,0,0,0,0,0,0,0,0
617469022,2.004017,0,0,0,0,0,0,0,0,0
617989251,1.8667521,0,0,0,0,0,0,0,0,0
618002415,1.8301659,0,0,0,0,0,0,0,0,0
618509202,1.6589578,0,0,0,0,0,0,0,0,0
