timestamp,time_estimate,safe_time_estimate,valid
568377465,0.0,0.0,0
569397606,0.0,0.0,0
570419668,0.0,0.0,0
571442011,0.0,0.0,0
572466155,0.0,0.0,0
573474238,0.0,0.0,0
574483232,0.0,0.0,0
575509765,0.0,0.0,0
576519621,0.0,0.0,0
577528137,0.0,0.0,0
578544036,0.0,0.0,0
579593255,0.0,0.0,0
580627883,0.0,0.0,0
581641357,0.0,0.0,0
582650929,0.0,0.0,0
583665580,0.0,0.0,0
584666980,0.0,0.0,0
585685523,0.0,0.0,0
586691048,0.0,0.0,0
587706367,0.0,0.0,0
588734315,0.0,0.0,0
589748794,0.0,0.0,0
590787281,0.0,0.0,0
591801529,0.0,0.0,0
592815724,0.0,0.0,0
593835720,0.0,0.0,0
594838483,0.0,0.0,0
595864423,0.0,0.0,0
596873816,0.0,0.0,0
597884696,0.0,0.0,0
598896653,0.0,0.0,0
599908761,0.0,0.0,0
600940032,0.0,0.0,0
601951521,0.0,0.0,0
602967002,0.0,0.0,0
603977893,0.0,0.0,0
604990910,0.0,0.0,0
606010367,0.0,0.0,0
607015641,0.0,0.0,0
608029580,0.0,0.0,0
609044895,0.0,0.0,0
610052626,0.0,0.0,0
611072250,0.0,0.0,0
612082599,0.0,0.0,0
613097791,0.0,0.0,0
614101161,0.0,0.0,0
615145137,0.0,0.0,0
616158501,0.0,0.0,0
617215839,0.0,0.0,0
618271767,0.0,0.0,0
