timestamp,timestamp_sample,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],n_states
568642129,568594813,0.7671183,-0.010176586,0.008287553,0.6413715,-0.00084900786,-0.00020259581,-0.010740459,-0.17172317,-0.43363348,-0.1365881,-4.6088944e-06,1.0422491e-05,-7.986262e-06,0.00043930157,0.00034597004,-0.00025876722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.944341e-06,3.019995e-06,3.0207573e-06,1.4085334e-05,0.00044214373,0.00044215054,0.00040918723,1.4312867e-05,1.4312963e-05,1.3832355e-05,2.3945608e-11,2.3937165e-11,3.93457e-11,5.002373e-08,5.0023733e-08,5.000015e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
569636299,569594049,0.76716965,-0.010386754,0.008163512,0.6413082,-0.00070339424,-0.00013939687,-0.010515653,-0.1715746,-0.43356943,-0.13682257,-4.4994254e-06,1.0401002e-05,-7.99778e-06,0.00043955533,0.00034604713,-0.0003902123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8636965e-06,3.0228423e-06,3.0237668e-06,1.3974702e-05,0.00040745165,0.00040745735,0.00038974627,1.3341549e-05,1.3341633e-05,1.3074981e-05,2.3987187e-11,2.3978949e-11,3.915716e-11,5.0000125e-08,5.0000125e-08,5.0000125e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
570634271,570592100,0.756627,-0.006531011,0.0032212585,0.6538062,-0.009104384,-0.09108609,-0.8107103,-0.17930809,-0.45719254,-0.3718749,-4.552762e-06,9.4058e-06,-8.008453e-06,0.0004275987,0.00034709086,-0.000579073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00483785e-05,2.8266513e-06,2.8273414e-06,1.3348461e-05,0.0003951039,0.00039497163,0.00036467134,1.1326105e-05,1.1325199e-05,1.0883718e-05,2.3698064e-11,2.3690985e-11,3.874588e-11,5e-08,5e-08,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
571638584,571586472,0.7628869,0.016553635,-0.01714835,0.6460926,0.0043697837,-0.017418701,-0.23300825,-0.1915472,-0.5560766,-1.1579347,-5.0348203e-06,9.956636e-06,-8.020255e-06,0.00041220358,0.00034255936,-0.0006895474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.639491e-06,2.9265336e-06,2.9264038e-06,1.33106105e-05,0.00036547476,0.0003652841,0.000363183,1.1001234e-05,1.0997682e-05,1.092478e-05,2.3677891e-11,2.3671053e-11,3.829654e-11,5e-08,5e-08,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
572634228,572586670,0.76364195,0.008469124,-0.0020082446,0.6455814,0.043768182,0.03411465,0.15080903,-0.15599272,-0.509366,-1.012927,-4.467164e-06,1.01108935e-05,-8.062874e-06,0.00039465536,0.00034133682,-0.0008091462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.509753e-06,3.0215879e-06,3.0228866e-06,1.3181221e-05,0.000391481,0.00039141043,0.00037028972,1.1900637e-05,1.1899992e-05,1.153975e-05,2.3598078e-11,2.3586822e-11,3.7999423e-11,5e-08,5e-08,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
573629154,573587124,0.76245934,0.01121287,-0.0020273598,0.6469358,0.0058465083,0.008978605,-0.040264465,-0.12444868,-0.49442557,-0.9114694,-3.9861384e-06,9.735145e-06,-8.066299e-06,0.00039292834,0.00034041342,-0.0008445113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.513613e-06,2.9903722e-06,2.9927603e-06,1.3091289e-05,0.00040737426,0.00040739347,0.00038627637,1.2889149e-05,1.2889409e-05,1.258678e-05,2.3471634e-11,2.3464031e-11,3.7872733e-11,5.000237e-08,5.0006662e-08,5.0000125e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
574636351,574591489,0.7698842,0.009787977,-0.0028892756,0.6381021,-0.039067235,0.02977758,-0.114085145,-0.13567345,-0.47590634,-0.9893632,-3.9334323e-06,9.953416e-06,-8.081722e-06,0.0003920229,0.00034022267,-0.00089534605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.161971e-06,2.943384e-06,2.9446294e-06,1.31916195e-05,0.00039826467,0.00039828083,0.00037650872,1.2005495e-05,1.2005679e-05,1.1677275e-05,2.3294476e-11,2.3288605e-11,3.7624095e-11,5e-08,5.0003482e-08,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
575632038,575584298,0.76551664,0.0131931,0.0005091698,0.6432808,0.089720085,-0.083827235,-0.0076817703,-0.08602101,-0.5243883,-0.98421526,-3.932309e-06,9.986274e-06,-8.10644e-06,0.00039137175,0.0003390952,-0.00093529775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.161594e-06,2.96997e-06,2.977604e-06,1.2843591e-05,0.00037873376,0.00037873615,0.00036216318,1.0752716e-05,1.0752902e-05,1.0533204e-05,2.3277833e-11,2.3274114e-11,3.7385033e-11,5.0005063e-08,5.0007102e-08,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
576632019,576589764,0.7636768,0.0055794274,-0.005342723,0.6455526,-0.01572584,0.009456491,0.00069292635,-0.082120724,-0.5587971,-0.97530633,-4.493567e-06,9.696165e-06,-8.048571e-06,0.00039162178,0.00033860657,-0.0010478619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.22887e-06,3.0122167e-06,3.0124986e-06,1.2785328e-05,0.00041375423,0.00041378933,0.00039879006,1.3718758e-05,1.37182005e-05,1.3464501e-05,2.3280588e-11,2.3276445e-11,3.7354515e-11,5.0008563e-08,5.0010946e-08,5.000012e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
577639233,577596554,0.76503843,0.011052056,-0.00310342,0.6438823,0.03387386,0.0049424083,-0.0053674914,-0.07225617,-0.5585066,-0.9843068,-4.6234086e-06,9.670124e-06,-7.979843e-06,0.0003927939,0.00033604586,-0.0010922935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.134944e-06,2.9942564e-06,2.9971013e-06,1.2759983e-05,0.0004043543,0.00040436574,0.0003802556,1.2443457e-05,1.2443383e-05,1.2149028e-05,2.312902e-11,2.3125371e-11,3.718413e-11,5.0001756e-08,5.000189e-08,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
