timestamp,speed_up,speed_down,want_takeoff
568672404,4.0,1.5,0
569656744,4.0,1.5,1
570655144,4.0,1.5,1
571659194,4.0,1.5,0
572665856,4.0,1.5,0
573660341,4.0,1.5,0
574587150,4.0,1.5,0
614944039,4.0,1.5,0
614953050,4.0,1.5,0
615934884,4.0,1.5,0
616938810,4.0,1.5,0
617935126,4.0,1.5,0
618940521,4.0,1.5,0
