timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],reset_integral,fw_control_yaw_wheel
567662319,0.0,0.0,1.3925064,0.0,0.7672506,0.0,0.0,0.6413474,0.0,0.0,-0.001,0,0
567701797,0.0,0.0,1.3925979,0.0,0.7672212,0.0,0.0,0.6413826,0.0,0.0,-0.001,0,0
567712100,0.0,0.0,1.3923748,0.0,0.7672928,0.0,0.0,0.641297,0.0,0.0,-0.001,0,0
567723445,0.0,0.0,1.3925699,0.0,0.7672302,0.0,0.0,0.64137185,0.0,0.0,-0.001,0,0
567737551,0.0,0.0,1.3926218,0.0,0.7672136,0.0,0.0,0.64139175,0.0,0.0,-0.001,0,0
567742842,0.0,0.0,1.3922997,0.0,0.7673169,0.0,0.0,0.64126813,0.0,0.0,-0.001,0,0
567752745,0.0,0.0,1.3922375,0.0,0.7673368,0.0,0.0,0.6412443,0.0,0.0,-0.001,0,0
567764292,0.0,0.0,1.3924413,0.0,0.76727146,0.0,0.0,0.6413225,0.0,0.0,-0.001,0,0
567779434,0.0,0.0,1.3923296,0.0,0.7673073,0.0,0.0,0.64127964,0.0,0.0,-0.001,0,0
567785487,0.0,0.0,1.392231,0.0,0.7673389,0.0,0.0,0.6412418,0.0,0.0,-0.001,0,0
567795678,0.0,0.0,1.3922064,0.0,0.76734674,0.0,0.0,0.6412324,0.0,0.0,-0.001,0,0
567806901,0.0,0.0,1.3922968,0.0,0.7673178,0.0,0.0,0.6412671,0.0,0.0,-0.001,0,0
567817595,0.0,0.0,1.392367,0.0,0.76729524,0.0,0.0,0.64129406,0.0,0.0,-0.001,0,0
567832784,0.0,0.0,1.3925388,0.0,0.76724017,0.0,0.0,0.6413599,0.0,0.0,-0.001,0,0
567847795,0.0,0.0,1.3926395,0.0,0.76720786,0.0,0.0,0.6413986,0.0,0.0,-0.001,0,0
567857793,0.0,0.0,1.3927004,0.0,0.7671884,0.0,0.0,0.6414219,0.0,0.0,-0.001,0,0
567863705,0.0,0.0,1.3927714,0.0,0.7671656,0.0,0.0,0.6414491,0.0,0.0,-0.001,0,0
567879036,0.0,0.0,1.3926246,0.0,0.7672127,0.0,0.0,0.64139277,0.0,0.0,-0.001,0,0
567894853,0.0,0.0,1.3926072,0.0,0.76721823,0.0,0.0,0.64138615,0.0,0.0,-0.001,0,0
567904380,0.0,0.0,1.3925768,0.0,0.767228,0.0,0.0,0.64137447,0.0,0.0,-0.001,0,0
567919777,0.0,0.0,1.3925836,0.0,0.76722586,0.0,0.0,0.64137703,0.0,0.0,-0.001,0,0
567926169,0.0,0.0,1.3925612,0.0,0.767233,0.0,0.0,0.64136845,0.0,0.0,-0.001,0,0
567935853,0.0,0.0,1.3925033,0.0,0.76725155,0.0,0.0,0.6413463,0.0,0.0,-0.001,0,0
567951010,0.0,0.0,1.392495,0.0,0.76725423,0.0,0.0,0.64134306,0.0,0.0,-0.001,0,0
567957620,0.0,0.0,1.3925055,0.0,0.76725084,0.0,0.0,0.64134717,0.0,0.0,-0.001,0,0
567968794,0.0,0.0,1.3925097,0.0,0.7672495,0.0,0.0,0.64134884,0.0,0.0,-0.001,0,0
567978817,0.0,0.0,1.3924857,0.0,0.7672572,0.0,0.0,0.64133954,0.0,0.0,-0.001,0,0
567988818,0.0,0.0,1.392538,0.0,0.76724046,0.0,0.0,0.64135957,0.0,0.0,-0.001,0,0
568004134,0.0,0.0,1.3925691,0.0,0.76723045,0.0,0.0,0.6413715,0.0,0.0,-0.001,0,0
568010654,0.0,0.0,1.3926471,0.0,0.7672055,0.0,0.0,0.6414014,0.0,0.0,-0.001,0,0
568024542,0.0,0.0,1.392735,0.0,0.7671773,0.0,0.0,0.64143515,0.0,0.0,-0.001,0,0
568039330,0.0,0.0,1.3928261,0.0,0.767148,0.0,0.0,0.64147013,0.0,0.0,-0.001,0,0
568053908,0.0,0.0,1.3928316,0.0,0.7671463,0.0,0.0,0.6414722,0.0,0.0,-0.001,0,0
568059945,0.0,0.0,1.392845,0.0,0.767142,0.0,0.0,0.64147735,0.0,0.0,-0.001,0,0
568069870,0.0,0.0,1.3928009,0.0,0.7671561,0.0,0.0,0.6414605,0.0,0.0,-0.001,0,0
568084964,0.0,0.0,1.3927116,0.0,0.76718473,0.0,0.0,0.6414262,0.0,0.0,-0.001,0,0
568096315,0.0,0.0,1.3926306,0.0,0.7672107,0.0,0.0,0.64139515,0.0,0.0,-0.001,0,0
568109932,0.0,0.0,1.3925333,0.0,0.76724195,0.0,0.0,0.6413577,0.0,0.0,-0.001,0,0
568120246,0.0,0.0,1.3924994,0.0,0.7672528,0.0,0.0,0.6413448,0.0,0.0,-0.001,0,0
568130881,0.0,0.0,1.3924372,0.0,0.7672727,0.0,0.0,0.64132094,0.0,0.0,-0.001,0,0
568141407,0.0,0.0,1.39241,0.0,0.7672815,0.0,0.0,0.6413105,0.0,0.0,-0.001,0,0
568157256,0.0,0.0,1.3924928,0.0,0.76725495,0.0,0.0,0.6413422,0.0,0.0,-0.001,0,0
568167331,0.0,0.0,1.3925488,0.0,0.767237,0.0,0.0,0.6413637,0.0,0.0,-0.001,0,0
568177087,0.0,0.0,1.3926685,0.0,0.7671986,0.0,0.0,0.6414097,0.0,0.0,-0.001,0,0
568187363,0.0,0.0,1.392751,0.0,0.7671721,0.0,0.0,0.64144135,0.0,0.0,-0.001,0,0
568202666,0.0,0.0,1.392796,0.0,0.7671577,0.0,0.0,0.64145863,0.0,0.0,-0.001,0,0
568207661,0.0,0.0,1.3928934,0.0,0.76712644,0.0,0.0,0.64149594,0.0,0.0,-0.001,0,0
568218879,0.0,0.0,1.3929007,0.0,0.7671241,0.0,0.0,0.6414987,0.0,0.0,-0.001,0,0
568229158,0.0,0.0,1.3928769,0.0,0.76713175,0.0,0.0,0.64148957,0.0,0.0,-0.001,0,0
