timestamp,x,y,z,vx,vy,vz,acceleration[0],acceleration[1],acceleration[2],thrust[0],thrust[1],thrust[2],yaw,yawspeed
567662237,nan,nan,nan,nan,nan,1.5,0.0,0.0,108.994835,-0.0,-0.0,-0.001,1.3925064,0.0
567701766,nan,nan,nan,nan,nan,1.5,0.0,0.0,108.99467,-0.0,-0.0,-0.001,1.3925979,0.0
567795650,nan,nan,nan,nan,nan,1.5,0.0,0.0,108.99458,-0.0,-0.0,-0.001,1.3922064,0.0
567894790,nan,nan,nan,nan,nan,1.5,0.0,0.0,109.00226,-0.0,-0.0,-0.001,1.3926072,0.0
567988783,nan,nan,nan,nan,nan,1.5,0.0,0.0,108.997986,-0.0,-0.0,-0.001,1.392538,0.0
568096284,nan,nan,nan,nan,nan,1.5,0.0,0.0,108.99317,-0.0,-0.0,-0.001,1.3926306,0.0
568187328,nan,nan,nan,nan,nan,1.5,0.0,0.0,109.00498,-0.0,-0.0,-0.001,1.392751,0.0
568295904,nan,nan,nan,nan,nan,1.5,0.0,0.0,109.02605,-0.0,-0.0,-0.001,1.3925948,0.0
568395383,nan,nan,nan,nan,nan,1.5,0.0,0.0,109.045334,-0.0,-0.0,-0.001,1.3928425,0.0
568491820,nan,nan,nan,nan,nan,1.5,0.0,0.0,109.06772,-0.0,-0.0,-0.001,1.3924983,0.0
568586407,nan,nan,nan,nan,nan,1.5,0.0,0.0,109.08665,-0.0,-0.0,-0.001,1.3927443,0.0
568687951,nan,nan,nan,nan,nan,1.5,0.0,0.0,109.10163,-0.0,-0.0,-0.001,1.392674,0.0
568793550,nan,nan,nan,nan,nan,1.5,0.0,0.0,109.1136,-0.0,-0.0,-0.001,1.3924719,0.0
568882206,nan,nan,nan,nan,nan,1.5,0.0,0.0,109.124054,-0.0,-0.0,-0.001,1.392752,0.0
568997253,nan,nan,nan,nan,nan,1.5,0.0,0.0,109.13166,-0.0,-0.0,-0.001,1.3926536,0.0
569087996,nan,nan,nan,nan,nan,1.5,0.0,0.0,109.14625,-0.0,-0.0,-0.001,1.3926479,0.0
569189130,nan,nan,nan,nan,nan,1.5,0.0,0.0,109.15341,-0.0,-0.0,-0.001,1.3925753,0.0
569295084,nan,nan,nan,nan,nan,1.5,0.0,0.0,109.14581,-0.0,-0.0,-0.001,1.3926504,0.0
569392730,nan,nan,nan,nan,nan,1.5,0.0,0.0,109.14206,-0.0,-0.0,-0.001,1.3923725,0.0
569494864,nan,nan,nan,nan,nan,1.5,0.0,0.0,109.13716,-0.0,-0.0,-0.001,1.3928804,0.0
