timestamp,timestamp_sample,control_mode_flags,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,gps_check_fail_flags,innovation_check_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
567662495,567619599,67129347,3.967972e-05,0.0010752084,0.00026083403,0,0.0069559305,0.017948354,0.0,nan,0.0044417996,0.0011772427,0.0,0.0,0.0,1.23472,2490378,2490378,0,0,0,0,831,1,1,3,3,1,0,0,0,0,0,0,0
567701883,567660271,67129347,3.587656e-05,0.0011354187,0.000297112,0,0.007848128,0.01750811,0.0,nan,0.0030898908,0.00041179158,0.0,0.0,0.0,1.23472,2490378,2490378,0,0,0,0,831,1,1,3,3,1,0,0,0,0,0,0,0
567894949,567840648,67137539,7.464122e-06,0.0013296646,0.0011515269,0,0.0057477583,0.0042433506,0.00049967505,nan,0.000981909,0.002111667,0.0,0.0,0.0,1.23472,2490378,2490378,0,0,0,0,831,1,1,4,3,1,0,0,0,0,0,0,0
568096405,568047854,67137539,1.9478843e-05,0.0011249607,0.0003534131,0,0.0057555567,0.004052481,0.0021054025,nan,0.002190871,0.0025232043,0.0,0.0,0.0,1.23472,2490378,2490378,0,0,0,0,831,1,1,4,3,1,0,0,0,0,0,0,0
568286223,568237283,67137539,1.2660924e-05,0.00076063455,0.00035169744,0,0.005638916,0.003928183,0.00010870318,nan,0.0018491986,0.0013675941,0.0,0.0,0.0,1.23472,2490378,2490378,0,0,0,0,831,1,1,4,3,1,0,0,0,0,0,0,0
568492089,568440687,67137539,1.5016491e-05,0.0018024397,0.00046435575,0,0.0048017986,0.003352912,0.00030208816,nan,0.0027717878,0.013286694,0.0,0.0,0.0,1.23472,2490378,2490378,0,0,0,0,831,1,1,4,3,1,0,0,0,0,0,0,0
568688185,568640276,67137539,2.0432926e-05,0.004889481,0.0015610124,0,0.005154857,0.0035876378,0.0002700575,nan,0.0023078555,0.024444249,0.0,0.0,0.0,1.23472,2490378,2490378,0,0,0,0,831,1,1,4,3,1,0,0,0,0,0,0,0
568882413,568828505,67137539,1.7229702e-05,0.0068538184,0.0027096628,0,0.0056362352,0.00392109,0.0003060915,nan,0.0024832697,0.030338772,0.0,0.0,0.0,1.23472,2490378,2490378,0,0,0,0,831,1,1,4,3,1,0,0,0,0,0,0,0
569088121,569045817,67137539,1.8787272e-05,0.008916949,0.0038744102,0,0.0052130073,0.0036373294,0.00024343235,nan,0.003948887,0.031085337,0.0,0.0,0.0,1.23472,2490378,2490378,0,0,0,0,831,1,1,4,3,1,0,0,0,0,0,0,0
569295323,569248095,67137539,1.6177664e-05,0.0102299545,0.004630234,0,0.005176768,0.0036243869,0.0006255987,nan,0.0019566633,0.030454889,0.0,0.0,0.0,1.23472,2490378,2490378,0,0,0,0,831,1,1,4,3,1,0,0,0,0,0,0,0
569495044,569447605,67137539,1.3795074e-05,0.009717701,0.004676716,0,0.0051257047,0.0035906832,0.0005383167,nan,0.0009780058,0.028547125,0.0,0.0,0.0,1.23472,2490378,2490378,0,0,0,0,831,1,1,4,3,1,0,0,0,0,0,0,0
569687535,569644619,67137539,1.07793985e-05,0.008682315,0.0042384383,0,0.005186425,0.0036307175,0.00024443463,nan,0.00081624923,0.028226553,0.0,0.0,0.0,1.23472,2490378,2490378,0,0,0,0,831,1,1,4,3,1,0,0,0,0,0,0,0
569888861,569834047,1077379,3.1272236e-06,0.007620056,0.003685412,0,0.0049801865,0.0034889304,0.0008564252,nan,0.00072381186,0.023423258,0.0,0.0,0.0,1.23472,2490378,2490378,0,0,0,0,831,1,1,4,3,1,0,0,0,0,0,0,0
570096513,570047641,1077379,4.3573364e-05,0.006620238,0.0030627358,0,0.004651666,0.003250811,0.00091388525,nan,0.013740476,0.030233722,0.0,0.0,0.0,1.23472,2490378,2490378,0,0,0,0,831,1,1,4,3,1,0,0,0,0,0,0,0
570281894,570233248,1077379,0.00025796407,0.011408471,0.0038157217,0,0.0049828677,0.003462548,0.0022133463,nan,0.031158859,0.072216935,0.0,0.0,0.0,1.23472,2490378,2490378,0,0,0,0,831,1,1,4,3,1,0,0,0,0,0,0,0
570493994,570445619,1077379,0.00037251555,0.017478378,0.006536918,0,0.0049414635,0.0034138563,0.001968116,nan,0.043974493,0.0029255627,0.0,0.0,0.0,1.23472,2490378,2490378,0,0,0,0,831,1,1,4,3,1,0,0,0,0,0,0,0
570695027,570652654,1077379,0.00015497659,0.015962616,0.007185021,0,0.0046744714,0.0032465318,0.0033460753,nan,0.017710665,0.025087342,0.0,0.0,0.0,1.23472,2490378,2490378,0,0,0,0,831,1,1,4,3,1,0,0,0,0,0,0,0
