timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode
567667120,1,0,1,0,0,0,0
568169850,1,0,1,0,0,0,0
568678132,1,0,1,0,0,0,0
569190821,1,0,1,0,0,0,0
569701786,1,0,1,0,0,0,0
570210300,1,0,1,0,0,0,0
570721067,1,0,1,0,0,0,0
571229576,1,0,1,0,0,0,0
571742619,1,0,1,0,0,0,0
572250599,1,0,1,0,0,0,0
572765753,1,0,1,0,0,0,0
573267603,1,0,1,0,0,0,0
573773236,1,0,1,0,0,0,0
574274809,1,0,1,0,0,0,0
574588624,1,0,1,0,0,0,0
575094879,1,0,1,0,0,0,0
575601568,1,0,1,0,0,0,0
576108248,1,0,1,0,0,0,0
576617928,1,0,1,0,0,0,0
577120873,1,0,1,0,0,0,0
577622874,1,0,1,0,0,0,0
578133909,1,0,1,0,0,0,0
578634568,1,0,1,0,0,0,0
579139668,1,0,1,0,0,0,0
579653433,1,0,1,0,0,0,0
580163003,1,0,1,0,0,0,0
580667047,1,0,1,0,0,0,0
581178474,1,0,1,0,0,0,0
581686381,1,0,1,0,0,0,0
582193391,1,0,1,0,0,0,0
582694480,1,0,1,0,0,0,0
583203271,1,0,1,0,0,0,0
583703788,1,0,1,0,0,0,0
584204783,1,0,1,0,0,0,0
584717885,1,0,1,0,0,0,0
585225164,1,0,1,0,0,0,0
585736223,1,0,1,0,0,0,0
586238332,1,0,1,0,0,0,0
586741813,1,0,1,0,0,0,0
587254833,1,0,1,0,0,0,0
587762395,1,0,1,0,0,0,0
588271396,1,0,1,0,0,0,0
588776729,1,0,1,0,0,0,0
589281322,1,0,1,0,0,0,0
589783453,1,0,1,0,0,0,0
590287331,1,0,1,0,0,0,0
590790216,1,0,1,0,0,0,0
591297690,1,0,1,0,0,0,0
591804538,1,0,1,0,0,0,0
592312025,1,0,1,0,0,0,0
592823574,1,0,1,0,0,0,0
593324126,1,0,1,0,0,0,0
593829750,1,0,1,0,0,0,0
594335368,1,0,1,0,0,0,0
594841827,1,0,1,0,0,0,0
595352332,1,0,1,0,0,0,0
595863665,1,0,1,0,0,0,0
596370180,1,0,1,0,0,0,0
596872873,1,0,1,0,0,0,0
597379970,1,0,1,0,0,0,0
597883035,1,0,1,0,0,0,0
598392576,1,0,1,0,0,0,0
598902422,1,0,1,0,0,0,0
599407877,1,0,1,0,0,0,0
599917699,1,0,1,0,0,0,0
600429069,1,0,1,0,0,0,0
600935484,1,0,1,0,0,0,0
601445199,1,0,1,0,0,0,0
601946742,1,0,1,0,0,0,0
602457709,1,0,1,0,0,0,0
602962664,1,0,1,0,0,0,0
603473298,1,0,1,0,0,0,0
603983825,1,0,1,0,0,0,0
604485410,1,0,1,0,0,0,0
604993682,1,0,1,0,0,0,0
605507642,1,0,1,0,0,0,0
606009389,1,0,1,0,0,0,0
606514580,1,0,1,0,0,0,0
607018469,1,0,1,0,0,0,0
607519401,1,0,1,0,0,0,0
608032652,1,0,1,0,0,0,0
608539840,1,0,1,0,0,0,0
609041167,1,0,1,0,0,0,0
609550286,1,0,1,0,0,0,0
610050516,1,0,1,0,0,0,0
610563335,1,0,1,0,0,0,0
611066014,1,0,1,0,0,0,0
611571000,1,0,1,0,0,0,0
612080097,1,0,1,0,0,0,0
612585455,1,0,1,0,0,0,0
613091842,1,0,1,0,0,0,0
613594835,1,0,1,0,0,0,0
614102669,1,0,1,0,0,0,0
614605186,1,0,1,0,0,0,0
614937368,1,0,1,0,0,0,0
615443404,1,0,1,0,0,0,0
615951209,1,0,1,0,0,0,0
616451898,1,0,1,0,0,0,0
616956433,1,0,1,0,0,0,0
617468888,1,0,1,0,0,0,0
617989175,0,0,1,0,0,0,0
618002326,0,0,1,0,0,0,0
618508630,0,0,1,0,0,0,0
