timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,wheel_rate_integ
567666275,0.0,0.0,0.0,0.0
567699674,0.0,0.0,0.0,0.0
567712364,0.0,0.0,0.0,0.0
567731112,0.0,0.0,0.0,0.0
567756744,0.0,0.0,0.0,0.0
567774518,0.0,0.0,0.0,0.0
567795230,0.0,0.0,0.0,0.0
567813729,0.0,0.0,0.0,0.0
567837350,0.0,0.0,0.0,0.0
567855995,0.0,0.0,0.0,0.0
567876700,0.0,0.0,0.0,0.0
567896977,0.0,0.0,0.0,0.0
567915420,0.0,0.0,0.0,0.0
567934764,0.0,0.0,0.0,0.0
567953971,0.0,0.0,0.0,0.0
567978075,0.0,0.0,0.0,0.0
567996357,0.0,0.0,0.0,0.0
568014305,0.0,0.0,0.0,0.0
568036683,0.0,0.0,0.0,0.0
568057815,0.0,0.0,0.0,0.0
568074755,0.0,0.0,0.0,0.0
568094767,0.0,0.0,0.0,0.0
568117267,0.0,0.0,0.0,0.0
568136505,0.0,0.0,0.0,0.0
568154149,0.0,0.0,0.0,0.0
568175644,0.0,0.0,0.0,0.0
568197148,0.0,0.0,0.0,0.0
568214846,0.0,0.0,0.0,0.0
568237520,0.0,0.0,0.0,0.0
568257056,0.0,0.0,0.0,0.0
568277751,0.0,0.0,0.0,0.0
568295629,0.0,0.0,0.0,0.0
568314035,0.0,0.0,0.0,0.0
568336241,0.0,0.0,0.0,0.0
568354026,0.0,0.0,0.0,0.0
568375946,0.0,0.0,0.0,0.0
568394261,0.0,0.0,0.0,0.0
568418730,0.0,0.0,0.0,0.0
568437753,0.0,0.0,0.0,0.0
568453589,0.0,0.0,0.0,0.0
568477748,0.0,0.0,0.0,0.0
568494328,0.0,0.0,0.0,0.0
568514964,0.0,0.0,0.0,0.0
568536222,0.0,0.0,0.0,0.0
568559639,0.0,0.0,0.0,0.0
568576066,0.0,0.0,0.0,0.0
568593983,0.0,0.0,0.0,0.0
568617466,0.0,0.0,0.0,0.0
568631568,0.0,0.0,0.0,0.0
568657436,0.0,0.0,0.0,0.0
568677453,0.0,0.0,0.0,0.0
568695501,0.0,0.0,0.0,0.0
568715015,0.0,0.0,0.0,0.0
568734202,0.0,0.0,0.0,0.0
568756360,0.0,0.0,0.0,0.0
568775045,0.0,0.0,0.0,0.0
568795025,0.0,0.0,0.0,0.0
568814755,0.0,0.0,0.0,0.0
568837254,0.0,0.0,0.0,0.0
568854629,0.0,0.0,0.0,0.0
568874647,0.0,0.0,0.0,0.0
568893523,0.0,0.0,0.0,0.0
568912370,0.0,0.0,0.0,0.0
568935109,0.0,0.0,0.0,0.0
568954650,0.0,0.0,0.0,0.0
568978030,0.0,0.0,0.0,0.0
568995856,0.0,0.0,0.0,0.0
569012043,0.0,0.0,0.0,0.0
569030659,0.0,0.0,0.0,0.0
569054455,0.0,0.0,0.0,0.0
569075263,0.0,0.0,0.0,0.0
569094331,0.0,0.0,0.0,0.0
569119446,0.0,0.0,0.0,0.0
569135724,0.0,0.0,0.0,0.0
569156827,0.0,0.0,0.0,0.0
569176160,0.0,0.0,0.0,0.0
569194667,0.0,0.0,0.0,0.0
569214852,0.0,0.0,0.0,0.0
569236840,0.0,0.0,0.0,0.0
569256411,0.0,0.0,0.0,0.0
569273022,0.0,0.0,0.0,0.0
569293629,0.0,0.0,0.0,0.0
569318264,0.0,0.0,0.0,0.0
569334469,0.0,0.0,0.0,0.0
569356346,0.0,0.0,0.0,0.0
569374504,0.0,0.0,0.0,0.0
569394756,0.0,0.0,0.0,0.0
569414613,0.0,0.0,0.0,0.0
569436480,0.0,0.0,0.0,0.0
569456220,0.0,0.0,0.0,0.0
569472986,0.0,0.0,0.0,0.0
569496553,0.0,0.0,0.0,0.0
