timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,heading_good_for_control,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield,dead_reckoning
567662080,567660271,0,nan,nan,-0.17165934,-0.43302092,-0.1373282,-0.00010108948,-0.0015008152,-0.0021359622,3.943016e-05,0.0029118173,0.00086071296,0.001264043,1.1181459e-05,1.0287389e-05,0.0012367815,0.0031208347,5.6198976e-05,0.011382831,1.3925064,1.5664406,nan,0.1,0.0069559305,0.017948354,0.05752796,0.04647116,inf,inf,inf,inf,1,1,1,1,3,3,1,1,1,1,0,0,0,0,0
567701632,567700429,0,nan,nan,-0.17164704,-0.4329554,-0.13728797,-0.00010108948,-0.0015008152,-0.0021359622,0.0006928928,0.0026181967,0.00088919175,0.0012819817,1.1181459e-05,1.0287389e-05,0.0012367815,0.070099086,-0.0065924358,0.0061164787,1.3925979,1.5664406,nan,0.1,0.007848128,0.01750811,0.054924816,0.04734368,inf,inf,inf,inf,1,1,1,1,3,3,1,1,1,1,0,0,0,0,0
567795507,567793956,0,nan,nan,-0.17161769,-0.4330756,-0.1368821,-4.4316053e-05,-0.00020211935,-0.0021359622,0.00053831795,0.0020994036,0.00090330146,0.0016166553,1.1181459e-05,1.0287389e-05,0.0012367815,0.0058517065,-0.025242731,0.044008788,1.3922064,1.5664406,nan,0.101345174,0.010198335,0.0070465975,0.05324954,0.044135243,inf,inf,inf,inf,1,1,1,1,4,3,1,1,1,1,0,0,0,0,0
567894611,567892525,0,nan,nan,-0.17158304,-0.43303055,-0.13630657,-4.4316053e-05,-0.00020211935,-0.0021359622,7.1820614e-07,0.0015872361,-0.00037640327,0.00077085395,1.1181459e-05,1.0287389e-05,0.0012367815,0.022840451,-0.022802,0.057770435,1.3926072,1.5664406,nan,0.10100917,0.0057477583,0.0042433506,0.05194875,0.03790668,inf,inf,inf,inf,1,1,1,1,4,3,1,1,1,1,0,0,0,0,0
567988608,567987229,0,nan,nan,-0.17161594,-0.4331581,-0.13574427,-4.4316053e-05,-0.00020211935,-0.0021359622,-0.00041975544,0.0012225484,0.00033643135,0.0017326629,1.1181459e-05,1.0287389e-05,0.0012367815,0.013185423,0.12783025,-0.1689966,1.392538,1.5664406,nan,0.10048915,0.006299665,0.004554098,0.04680628,0.03219607,inf,inf,inf,inf,1,1,1,1,4,3,1,1,1,1,0,0,0,0,0
568096104,568094557,0,nan,nan,-0.17163256,-0.43309528,-0.13538161,-4.4316053e-05,-0.00020211935,-0.0021359622,-0.0001386438,0.002067663,0.0011383462,0.0025600456,1.1181459e-05,1.0287389e-05,0.0012367815,0.06496512,-0.06960595,-0.08740702,1.3926306,1.5664406,nan,0.100028045,0.0057555567,0.004052481,0.036222342,0.024494782,inf,inf,inf,inf,1,1,1,1,4,3,1,1,1,1,0,0,0,0,0
568187165,568185507,0,nan,nan,-0.17177054,-0.43310568,-0.1353038,-4.4316053e-05,-0.00020211935,-0.0021359622,-0.0019675947,0.0009891693,-0.0008305514,0.0005161323,1.1181459e-05,1.0287389e-05,0.0012367815,-0.102486916,0.14016342,-0.023202429,1.392751,1.5664406,nan,0.1,0.006353086,0.0044274377,0.03422835,0.02314373,inf,inf,inf,inf,1,1,1,1,4,3,1,1,1,1,0,0,0,0,0
568295752,568294196,0,nan,nan,-0.17185956,-0.43322504,-0.1355577,-4.4316053e-05,-0.00020211935,-0.0021359622,-0.000832782,0.0012772862,-0.004341211,-0.0031034914,1.1181459e-05,1.0287389e-05,0.0012367815,-0.017487409,0.029952556,-0.081812054,1.3925948,1.5664406,nan,0.1,0.00588958,0.004096794,0.030966727,0.021124827,inf,inf,inf,inf,1,1,1,1,4,3,1,1,1,1,0,0,0,0,0
568395232,568393933,0,nan,nan,-0.17197077,-0.4333103,-0.13609631,-4.4316053e-05,-0.00020211935,-0.0021359622,-0.0024754063,-9.495217e-05,-0.007556128,-0.0063461103,1.1181459e-05,1.0287389e-05,0.0012367815,-0.13188793,0.11842246,-0.019457988,1.3928425,1.5664406,nan,0.100327544,0.0051402603,0.0035864487,0.028740944,0.019741561,inf,inf,inf,inf,1,1,1,1,4,3,1,1,1,1,0,0,0,0,0
568491644,568489994,0,nan,nan,-0.17204714,-0.4334951,-0.13684936,-4.4316053e-05,-0.00020211935,-0.0021359622,-0.00065454224,-0.00088907033,-0.011286092,-0.009999398,1.1181459e-05,1.0287389e-05,0.0012367815,0.057230815,-0.00036969324,-0.05309237,1.3924983,1.5664406,nan,0.100818954,0.0048017986,0.003352912,0.02839428,0.019386826,inf,inf,inf,inf,1,1,1,1,4,3,1,1,1,1,0,0,0,0,0
