timestamp,timestamp_sample,wrench[0],wrench[1],wrench[2],wrench[3],wrench[4],wrench[5],motor_thrust[0],motor_thrust[1],motor_thrust[2],motor_thrust[3],observation[0],observation[1],observation[2],observation[3],observation[4],observation[5],observation[6],observation[7],observation[8],observation[9],observation[10],observation[11],observation[12],observation[13],observation[14]
574592735,4543202757359882239,0.0,0.0,0.0,0.0,0.0,0.0,0.80843484,0.91224885,0.6932078,0.84332675,0.0,0.0,0.0,0.98247105,-0.18546844,0.018771306,0.1856445,0.9825837,-0.008104527,0.02270095,-0.042768646,0.11103855,-0.024294242,-0.010306385,0.0044573867
574599515,4542670026796475310,0.0,0.0,0.0,0.0,0.0,0.0,0.7993604,0.89903444,0.69038075,0.8560437,-0.00034224987,0.0004478842,-0.0012257695,0.98247105,-0.18546844,0.018771306,0.1856445,0.9825837,-0.008104527,0.027814073,-0.0380844,0.1141249,-0.033005714,-0.0015343393,0.003865126
574603428,4542640327097653687,0.0,0.0,0.0,0.0,0.0,0.0,0.7974081,0.8982981,0.69066566,0.85925454,-0.00034224987,0.0004478842,-0.0012257695,0.9824376,-0.18564054,0.018825987,0.18581173,0.9825548,-0.0077768043,0.027814073,-0.0380844,0.1141249,-0.035219774,-0.0001005886,0.002827095
574606678,4542374185154124955,0.0,0.0,0.0,0.0,0.0,0.0,0.8014852,0.89170015,0.69890696,0.8523698,-0.00034224987,0.0004478842,-0.0012257695,0.9824237,-0.18572938,0.018665072,0.18589485,0.9825408,-0.007543274,0.027814073,-0.0380844,0.1141249,-0.041825276,-0.006037371,0.009595786
574612985,4541932190069780483,0.0,0.0,0.0,0.0,0.0,0.0,0.78900725,0.8807475,0.72011095,0.86160254,-0.0007776916,0.000939548,-0.0027313232,0.98243874,-0.18566108,0.018555138,0.18581891,0.98255795,-0.0071671037,0.029387433,-0.03197137,0.10924939,-0.07335327,-0.024094362,0.014404327
574619160,4542107184217194178,0.0,0.0,0.0,0.0,0.0,0.0,0.78155357,0.88508314,0.75417936,0.851558,-0.0010528266,0.0012916774,-0.0036936998,0.98243874,-0.18569052,0.018254606,0.18583786,0.9825575,-0.0067255697,0.020880554,-0.036540836,0.09924757,-0.112110205,-0.06031466,0.022058016
574621496,4541564867286518477,0.0,0.0,0.0,0.0,0.0,0.0,0.7823677,0.87165034,0.7801817,0.83622825,-0.0010528266,0.0012916774,-0.0036936998,0.98242366,-0.18582603,0.017678324,0.18595847,0.98253834,-0.006152026,0.020880554,-0.036540836,0.09924757,-0.13149503,-0.08391532,0.035459064
574624269,4542294320237399851,0.0,0.0,0.0,0.0,0.0,0.0,0.7415507,0.8897207,0.77514046,0.8676756,-0.0010528266,0.0012916774,-0.0036936998,0.98242366,-0.18582603,0.017678324,0.18595847,0.98253834,-0.006152026,0.020880554,-0.036540836,0.09924757,-0.15085973,-0.096379235,0.014603664
574630515,4541758411397860956,0.0,0.0,0.0,0.0,0.0,0.0,0.74966955,0.8764432,0.8347834,0.84502184,-0.0012918413,0.0016322285,-0.0045629144,0.9824191,-0.18600252,0.016007151,0.18609658,0.9825209,-0.0045905123,0.017839434,-0.034102518,0.0871068,-0.18835254,-0.14110595,0.03721972
574635461,4542555862270978343,0.0,0.0,0.0,0.0,0.0,0.0,0.7007431,0.89620376,0.8373561,0.87709534,-0.0012918413,0.0016322285,-0.0045629144,0.9824198,-0.18608704,0.01492975,0.18616012,0.98251253,-0.003659146,0.017839434,-0.034102518,0.0871068,-0.21223116,-0.16344224,0.014915258
574638773,4541951757940677258,0.0,0.0,0.0,0.0,0.0,0.0,0.7403935,0.8812325,0.87048703,0.85057306,-0.0015359521,0.0019675046,-0.005325794,0.9824198,-0.18608704,0.01492975,0.18616012,0.98251253,-0.003659146,0.020885991,-0.032012586,0.07497778,-0.22089216,-0.17735888,0.040286854
574643625,4543269217684258866,0.0,0.0,0.0,0.0,0.0,0.0,0.6945048,0.913898,0.8487208,0.88992715,-0.0015359521,0.0019675046,-0.005325794,0.9824198,-0.18608704,0.01492975,0.18616012,0.98251253,-0.003659146,0.020885991,-0.032012586,0.07497778,-0.22403054,-0.18473473,0.0072361254
574647043,4542444987690099670,0.0,0.0,0.0,0.0,0.0,0.0,0.7188463,0.89345515,0.8680541,0.8630127,-0.0015359521,0.0019675046,-0.005325794,0.98233277,-0.18671426,0.012658157,0.18675134,0.9824056,-0.0018031364,0.020885991,-0.032012586,0.07497778,-0.21814656,-0.18037635,0.027822308
574650717,4542936327653714344,0.0,0.0,0.0,0.0,0.0,0.0,0.7456486,0.90563893,0.87798893,0.85446537,-0.0017659068,0.0022874027,-0.005975485,0.98233277,-0.18671426,0.012658157,0.18675134,0.9824056,-0.0018031364,0.014288124,-0.03030269,0.060729127,-0.20897277,-0.17638542,0.03176463
574652516,4543339908550720901,0.0,0.0,0.0,0.0,0.0,0.0,0.73480326,0.9156525,0.87075,0.8619702,-0.0017659068,0.0022874027,-0.005975485,0.98238325,-0.18652174,0.011525009,0.18654451,0.9824461,-0.00092220167,0.014288124,-0.03030269,0.060729127,-0.20070392,-0.175009,0.022846656
574657825,4543288313108407866,0.0,0.0,0.0,0.0,0.0,0.0,0.7838776,0.91437185,0.8656671,0.8421913,-0.0020138621,0.0026011765,-0.0065016747,0.9823962,-0.18650618,0.010635331,0.18651965,0.98245114,-0.00027876114,0.023823578,-0.032846883,0.051199354,-0.17372158,-0.15586707,0.03588243
574660747,4544049454327880394,0.0,0.0,0.0,0.0,0.0,0.0,0.76621014,0.9332691,0.8445928,0.86102504,-0.0020138621,0.0026011765,-0.0065016747,0.982382,-0.1866256,0.009822611,0.18663096,0.98243004,0.0003755698,0.023823578,-0.032846883,0.051199354,-0.15793017,-0.14669886,0.017166996
574662122,4543541497135535338,0.0,0.0,0.0,0.0,0.0,0.0,0.7908678,0.92065597,0.8502527,0.84172064,-0.0020138621,0.0026011765,-0.0065016747,0.982382,-0.1866256,0.009822611,0.18663096,0.98243004,0.0003755698,0.023823578,-0.032846883,0.051199354,-0.15064937,-0.13883136,0.031263396
574669131,4544958497040946161,0.0,0.0,0.0,0.0,0.0,0.0,0.80286187,0.9558612,0.8235003,0.8573564,-0.0022334754,0.0029783994,-0.0069155693,0.98235154,-0.18681967,0.009151776,0.18681955,0.98239386,0.0008783792,0.016106084,-0.036573734,0.03833569,-0.12010207,-0.10719905,0.010392414
574670481,4544858935403971431,0.0,0.0,0.0,0.0,0.0,0.0,0.8106355,0.9533857,0.8251891,0.8482038,-0.0022334754,0.0029783994,-0.0069155693,0.98235154,-0.18681967,0.009151776,0.18681955,0.98239386,0.0008783792,0.016106084,-0.036573734,0.03833569,-0.11516508,-0.108176604,0.015095647
574674428,4544785083441316978,0.0,0.0,0.0,0.0,0.0,0.0,0.818001,0.95154965,0.8206686,0.8482321,-0.0022334754,0.0029783994,-0.0069155693,0.9823907,-0.18664509,0.008517934,0.18664068,0.98242754,0.0013122703,0.016106084,-0.036573734,0.03833569,-0.10751269,-0.09423444,0.015873086
574679628,4545367493891770519,0.0,0.0,0.0,0.0,0.0,0.0,0.8233752,0.96603376,0.8095295,0.8709808,-0.002462685,0.0033531934,-0.0072271824,0.9824237,-0.1864883,0.008107526,0.18648008,0.9824571,0.0017764298,0.018338384,-0.03765488,0.029308176,-0.10368471,-0.07407191,0.0039326744
574683824,4545071574940075011,0.0,0.0,0.0,0.0,0.0,0.0,0.8288908,0.95867336,0.81376195,0.8743412,-0.002462685,0.0033531934,-0.0072271824,0.9824236,-0.18650436,0.0077413153,0.18649197,0.98245376,0.0023064492,0.018338384,-0.03765488,0.029308176,-0.110156484,-0.063060895,0.007700467
574684043,4545175345645037157,0.0,0.0,0.0,0.0,0.0,0.0,0.8216443,0.9612541,0.80850416,0.88748014,-0.002462685,0.0033531934,-0.0072271824,0.9824236,-0.18650436,0.0077413153,0.18649197,0.98245376,0.0023064492,0.018338384,-0.03765488,0.029308176,-0.11421973,-0.054783598,0.0010443726
574687262,4544861417895382453,0.0,0.0,0.0,0.0,0.0,0.0,0.8305552,0.9534476,0.81615585,0.8815769,-0.002462685,0.0033531934,-0.0072271824,0.9824236,-0.18650436,0.0077413153,0.18649197,0.98245376,0.0023064492,0.018338384,-0.03765488,0.029308176,-0.119696386,-0.053518098,0.008813272
574691011,4544539909528587772,0.0,0.0,0.0,0.0,0.0,0.0,0.8284117,0.9454552,0.8260523,0.890303,-0.002462685,0.0033531934,-0.0072271824,0.9823927,-0.1866861,0.0072756233,0.18666989,0.9824186,0.0028487272,0.018338384,-0.03765488,0.029308176,-0.13727224,-0.048102885,0.011160399
574694611,4544801902533766031,0.0,0.0,0.0,0.0,0.0,0.0,0.83593106,0.9519677,0.8410933,0.90332186,-0.0026635826,0.0037454367,-0.0074389577,0.98239446,-0.18668973,0.0069413413,0.18666852,0.9824164,0.0035953997,0.016285846,-0.03847396,0.018699367,-0.15494923,-0.045278218,0.010040181
574699718,4544597840047811247,0.0,0.0,0.0,0.0,0.0,0.0,0.82822156,0.946895,0.86272675,0.9259999,-0.0028581321,0.004081562,-0.0075675845,0.9823921,-0.1867139,0.006641054,0.1866872,0.9824096,0.0044364873,0.013841931,-0.030715922,0.013494185,-0.17944,-0.04462233,0.008842075
574703141,4544532423401004230,0.0,0.0,0.0,0.0,0.0,0.0,0.8158184,0.9452693,0.8730985,0.934358,-0.0028581321,0.004081562,-0.0075675845,0.9823796,-0.18679684,0.0061165197,0.18676549,0.98239,0.0053580003,0.013841931,-0.030715922,0.013494185,-0.19503045,-0.05214034,0.007008506
574709618,4544885048806004910,0.0,0.0,0.0,0.0,0.0,0.0,0.80966026,0.9540349,0.8946197,0.94123954,-0.003031671,0.004403591,-0.0076251626,0.98239243,-0.18674591,0.005578738,0.18671039,0.9823946,0.006329878,0.014452724,-0.031846434,0.0050833183,-0.21613906,-0.07507291,0.00578112
574715101,4544940410934490099,0.0,0.0,0.0,0.0,0.0,0.0,0.8007916,0.9554117,0.8986473,0.9454822,-0.003031671,0.004403591,-0.0076251626,0.98239243,-0.18674591,0.005578738,0.18671039,0.9823946,0.006329878,0.014452724,-0.031846434,0.0050833183,-0.22487101,-0.08231249,0.003377141
574717566,4544916384887409815,0.0,0.0,0.0,0.0,0.0,0.0,0.7988111,0.95481396,0.90347844,0.9426577,-0.003031671,0.004403591,-0.0076251626,0.98238355,-0.18680716,0.005059599,0.18676746,0.98237604,0.0074337,0.014452724,-0.031846434,0.0050833183,-0.22302131,-0.08865547,0.0048503648
574719267,4544998934158863899,0.0,0.0,0.0,0.0,0.0,0.0,0.7949829,0.95686674,0.90225875,0.9453222,-0.003031671,0.004403591,-0.0076251626,0.98238355,-0.18680716,0.005059599,0.18676746,0.98237604,0.0074337,0.014452724,-0.031846434,0.0050833183,-0.22386214,-0.08943636,0.0023016904
574724180,4544850697657575899,0.0,0.0,0.0,0.0,0.0,0.0,0.7943489,0.9531808,0.9201458,0.9417087,-0.0031718314,0.004651174,-0.007650256,0.98237383,-0.18689188,0.003674102,0.18685088,0.9823433,0.009419098,0.0077719274,-0.022273926,0.0031276979,-0.2146462,-0.09669041,0.0071509457
574728167,4545069401687162130,0.0,0.0,0.0,0.0,0.0,0.0,0.7988469,0.9586192,0.9119705,0.9317443,-0.0031718314,0.004651174,-0.007650256,0.98237383,-0.18689188,0.003674102,0.18685088,0.9823433,0.009419098,0.0077719274,-0.022273926,0.0031276979,-0.19581419,-0.09914945,0.0065376903
574730467,4545149395453050889,0.0,0.0,0.0,0.0,0.0,0.0,0.79830676,0.9606087,0.90911126,0.9318255,-0.0031718314,0.004651174,-0.007650256,0.98237383,-0.18689188,0.003674102,0.18685088,0.9823433,0.009419098,0.0077719274,-0.022273926,0.0031276979,-0.19224587,-0.09842452,0.004956422
574736182,4545464461368832969,0.0,0.0,0.0,0.0,0.0,0.0,0.8154018,0.96844625,0.9048743,0.91576713,-0.0032911897,0.0048864484,-0.0076263547,0.9823596,-0.18698737,0.0023827972,0.18695018,0.9823062,0.011155549,0.008126738,-0.02323703,-0.0010603706,-0.1623094,-0.097513065,0.007415363
574741044,4546065726725484703,0.0,0.0,0.0,0.0,0.0,0.0,0.8209962,0.98341143,0.89228886,0.9139347,-0.003390491,0.005075708,-0.007563174,0.9823619,-0.18698177,0.0017577494,0.18694875,0.9822993,0.011761088,0.006980478,-0.023739813,-0.005323025,-0.13746001,-0.09184225,-0.00057020923
574745715,4546262917263924711,0.0,0.0,0.0,0.0,0.0,0.0,0.8263214,0.98832166,0.88083386,0.90818596,-0.003390491,0.005075708,-0.007563174,0.9823619,-0.18698177,0.0017577494,0.18694875,0.9822993,0.011761088,0.006980478,-0.023739813,-0.005323025,-0.118287586,-0.08667495,-0.003015014
574748691,4546355594068192638,0.0,0.0,0.0,0.0,0.0,0.0,0.8310916,0.9906297,0.8745996,0.9033747,-0.003390491,0.005075708,-0.007563174,0.9823782,-0.18690318,0.0008288212,0.1868779,0.98230165,0.012672156,0.006980478,-0.023739813,-0.005323025,-0.10162974,-0.07967084,-0.003906899
574750394,4546352737914952503,0.0,0.0,0.0,0.0,0.0,0.0,0.8317708,0.9905586,0.87350607,0.9046216,-0.003390491,0.005075708,-0.007563174,0.98237014,-0.18694615,0.00041562133,0.18692482,0.98228717,0.01307942,0.006980478,-0.023739813,-0.005323025,-0.09905819,-0.07528223,-0.0045697256
574755295,4546121106033687401,0.0,0.0,0.0,0.0,0.0,0.0,0.8486666,0.98479027,0.88868624,0.902009,-0.0034923553,0.005341783,-0.0074243546,0.98232794,-0.18716764,-4.8593618e-05,0.18715155,0.9822402,0.013358825,0.0036257983,-0.008038091,-0.010454237,-0.08259592,-0.07187916,0.0036901783
574761028,4546544332111261263,0.0,0.0,0.0,0.0,0.0,0.0,0.83108974,0.9953308,0.8740343,0.9260986,-0.0034923553,0.005341783,-0.0074243546,0.98232794,-0.18716764,-4.8593618e-05,0.18715155,0.9822402,0.013358825,0.0036257983,-0.008038091,-0.010454237,-0.0824692,-0.060471646,-0.013530305
574762974,4546139187846068067,0.0,0.0,0.0,0.0,0.0,0.0,0.84933007,0.9852407,0.8834585,0.9088813,-0.0034923553,0.005341783,-0.0074243546,0.98232794,-0.18716764,-4.8593618e-05,0.18715155,0.9822402,0.013358825,0.0036257983,-0.008038091,-0.010454237,-0.08125369,-0.061210636,0.00075326307
574764575,4546397886611344988,0.0,0.0,0.0,0.0,0.0,0.0,0.83585954,0.9916831,0.8777149,0.92347926,-0.0034923553,0.005341783,-0.0074243546,0.9823731,-0.18693116,-0.0004046196,0.18691888,0.9822787,0.013792936,0.0036257983,-0.008038091,-0.010454237,-0.082934774,-0.057890374,-0.009464588
574775518,4546297972787298435,0.0,0.0,0.0,0.0,0.0,0.0,0.84150237,0.98919475,0.8833613,0.94057906,-0.0035595,0.0054297894,-0.007269919,0.98236734,-0.18695888,-0.0010135053,0.18695363,0.98226064,0.014579788,0.0035045762,-0.009630479,-0.013888647,-0.09851064,-0.038284607,-0.010594944
574780098,4546611780277972224,0.0,0.0,0.0,0.0,0.0,0.0,0.8363815,0.9970112,0.888664,0.957538,-0.0036025345,0.0054950267,-0.0070828795,0.9824153,-0.18670419,-0.0013342137,0.18670264,0.98229825,0.015242067,0.00026504978,-0.00900058,-0.019075666,-0.10776673,-0.033079725,-0.018743562
574783949,4546510681042809439,0.0,0.0,0.0,0.0,0.0,0.0,0.8379031,0.99449265,0.8909645,0.95943505,-0.0036025345,0.0054950267,-0.0070828795,0.9824153,-0.18670419,-0.0013342137,0.18670264,0.98229825,0.015242067,0.00026504978,-0.00900058,-0.019075666,-0.112350985,-0.03007265,-0.017273352
574787130,4546313834101659848,0.0,0.0,0.0,0.0,0.0,0.0,0.8427347,0.9895897,0.89840823,0.9552353,-0.0036025345,0.0054950267,-0.0070828795,0.9824156,-0.18669957,-0.0018036691,0.18670422,0.98228365,0.016147368,0.00026504978,-0.00900058,-0.019075666,-0.11355534,-0.031551782,-0.011379446
574789447,4546259940852065683,0.0,0.0,0.0,0.0,0.0,0.0,0.8513261,0.98824775,0.9066177,0.9590851,-0.0036165714,0.0055725425,-0.0067484975,0.9824156,-0.18669957,-0.0018036691,0.18670422,0.98228365,0.016147368,-0.00108304,-0.0024953599,-0.022404892,-0.11096767,-0.028642658,-0.008546394
574791578,4546356994228140356,0.0,0.0,0.0,0.0,0.0,0.0,0.8434729,0.99066454,0.90505695,0.9683758,-0.0036165714,0.0055725425,-0.0067484975,0.982458,-0.18647435,-0.0020474368,0.18648234,0.9823166,0.016700339,-0.00108304,-0.0024953599,-0.022404892,-0.11425513,-0.025486832,-0.014131081
574798777,4546234407271496107,0.0,0.0,0.0,0.0,0.0,0.0,0.84464467,0.98761153,0.9181677,0.9596344,-0.003605336,0.005544901,-0.006496489,0.98247117,-0.18640158,-0.0022817845,0.18641302,0.98232037,0.017239928,-0.0063824593,-0.00070931995,-0.022117428,-0.1160739,-0.035992377,-0.0074343653
574802267,4546301632099611171,0.0,0.0,0.0,0.0,0.0,0.0,0.83912575,0.9892857,0.9212328,0.95942855,-0.003605336,0.005544901,-0.006496489,0.9824584,-0.18646324,-0.002646477,0.18648064,0.98229843,0.017744731,-0.0063824593,-0.00070931995,-0.022117428,-0.11719448,-0.043261632,-0.008589485
574804965,4546404951832888167,0.0,0.0,0.0,0.0,0.0,0.0,0.8389811,0.9918591,0.91608554,0.95990056,-0.003605336,0.005544901,-0.006496489,0.9824584,-0.18646324,-0.002646477,0.18648064,0.98229843,0.017744731,-0.0063824593,-0.00070931995,-0.022117428,-0.11100811,-0.040188417,-0.011209141
574808032,4546349804452880142,0.0,0.0,0.0,0.0,0.0,0.0,0.839568,0.9904854,0.9205222,0.96765876,-0.003598392,0.005506009,-0.0062195063,0.9824607,-0.18644589,-0.0030543273,0.18647045,0.9822913,0.01824966,-0.0026792907,0.00680899,-0.023566399,-0.10593949,-0.04136801,-0.011630593
574811128,4546369788935718468,0.0,0.0,0.0,0.0,0.0,0.0,0.83869964,0.99098337,0.9200615,0.9687314,-0.003598392,0.005506009,-0.0062195063,0.9824828,-0.18632591,-0.0032424098,0.1863538,0.98230445,0.018721174,-0.0026792907,0.00680899,-0.023566399,-0.10393311,-0.040429465,-0.012474749
574813748,4546447854261240558,0.0,0.0,0.0,0.0,0.0,0.0,0.8377808,0.9929278,0.92021316,0.9633883,-0.003598392,0.005506009,-0.0062195063,0.9824828,-0.18632591,-0.0032424098,0.1863538,0.98230445,0.018721174,-0.0026792907,0.00680899,-0.023566399,-0.09963181,-0.047998697,-0.011951962
574819891,4546702412677861313,0.0,0.0,0.0,0.0,0.0,0.0,0.84816647,0.9992691,0.916751,0.95848835,-0.0035718977,0.005432129,-0.0059301257,0.982494,-0.18626037,-0.0035723401,0.18629459,0.98230815,0.019109309,-0.004141941,0.003005524,-0.026736418,-0.089906126,-0.042410027,-0.012422857
574822847,4546572794859774903,0.0,0.0,0.0,0.0,0.0,0.0,0.85665756,0.99603987,0.91756904,0.95203507,-0.0035718977,0.005432129,-0.0059301257,0.982494,-0.18626037,-0.0035723401,0.18629459,0.98230815,0.019109309,-0.004141941,0.003005524,-0.026736418,-0.085655175,-0.039853297,-0.0074310205
574826921,4546841672697402627,0.0,0.0,0.0,0.0,0.0,0.0,0.8541018,1.0027392,0.9071612,0.9516331,-0.0035718977,0.005432129,-0.0059301257,0.9824927,-0.18626079,-0.003887578,0.18630132,0.98229873,0.019519199,-0.004141941,0.003005524,-0.026736418,-0.06971109,-0.036849808,-0.013716703
574831379,4546934886372596275,0.0,0.0,0.0,0.0,0.0,0.0,0.85592675,1.0050622,0.90217006,0.94827634,-0.0035718977,0.005432129,-0.0059301257,0.98250276,-0.18620574,-0.00397312,0.18624794,0.98230284,0.019817613,-0.004141941,0.003005524,-0.026736418,-0.05908871,-0.035609342,-0.014897787
574840713,4547277195266150616,0.0,0.0,0.0,0.0,0.0,0.0,0.8483837,1.0135949,0.9116803,0.9550183,-0.0033685267,0.0051770657,-0.005238652,0.9825231,-0.18608487,-0.0045534708,0.18613935,0.9823122,0.020366725,-0.018350797,0.01345002,-0.029390369,-0.046461713,-0.034884293,-0.02208088
