timestamp,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,rotational_movement,close_to_ground_or_skipped_check,at_rest
567145267,0,1,1,1,1,1,1,0,0,0,1,1
568157390,0,1,1,1,1,1,1,0,0,0,1,1
568965282,0,1,1,1,0,0,1,0,0,0,1,1
569676842,0,1,1,1,1,0,1,0,0,0,1,1
569815525,0,1,0,0,1,0,1,0,0,0,1,0
569829921,0,0,0,0,1,0,1,0,0,0,1,0
570686040,0,0,0,0,0,0,0,1,0,0,1,0
571689069,0,0,0,0,0,0,0,0,0,0,1,0
572701181,0,0,0,0,0,0,0,0,0,0,1,0
573710293,0,0,0,0,0,0,0,0,0,0,1,0
574722084,0,0,0,0,0,0,0,0,0,0,1,0
575726611,0,0,0,0,0,0,0,0,0,0,1,0
576738509,0,0,0,0,0,0,0,0,0,0,1,0
577746714,0,0,0,0,0,0,0,0,0,0,1,0
578753257,0,0,0,0,0,0,0,0,0,0,1,0
579761710,0,0,0,0,0,0,0,0,0,0,1,0
580769299,0,0,0,0,0,0,0,0,0,0,1,0
581782955,0,0,0,0,0,0,0,0,0,0,1,0
582785314,0,0,0,0,0,0,0,0,0,0,1,0
583793539,0,0,0,0,0,0,0,0,0,0,1,0
584796040,0,0,0,0,0,0,0,0,0,1,1,0
585804424,0,0,0,0,0,0,0,0,0,0,1,0
586804766,0,0,0,0,0,0,0,0,0,0,1,0
587812805,0,0,0,0,0,0,0,0,0,0,1,0
588819508,0,0,0,0,0,0,0,0,0,0,1,0
589820887,0,0,0,0,0,0,0,0,1,1,1,0
590823115,0,0,0,0,0,0,0,0,0,0,1,0
591830660,0,0,0,0,0,0,0,0,0,0,1,0
592843849,0,0,0,0,0,0,0,0,0,0,1,0
593845634,0,0,0,0,0,0,0,0,0,0,1,0
594845999,0,0,0,0,0,0,0,0,1,1,1,0
595851317,0,0,0,0,0,0,0,0,0,0,1,0
596856758,0,0,0,0,0,0,0,0,0,0,1,0
597862661,0,0,0,0,0,0,0,0,0,0,1,0
598871389,0,0,0,0,0,0,0,0,0,0,1,0
599873318,0,0,0,0,0,0,0,0,1,1,1,0
600876267,0,0,0,0,0,0,0,0,0,0,1,0
601879191,0,0,0,0,0,0,0,0,0,0,1,0
602879646,0,0,0,0,0,0,0,0,0,0,1,0
603885125,0,0,0,0,0,0,0,0,0,0,1,0
604890777,0,0,0,0,0,0,0,0,1,1,1,0
605894552,0,0,0,0,0,0,0,0,0,0,1,0
606896364,0,0,0,0,0,0,0,0,0,0,1,0
607905546,0,0,0,0,0,0,0,0,0,0,1,0
608910017,0,0,0,0,0,0,0,0,0,0,1,0
609916176,0,0,0,0,0,0,0,0,0,0,1,0
610926901,0,0,0,0,0,0,0,0,0,0,1,0
611936262,0,0,0,0,0,0,0,0,0,0,1,0
612944213,0,0,0,0,0,0,0,0,0,0,1,0
613957541,0,0,0,0,0,0,0,0,0,0,1,0
614962976,0,0,0,0,0,0,0,0,0,0,1,0
615836880,0,0,0,0,1,1,0,1,0,0,1,0
616839685,0,0,0,0,1,1,0,1,0,0,1,0
617373071,0,1,0,0,1,1,1,0,0,0,1,0
617543088,0,1,1,0,1,1,1,0,0,0,1,0
617719123,0,1,1,1,1,1,1,0,0,0,1,0
618730706,0,1,1,1,1,1,1,0,0,0,1,0
