timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
550159624,0.0,0.0,0.0,-0.1713031,-0.4334198,-0.13486098,1.3928578,0,0,1,0
569826915,0.0,0.0,0.0,-0.17177744,-0.4333399,-0.141209,1.3929166,0,0,1,0
618000049,0.0,0.0,0.0,0.042567156,-0.13071646,-0.1307303,1.4519489,0,0,1,0
